cluster_id,cluster_size,n_supermarkets,supermarkets_present,category,match_type,known_brand,tier_type,unit_value,unit_type,pack_quantity,core_product_name_consensus,avg_pairwise_score,min_pairwise_score
0,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Tassimo,,239.95,g,8.0,Cadbury Hot Chocolate Pods,0.9492909028017986,0.8985818056035972
1,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Kenco,,200.0,g,,Decaff Instant Coffee,1.0,1.0
2,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Kenco,,200.0,g,,Rich Instant Coffee,0.9171428571428571,0.8342857142857142
3,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Kenco,,200.0,g,,Rich Instant Coffee,0.9171428571428571,0.8342857142857142
4,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Lavazza,,250.0,g,,Qualità Rossa Ground Coffee,1.0,1.0
5,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Illy,,250.0,g,,Espresso Ground Coffee,0.8894736842105263,0.8342105263157894
6,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Lavazza,,250.0,g,,Caffè Espresso Coffee Beans,0.8378451178451178,0.7567676767676769
7,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Lavazza,,250.0,g,,Crema E Gusto Coffee,0.9214017521902379,0.8428035043804756
8,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Kenco,,149.9,g,,Smooth Instant Coffee Refill,0.9785714285714285,0.9571428571428571
9,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Kenco,,149.9,g,,Rich Instant Coffee Refill,0.9766666666666666,0.9533333333333333
10,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Nescafe,,200.0,g,,Original Decaff Instant Coffee,1.0,1.0
11,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Kenco,,149.9,g,,Decaff Instant Coffee Refill,0.9785714285714285,0.9571428571428571
12,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Nescafe,,90.0,g,,Azera Americano Instant Coffee,0.888361080281169,0.8574361820199778
13,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Douwe Egberts,,190.05,g,,Pure Gold Instant Coffee,0.8512013578407022,0.7844444444444445
14,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Douwe Egberts,,190.05,g,,Pure Gold Instant Coffee,0.8438831310715447,0.7844444444444445
15,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Kenco,,194.95,g,,Gold Indulgence Instant Coffee,1.0,1.0
16,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Kenco,,100.0,g,,Millicano Decaff Instant Coffee,0.9410440613026819,0.882088122605364
17,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Kenco,,95.0,g,,Millicano Intense Instant Coffee,0.9427027027027025,0.8854054054054052
18,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Costa,,199.85,g,,Coffee Mocha Italian Sign…,0.8112620697261125,0.771586143797494
19,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Costa,,199.85,g,,Mocha Italia Signat…,0.8021954560541174,0.7487722676937891
20,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Twinings,,199.9,g,80.0,Green Tea,0.9510869565217391,0.9021739130434783
21,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Tetley,,100.0,g,50.0,Pure Green Tea,0.8752969488902993,0.8082251082251082
22,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Tetley,,100.0,g,50.0,Green Tea Lemon,0.8497385947385947,0.7980519480519481
23,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Twinings,,50.0,g,20.0,Green Tea,0.8853856942496494,0.8112903225806452
24,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Twinings,,40.0,g,20.0,Mint Green Tea,0.896475155279503,0.7792857142857142
25,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Twinings,,40.0,g,20.0,Lemon Green Tea,0.9094827586206895,0.8068965517241379
26,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Lavazza,,499.85,g,,Decaf Coffee Beans,0.9822072072072072,0.9644144144144144
27,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Twinings,,40.0,g,20.0,Peach and Orange,0.9190883430013864,0.8843713278495886
28,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Lavazza,,250.0,g,,Decaffeinated Ground Coffee,0.9611111111111109,0.922222222222222
29,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Kenco,,162.625,g,8.0,Iced Hot Vanilla Latte…,0.9070909586867034,0.8663056092843326
30,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Tassimo,,259.7,g,8.0,Kenco Cappucc…,0.8719512195121951,0.7439024390243902
31,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Kenco,,162.625,g,8.0,Iced Hot Salted Caramel Ins…,0.8804161970116419,0.8292279411764705
32,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Lavazza,,1000.8,g,,Qualità Rossa Coffee Beans,1.0,1.0
33,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Tassimo,,108.025,g,12.0,Costa Americano Coffee Pods,1.0,1.0
34,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Twinings,,200.0,g,80.0,Assam,0.893421052631579,0.786842105263158
35,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Tassimo,,103.975,g,16.0,Kenco Americano Decaff Pods,0.948297604035309,0.8965952080706179
36,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Lavazza,,999.25,g,,Cafe Espresso Coffee Beans,0.8972804972804972,0.8459207459207458
37,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Douwe Egberts,,190.05,g,,Pure Decaf Instant Coffee,0.9828496732026143,0.9742745098039214
38,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Tassimo,,203.125,g,6.0,Costa Caramel Latte Coffee Pods,1.0,1.0
39,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Tetley,,250.0,g,80.0,Decaf,0.8249031670084301,0.7515037593984963
40,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Tick Tock,,89.92500000000001,g,40.0,Rooibos Tea,0.8425696664406341,0.7626984126984127
41,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Twinings,,159.97500000000002,g,80.0,Peppermint,0.8808812260536397,0.8293103448275863
42,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Twinings,,40.0,g,20.0,Peppermint,0.8475287356321839,0.8
43,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Costa,,100.0,g,,Instant Coffee Smooth Medium Roast,0.971311475409836,0.9655737704918033
44,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Twinings,,30.0,g,20.0,Pure Camomile,0.9299999999999999,0.9299999999999999
45,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Twinings,,40.0,g,20.0,Raspberry and Lemon,0.9270833333333334,0.8541666666666665
46,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Twinings,,40.0,g,20.0,Strawberry and Raspberry,0.9356463352580695,0.8894736842105262
47,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Twinings,,40.0,g,20.0,Cranberry Raspberry,0.8795911913152206,0.8151029748283751
48,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Galaxy,,369.675,g,,Instant Hot Chocolate,0.9250463563351761,0.8470172684458399
49,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Galaxy,,106.32499999999999,g,8.0,Hot Chocolate Pods,0.8373106574917786,0.7646191646191645
50,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Nescafe,,120.0,g,8.0,Gold Cappuccino Decaf Unsweeten…,0.869197628661912,0.8226127320954908
51,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Costa,,300.225,g,,Hot Chocolate,0.9142857142857143,0.8285714285714285
52,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Nescafe,,94.975,g,,Gold Blend Coffee Roastery Dark,0.9029918864097364,0.8059837728194728
53,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Nescafe,,94.975,g,,Gold Blend Coffee Roastery Light,0.9021823681936042,0.8043647363872083
54,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Cadbury,,28.0,g,,Hot Chocolate Instant,0.861129595551383,0.8019159911569639
55,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Starbucks,,330.0,g,,Signature Hot Chocolate,0.8571641469304683,0.8154135338345865
56,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Kenco,,130.17499999999998,g,8.0,Latte Instant Coffee Sachets,0.8951754385964912,0.7903508771929824
57,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Kenco,,118.525,g,8.0,Cappuccino Instant Coffee Sachets,0.9113998970663921,0.8227997941327843
58,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Kenco,,102.5,g,6.0,Duo Latte Instant Coffee,1.0,1.0
59,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Nescafe,,135.8,g,8.0,Gold Caramel Latte In…,0.8617234175298693,0.8157692307692308
60,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Starbucks,,220.0,ml,,Chocolate Hazelnut,0.8846120618726345,0.8500000000000001
61,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Tassimo,,167.05,g,6.0,Costa Latte,0.9205882352941175,0.8411764705882352
62,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Tassimo,,210.075,g,6.0,Costa Cappuccino Pods,0.935,0.87
63,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Tassimo,,219.925,g,8.0,Kenco Flat White Pods,0.935,0.87
64,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Starbucks,,117.4,g,5.0,Premium Instant Cinnamon Dolce Latte,0.9241817537957594,0.8793103448275861
65,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Costa,,100.0,g,,Intense Dark Roast,0.9048930793825419,0.8676470588235294
66,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Twinings,,350.2,g,,Swiss Hot Chocolate,0.842038229748216,0.780389692017599
67,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Nescafe,,116.37500000000001,g,8.0,Gold Toffee Nut Latte,0.9189144736842105,0.881578947368421
68,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Costa,,102.0,g,6.0,Coffee Salted Caramel…,0.841961478135391,0.7132142857142858
69,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Costa,,102.0,g,6.0,Creamy Cappuccino Coffee,0.8698473737159802,0.810032894736842
70,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Nescafe,,133.575,g,16.0,Americano Intenso,0.8583636181909047,0.8137931034482759
71,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Billington'S,,1000.0,g,,Golden Granulated Sugar,0.9308641975308641,0.8962962962962961
72,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Silver Spoon,,1000.0,g,,Half Spoon Sugar,0.9269246190858058,0.8538492381716118
73,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Cravendale,,1998.05,ml,,Filtered Whole Milk,1.0,1.0
74,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Billington'S,,500.0,g,,Demerara Sugar Cubes,0.8953287979231376,0.7679361179361179
75,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Cravendale,,1998.05,ml,,Filtered Skimmed Milk,0.9125384336083557,0.7606609808102346
76,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Castello,,150.0,g,,Blue Cheese,0.9185344827586206,0.8913793103448275
77,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,169.65,g,,Katsu Stir Fry Sauce,0.9105590062111801,0.8658385093167702
78,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,59.975,g,,Wild Rocket,1.0,1.0
79,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,,,,Whole Cucumber,0.8939393939393939,0.8939393939393938
80,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,200.0,g,,Iceberg Lettuce,1.0,1.0
81,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,199.25,g,,Red Pepper,0.8953296703296704,0.8384615384615384
82,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,196.16666666666666,g,,Red Pepper,0.8418067226890756,0.8147058823529412
83,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,399.775,g,,Mediterranean Vegetables,0.9077993175746426,0.8594315245478035
84,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,own_brand,,standard,300.125,g,,Sliced Carrots,0.9452702702702703,0.8905405405405407
85,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Batchelors,,106.975,g,4.0,Cup a Soup Potato and Leek,0.8856973080757726,0.8522432701894316
86,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,800.0,g,,White Cabbage,0.9122983870967741,0.875
87,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,725.0,g,,Butternut Squash,0.8982848232848232,0.8769230769230769
88,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Ginsters,,170.325,g,,Peppered Steak Slice,1.0,1.0
89,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,399.93333333333334,g,,All Day Breakfast,0.9631578947368422,0.9263157894736842
90,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,298.5,g,,Cheese and Tomato Sandwich,1.0,1.0
91,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,601.7,g,,Chicken and Sweetcorn Soup,0.904421768707483,0.8566326530612245
92,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,own_brand,,standard,325.275,g,,Chicken and Sweetcorn Sandwich Filler,0.9453057133311059,0.9453057133311059
93,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,433.26666666666665,g,,Egg and Cress Sandwich,1.0,1.0
94,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,242.23333333333335,g,,Chicken and Bacon,1.0,1.0
95,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,295.025,g,,Chicken and Bacon Pasta,1.0,1.0
96,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,566.8000000000001,g,,Chicken and Bacon…,0.8491055616656963,0.8089230769230769
97,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,999.4,g,,Chicken And Bacon Pie,0.8544598421850195,0.8270683883309422
98,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,201.1,g,,Chicken and Bacon Sandwich (C),0.8912667660208644,0.8912667660208644
99,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,229.7,g,,"Chicken, Bacon And…",0.8500000000000001,0.8500000000000001
100,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,397.45,g,,Chicken and Bacon Parcel,0.811188811188811,0.811188811188811
101,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Heinz,,302.15,g,,Sandwich Spread,0.9307692307692307,0.8961538461538461
102,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Rustlers,,158.0,g,,Sub Southern Fried Chicken,0.864229448725204,0.8153508771929823
103,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,645.05,g,,Sweet Chilli Chicken,0.866434631819957,0.8384291725105188
104,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,352.4,g,,Southern Fried Chicken Wrap,1.0,1.0
105,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,303.3333333333333,g,,Southern Fried Chicken Mini Fillets,0.8404385481252049,0.8248571428571428
106,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,395.1666666666667,g,,Southern Fried Chicken Bites,0.8245601853587108,0.8136198547215496
107,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Rustlers,,143.075,g,,Marinara Meatball Sub,0.8821818181818181,0.802
108,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Huel,,500.0,ml,,Vanilla Flavour Ready…,0.8720289855072464,0.8130434782608695
109,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,own_brand,,standard,498.90000000000003,ml,,Mayonnaise,0.9066666666666666,0.8599999999999999
110,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,own_brand,,standard,74.65,g,,Chicken Paste,0.9197860962566846,0.839572192513369
111,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Lotus Biscoff,,150.2,g,,Vanilla Sandwich,0.8596491228070176,0.7894736842105263
112,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Warburtons,,,,6.0,Soft Brown Thins,0.8784340659340659,0.8071428571428572
113,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Princes,,74.925,g,,Sardine and Tom Paste,0.9608771929824562,0.9217543859649122
114,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,228.70000000000002,g,,Seafood Cocktail,0.9097632292112395,0.9012195121951221
115,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Oreo,,154.9,g,,Golden Biscuits,0.7704042715484363,0.7704042715484363
116,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Oreo,,156.55,g,,Double Stuff Biscuits,0.8427147570827169,0.7946524064171122
117,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Oreo,,154.9,g,,Brownie Batter Sandwich Biscuit,0.8502336149513569,0.7990783410138249
118,4,4,ASDA|Morrisons|Sains|Tesco,free-from,completion,Warburtons,,240.0,g,4.0,Super Soft Sliced Square Rolls,0.9887096774193548,0.9774193548387096
119,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Warburtons,,,,6.0,Thin Bagels Plain,0.9827160493827161,0.9740740740740741
120,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Warburtons,,,,5.5,Bagels Plain,0.9247536945812806,0.8793103448275861
121,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Warburtons,,811.75,g,,Medium White Bread,0.9242732558139535,0.848546511627907
122,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Warburtons,,805.875,g,,Farmhouse White Bread,0.8541033434650455,0.8541033434650455
123,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Warburtons,,811.75,g,,White Toastie Bread,0.7892512077294684,0.767391304347826
124,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Quorn,,138.05,g,,Sweet Chilli Mini Fillets,0.9500000000000001,0.9
125,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,325.7,g,,Coronation Chicken,0.862271662763466,0.8071428571428572
126,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Tropicana,,299.6,ml,,Orange Juice Original,1.0,1.0
127,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Tropicana,,299.6,ml,,Orange Juice Smooth,1.0,1.0
128,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Naked,,299.4,ml,,Blue Machine Super Smoothie,0.8260652404447093,0.7540778108996407
129,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Walkers,,45.0,g,,Cheese and Onion Crisps,0.8694419371454924,0.7935403726708072
130,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Walkers,,45.0,g,,Cheese and Onion Crisps,0.9053214817968916,0.8425974025974026
131,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Walkers,,45.0,g,,Salt and Vinegar Crisps,0.9212987012987014,0.8425974025974026
132,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Rustlers,,190.175,g,,Quarter Pounder,0.8244666048237477,0.7910714285714286
133,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,unbranded,,,45.0,g,,McCoy's Flame Grilled Steak Crisps,0.8367540549537008,0.7625
134,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Rustlers,,155.075,g,,All Day Breakfast Sausage Muffin,1.0,1.0
135,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,unbranded,,,263.7,g,,Pork Farms Mini Pork Pies,0.8963680119063099,0.855921568627451
136,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,unbranded,,,263.03333333333336,g,,Pork Farms Med Pork Pie,0.8174608410386163,0.7598630723149336
137,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Fridge Raiders,,68.725,g,3.0,Hot and Spicy Chicken Bites,1.0,1.0
138,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Fridge Raiders,,69.16666666666667,g,3.0,BBQ Chicken Bites,0.895,0.895
139,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Munch Bunch,,339.35,g,4.0,Double Up Strawberr…,0.8208292230891101,0.7508474576271187
140,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Petits Filous,,340.65,g,4.0,Kids Strawberry and R…,0.8108225108225109,0.7162337662337663
141,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Petits Filous,,339.775,g,4.0,Kids Strawberry and A…,0.8689720604295595,0.8301829268292684
142,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Petits Filous,,398.675,g,4.0,Strawberry Flavour,0.8898148148148147,0.8347222222222221
143,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Quorn,,210.175,g,3.0,Sausage Rolls,0.9750000000000001,0.95
144,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Actimel,,401.875,g,4.0,Strawberry,0.8649999999999999,0.75
145,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Petits Filous,,283.05,g,6.0,Kids Strawberry and Ras…,0.8487373737373738,0.753030303030303
146,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Munch Bunch,,300.0,g,5.0,Strawberry Squashums,0.8514641958361931,0.7957446808510638
147,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Pukka,,129.8,g,,Sausage Roll,0.8528735632183908,0.7793103448275861
148,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Pukka,,130.075,g,,Sausage Roll,0.8182647385984426,0.7599999999999999
149,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Cathedral City,,120.0,g,6.0,Minis Lighter Cheeses,0.991194968553459,0.9867924528301886
150,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Cathedral City,,120.0,g,6.0,Mini Mature Cheeses,0.8852605337260068,0.8692513368983956
151,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Dairylea,,74.025,g,,Lunchers Ham 'N' Cheese,0.9239495798319327,0.8478991596638654
152,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Dairylea,,67.125,g,,Lunchers Chicken and Cheese Snacks,1.0,1.0
153,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,unbranded,,,83.75,g,,Attack A Snak Ham And Cheese Wrap Kit,0.8448685955223327,0.7777413127413128
154,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,unbranded,,,86.0,g,,Attack A Snak Chicken And Cheese Wrap Kit,0.8835534507588347,0.8105
155,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Dairylea,,124.95,g,8.0,Cheese Triangles,0.848981756098245,0.7880434782608695
156,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Dairylea,,96.42500000000001,g,5.0,Filled Crackers Cheese Snack,0.9041756635177688,0.8374999999999999
157,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Ginsters,,227.0,g,,Cornish Pasty,0.9421428571428572,0.8842857142857143
158,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Ginsters,,170.325,g,,Chicken and Mushroom Slice,1.0,1.0
159,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Pukka,,169.7,g,,Steak Slice,0.9079999999999999,0.816
160,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Pukka,,214.76666666666665,g,,No Steak Pie,1.0,1.0
161,4,4,ASDA|Morrisons|Sains|Tesco,free-from,branded,Pukka,,209.26666666666665,g,,Steak and Onion Pie,0.9274074074074073,0.891111111111111
162,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Ginsters,,117.2,g,,Philly Cheese Steak Bake,1.0,1.0
163,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Ginsters,,180.45,g,,Chicken and Bacon Pasty,1.0,1.0
164,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Pilgrims Choice,,120.0,g,6.0,Extra Mature Cheddar,0.9304964539007092,0.8957446808510638
165,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Ginsters,,170.325,g,,Cheese and Onion Slice,0.8958284600389863,0.8437426900584795
166,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Ginsters,,180.45,g,,Cheese and Onion Pasty,0.8576081013154829,0.7809334657398213
167,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Pukka,,169.7,g,,Chicken and Bacon Slice,1.0,1.0
168,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Pukka,,210.52499999999998,g,,Chicken and Mushroom Pie,1.0,1.0
169,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Ginsters,,170.325,g,,Chicken Tikka Slice,1.0,1.0
170,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Ginsters,,519.55,g,4.0,Cornish Pasty,0.910554054054054,0.8662162162162161
171,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Pukka,,169.7,g,,Pepperoni Pizza Slice,1.0,1.0
172,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Ginsters,,169.925,g,,CHICKEN FAJITA SLICE,0.832224769540559,0.7664285714285715
173,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Ginsters,,117.2,g,,Butter Chicken Bake,1.0,1.0
174,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Pukka,,210.475,g,,Beef Pasty,1.0,1.0
175,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Ginsters,,170.025,g,,BBQ Hunters Chicken Slice,1.0,1.0
176,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Dairylea,,255.0,g,6.0,Dunkers Ritz Cheese Snacks,0.9387684898520812,0.9081527347781218
177,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Dairylea,,249.025,g,6.0,Dunkers Jumbo Cheese Snack,0.8984348634027183,0.8477183833116034
178,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Dairylea,,167.975,g,8.0,Strip Cheese,0.9491935483870968,0.8983870967741936
179,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Peperami,,100.0,g,5.0,Original,0.904397233201581,0.8630434782608696
