cluster_id,cluster_size,n_supermarkets,supermarkets_present,category,match_type,known_brand,tier_type,unit_value,unit_type,pack_quantity,core_product_name_consensus,avg_pairwise_score,min_pairwise_score
1574,4,4,ASDA|Morrisons|Sains|Tesco,free-from,branded,Quorn,,100.0,g,,Chicken Free Slices,1.0,1.0
1575,4,4,ASDA|Morrisons|Sains|Tesco,free-from,branded,The Tofoo Co,,280.25,g,,Naked Tofu,0.8800000000000001,0.8
1576,4,4,ASDA|Morrisons|Sains|Tesco,free-from,branded,The Tofoo Co,,224.975,g,,Smoked Tofu,0.875,0.8
1577,4,4,ASDA|Morrisons|Sains|Tesco,free-from,branded,Quorn,,100.0,g,,Smoky Ham Free Slice,0.9914634146341464,0.9829268292682927
1578,4,4,ASDA|Morrisons|Sains|Tesco,free-from,branded,Beyond Meat,,226.0,g,2.0,Burger,0.8338461538461539,0.7576923076923077
1579,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Pukka,,520.4333333333333,g,,Steak and Ale Just for Two,0.9226744186046512,0.8453488372093023
1580,4,4,ASDA|Morrisons|Sains|Tesco,free-from,branded,Quorn,,196.0,g,2.0,Peppered Steaks,0.9186237373737374,0.8242424242424241
1581,4,4,ASDA|Morrisons|Sains|Tesco,free-from,branded,Vivera,,175.0,g,,Shwarma Kebab,0.8672734128616482,0.8122171945701357
1582,4,4,ASDA|Morrisons|Sains|Tesco,free-from,branded,The Tofoo Co,,279.85,g,,Sriracha,0.850180375180375,0.7969696969696969
1583,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Blue Dragon,,120.15,g,,Teriyaki Stir Fry Sauce,0.9537735849056603,0.9075471698113207
1584,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Blue Dragon,,401.2,ml,,Coconut Milk,1.0,1.0
1585,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Blue Dragon,,401.2,ml,,Light Coconut Milk,0.9700000000000001,0.94
1586,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Blue Dragon,,120.15,g,,Chow Mein Stir Fry Sauce,1.0,1.0
1587,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Blue Dragon,,120.15,g,,Hoisin and Garlic Stir Fry Sauce,0.8507936507936508,0.7761904761904761
1588,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Blue Dragon,,120.15,g,,Hoisin and Garlic Stir Fry Sauce,0.8507936507936508,0.7761904761904761
1589,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Blue Dragon,,120.15,g,,Sweet and Sour Stir Fry Sauce,1.0,1.0
1590,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,unbranded,,,1002.2,g,,Whole Earth Crunchy Peanut Butter,0.8777597402597404,0.7555194805194805
1591,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,unbranded,,,999.625,g,,Whole Earth Smooth Peanut Butter,0.8911057692307692,0.7822115384615383
1592,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,unbranded,,,339.525,g,,Whole Earth Smooth Peanut Butter,0.8911057692307692,0.7822115384615383
1593,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,unbranded,,,339.525,g,,Whole Earth Smooth Peanut Butter,0.8911057692307692,0.7822115384615383
1594,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Kallo,,88.1,g,8.0,Vegetable Stock Cubes,1.0,1.0
1595,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Kallo,,130.0,g,,Lightly Salted Whol…,0.9143939393939394,0.8287878787878789
1596,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Blue Dragon,,169.83333333333334,g,,Thai Green Curry Paste,0.914686040477426,0.8293720809548522
1597,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Blue Dragon,,232.225,g,,Thai Green Curry Kit,0.8503105296709946,0.8003205128205126
1598,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Laila,,9998.875,g,,Basmati Rice,1.0,1.0
1599,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Blue Dragon,,197.5,g,,Thai Red Curry Paste,0.9064739157762411,0.8129478315524825
1600,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Blue Dragon,,211.475,g,,Thai Red Curry Kit,0.8825320512820513,0.7650641025641025
1601,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Blue Dragon,,264.40000000000003,g,,Pad Thai Kit,0.8623807290270704,0.7705574912891986
1602,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Tango,,1975.775,ml,6.0,Orange,0.8101357466063348,0.7576923076923077
1603,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Fanta,,2649.65,ml,8.0,Lemon,0.9010025062656641,0.8500000000000001
1604,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Tango,,1975.775,ml,6.0,Dark Berry,0.9066666666666666,0.8599999999999999
1605,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,J2O,,1000.0,ml,4.0,Apple and Raspberry Can,0.9667375650903606,0.9362126245847175
1606,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Kikkoman,,150.0,ml,,Soy Sauce,0.8595548654244305,0.7814285714285714
1607,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Blue Dragon,,120.05,g,,Satay Stir Fry Sauce,1.0,1.0
1608,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Blue Dragon,,50.0,g,,Thai Green Paste Pot,0.9107994389901823,0.8215988779803646
1609,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Blue Dragon,,50.0,g,,Thai Red Curry Paste Pot,0.9085714285714287,0.8171428571428572
1610,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,San Miguel,,1320.225,ml,4.0,Lager Beer,0.8592993352947588,0.786842105263158
1611,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Blue Dragon,,221.975,g,,Korean BBQ Kit,0.876922757475083,0.8007142857142857
1612,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Blue Dragon,,160.0,g,,Chow Mein Kit,0.9061923583662712,0.8123847167325426
1613,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Hovis,,805.8,g,,Thick Soft White Bread,0.9684210526315788,0.9526315789473683
1614,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Hovis,,805.8,g,,Medium Soft White Bread,0.9641025641025641,0.9461538461538461
1615,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Hovis,,802.8,g,,Thick Wholemeal Bread,0.8197675341346714,0.754
1616,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Hovis,,802.8,g,,Medium Wholemeal Bread,0.8322992114736301,0.7752432432432432
1617,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Hovis,,802.15,g,,Granary Wholemeal Bread,0.9235006518904824,0.8470013037809648
1618,4,4,ASDA|Morrisons|Sains|Tesco,free-from,branded,Warburtons,,,,4.0,Soft Naans,0.8983366271409748,0.8222826086956522
1619,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Warburtons,,700.0,g,,The Big 21 Grains and Seeds,1.0,1.0
1620,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Kingsmill,,806.25,g,,50/50 Medium,0.830243737732014,0.750587544065805
1621,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Warburtons,,398.225,g,,Old English White Bread,1.0,1.0
1622,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Warburtons,,400.8,g,,Danish White Bread,0.8552083333333332,0.7875
1623,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Schweppes,,2000.0,ml,,Lemonade,0.9028,0.8380000000000001
1624,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Schweppes,,1995.0,ml,6.0,Lemonade,0.9352,0.8380000000000001
1625,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Warburtons,,,,4.0,Wholemeal Soft Pittas,0.9577743652743652,0.9276412776412777
1626,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Warburtons,,,,4.0,Soft White Pittas,0.9367434090494435,0.8968253968253967
1627,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Fanta,,1997.5,ml,,Lemon,0.9073529411764705,0.8147058823529412
1628,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Warburtons,,,,5.0,Cinnamon and Raisin Bagels,1.0,1.0
1629,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Warburtons,,,,5.0,Thin Bagels Cinnamon and Raisin,0.991025641025641,0.9820512820512819
1630,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Warburtons,,,,5.0,Sesame Bagels,0.8730609046126286,0.8081616659202866
1631,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Warburtons,,,,8.0,Crumpet Thins,0.96,0.95
1632,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Tango,,1975.775,ml,6.0,Paradise Punch,0.896969696969697,0.8000000000000002
1633,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Mr Kipling,,,,6.0,Bakewell Slices,0.84,0.84
1634,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Cadbury,,,,5.0,Chocolate Mini Roll,0.9129194875260295,0.8541212121212121
1635,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Cadbury,,,,5.0,Raspberry Mini Roll,0.9302774681035549,0.891111111111111
1636,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Cadbury,,,,5.0,Mint Mini Rolls,0.8830482456140349,0.8275
1637,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Mr Kipling,,,,6.0,Country Slices,0.8296536796536795,0.8296536796536795
1638,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Mr Kipling,,,,7.0,Chocolate Slice,1.0,1.0
1639,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Mr Kipling,,,,7.0,Chocolate Slice,0.8914529914529915,0.8371794871794872
1640,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Mr Kipling,,,,7.0,Cherry Bakewells,0.9282758620689655,0.9282758620689655
1641,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Mr Kipling,,,,6.0,Deliciously Good…,0.8563829787234043,0.8563829787234043
1642,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Mr Kipling,,,,6.0,Angel Slices,0.8011627906976744,0.8011627906976744
1643,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Regal,,200.85,g,,Puff Pastry Finger Biscuits,0.946448087431694,0.9196721311475409
1644,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Mr Kipling,,,,6.0,Bramley Apple Pies,1.0,1.0
1645,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Mr Kipling,,,,6.0,Apple and Blackcurrant Pies,1.0,1.0
1646,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Mr Kipling,,,,6.0,Deep Filled Bramley Apple Pies,0.9805555555555554,0.9805555555555554
1647,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Mr Kipling,,,,6.0,Viennese Whirls,0.9562500000000002,0.95625
1648,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Regal,,199.975,g,,Crunchy Rusks,0.8653095238095238,0.813
1649,4,4,ASDA|Morrisons|Sains|Tesco,bakery,own_brand,,standard,250.0,g,,Angel Cake,0.8689230769230768,0.8361538461538461
1650,4,4,ASDA|Morrisons|Sains|Tesco,bakery,own_brand,,standard,275.0,g,,Madeira Cake,0.8653369905956113,0.8193103448275861
1651,4,4,ASDA|Morrisons|Sains|Tesco,bakery,own_brand,,standard,275.0,g,,Madeira Cake,0.8340125391849528,0.8054545454545454
1652,4,4,ASDA|Morrisons|Sains|Tesco,bakery,own_brand,,standard,500.0,g,,Sliced Brioche Loaf,1.0,1.0
1653,4,4,ASDA|Morrisons|Sains|Tesco,bakery,own_brand,,standard,268.0,g,,Iced Madeira Cake,0.9145833333333332,0.8291666666666664
1654,4,4,ASDA|Morrisons|Sains|Tesco,bakery,own_brand,,standard,306.0,g,,Walnut Cake,0.817962962962963,0.8037037037037038
1655,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,600.0,g,,Strawberry Trifle,0.9333333333333332,0.8666666666666667
1656,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,600.0,g,,Raspberry Trifle,0.93,0.8599999999999999
1657,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,own_brand,,standard,513.3333333333334,g,,Raspberry Cheesecake,0.8916075650118204,0.8833333333333333
1658,4,4,ASDA|Morrisons|Sains|Tesco,bakery,own_brand,,standard,295.0,g,,Mini Chocolate Rolls,0.8705600346432342,0.8207446808510638
1659,4,4,ASDA|Morrisons|Sains|Tesco,bakery,unbranded,,,197.5,g,,The Delicious Dessert Company T…,0.8862153215636823,0.8433420404731881
1660,4,4,ASDA|Morrisons|Sains|Tesco,bakery,unbranded,,,153.6,g,,The Delicious Dessert Company Str…,0.8452665921558894,0.8326287317170906
1661,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Warburtons,,400.0,g,,Medium Wholemeal Bread,0.873340275823248,0.827764705882353
1662,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,unbranded,,,36.0,g,,Deliciously Ella Almond Butte…,0.820888895452939,0.7331699346405228
1663,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Schar,,300.55,g,,Wholesome Seeded Loaf,0.887,0.774
1664,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Schar,,300.8,g,,Wholesome White Loaf,0.973529411764706,0.9470588235294117
1665,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Warburtons,,300.35,g,,White Loaf,1.0,1.0
1666,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Warburtons,,300.35,g,,Multiseed Loaf,1.0,1.0
1667,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Mr Kipling,,229.9,g,5.0,Battenberg Cake,0.9416666666666668,0.8833333333333333
1668,4,4,ASDA|Morrisons|Sains|Tesco,bakery,completion,Mcvitie'S,,220.0,g,,Golden Syrup Cake,0.9046232776668776,0.8619565217391304
1669,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Old El Paso,,220.95,g,8.0,8 Tortilla Pockets,0.8516617994715617,0.7774926992073425
1670,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Old El Paso,,217.725,g,6.0,Tortilla Wraps,0.7904217379716472,0.7684952978056426
1671,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Schar,,200.0,g,4.0,White Ciabatta Rolls,1.0,1.0
1672,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Schar,,224.47500000000002,g,3.0,Panini Rolls,0.9730769230769232,0.9461538461538461
1673,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,St Pierre,,306.2,g,4.0,Burger Buns,0.88898519908276,0.8038461538461539
1674,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Hovis,,448.925,g,,Seeded,0.8627525252525251,0.7757575757575756
1675,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Schar,,200.0,g,4.0,Brown Ciabatta Rolls,1.0,1.0
1676,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Genius,,,,2.0,Brioche Burger Buns,0.9284770993100001,0.858640373637779
1677,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Old El Paso,,774.5,g,,Cheesy Baked Enchilada Kit,0.9092984076274148,0.8185968152548295
1678,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,St Pierre,,,,4.0,Brioche Soft Bagels Presliced,0.9776144714527981,0.9552289429055962
1679,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Hovis,,547.925,g,,Rustic Seeded Bloomer,0.9127659574468083,0.8355319148936169
1680,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,St Pierre,,191.3,g,6.0,6 Choc Filled Crepes,0.9188890155545422,0.8331053351573187
1681,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Mr Kipling,,390.1,g,,Manor House Cake,1.0,1.0
1682,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Bfree,,219.83333333333334,g,4.0,Stone Baked Pitta Bread,0.8980613726797473,0.8450767841011743
1683,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Bfree,,219.83333333333334,g,4.0,Wholegrain Pitta Bread,0.9750600866824272,0.9553191489361701
1684,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Galaxy,,376.0,g,,Triple Chocolate Cake,1.0,1.0
1685,4,4,ASDA|Morrisons|Sains|Tesco,bakery,unbranded,,,,,,Bluey Celebration Cake,0.9312698412698412,0.8625396825396825
1686,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Mr Kipling,,,,8.0,French Fancies,1.0,1.0
1687,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Mr Kipling,,,,8.0,Lemon Fancies,0.9176829268292683,0.8353658536585367
1688,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Gu,,160.075,g,2.0,Salted Caramel Brownie,0.9044444444444445,0.8500000000000001
1689,4,4,ASDA|Morrisons|Sains|Tesco,fresh_food,branded,Gu,,158.05,g,2.0,Double Chocolate Brownie,0.8954923895103611,0.8236200256739409
1690,4,4,ASDA|Morrisons|Sains|Tesco,bakery,branded,Maltesers,,,,5.0,Cake Bars,0.8740000000000001,0.8740000000000001
1691,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Pepsi,,1997.5,ml,,Max No Caffeine,0.8367049114368287,0.777300435413643
1692,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Pepsi,,2000.0,ml,,Max Bottle,0.7937640490022477,0.7857142857142858
1693,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Fanta,,2659.3,ml,8.0,Orange Zero,0.8694625998547568,0.7821350762527233
1694,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Diet Coke,,1997.5,ml,,,1.0,1.0
1695,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Old Jamaica,,330.275,ml,,Ginger Beer,0.946153846153846,0.8923076923076922
1696,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Fanta,,1997.5,ml,,Zero Pineapple and Grapefruit,0.9030365566037735,0.8060731132075472
1697,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Pepsi,,2661.525,ml,8.0,Cans,0.7820300139849011,0.7560090702947846
1698,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,San Pellegrino,,5954.55,ml,6.0,Sparkling Natural Mineral Water,0.9097463484611371,0.8129225352112677
1699,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,7Up,,500.0,ml,,Zero Sugar,0.8821428571428571,0.7642857142857142
1700,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Red Bull,,891.75,ml,4.0,Energy Drink,0.95,0.9
1701,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Red Bull,,355.2,ml,,Energy Drink,0.88,0.8200000000000001
1702,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Red Bull,,355.4,ml,4.0,Energy Drink,0.9193660745384883,0.8793103448275861
1703,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Tiger,,250.0,ml,,Energy Drink,1.0,1.0
1704,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Red Bull,,1562.5,ml,8.0,Energy Drink,0.9249999999999999,0.9
1705,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Red Bull,,437.075,ml,6.0,Energy Drink,0.86,0.79
1706,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Red Bull,,815.15,ml,4.0,Energy Drink,0.8690016103059581,0.7847826086956522
1707,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Red Bull,,1136.275,ml,4.0,Energy Drink,0.95,0.9
1708,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Red Bull,,627.65,ml,4.0,Energy Drink,0.8793103448275861,0.8793103448275861
1709,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Lucozade,,891.2,ml,,Zero Pink Lemonade,0.8072676767676767,0.7500000000000001
1710,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Relentless,,500.0,ml,,Origin Energy Drink,1.0,1.0
1711,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Lucozade,,2000.0,ml,4.0,Sport Orange,0.8905263157894736,0.7810526315789473
1712,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Lucozade,,2000.0,ml,4.0,Sport Raspberry,0.9116666666666666,0.8233333333333334
1713,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Relentless,,500.0,ml,,Raspberry Zero Energy Drink,1.0,1.0
1714,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Lucozade,,1526.575,ml,4.0,Energy Orange,0.8481666666666665,0.79375
1715,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Monster,,1989.125,ml,4.0,Energy Zero Sugar,0.9025,0.835
1716,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Monster,,1989.125,ml,4.0,Energy Drink Zero Sugar,0.8975292740046839,0.7950585480093677
1717,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Red Bull,,815.15,ml,4.0,Red Watermelon Edition,0.8599875495189586,0.7746179966044142
1718,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Smirnoff,,700.0,ml,,Ice Raspberry,0.821535064089281,0.7627272727272727
1719,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Smirnoff,,250.0,ml,,Raspberry Crush and Lemonade,0.8967323327079425,0.8573170731707318
1720,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Grace,,499.05,ml,,Aloe Vera Drink,0.8590883190883191,0.77
1721,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Lucozade,,2000.0,ml,4.0,Sport Drink Zero Sugar Raspb…,0.8221930178050133,0.7636363636363636
1722,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Lucozade,,2000.0,ml,4.0,Sport Drink Zero Sug…,0.8129945887358286,0.769596011105445
1723,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Highland Spring,,5886.9,ml,6.0,Sparkling Water,0.8738473088473088,0.79
1724,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Bombay Sapphire,,250.0,ml,,Gin and Tonic,1.0,1.0
1725,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Jack Daniel'S,,329.55,ml,,and Coca-Cola,0.9470588235294116,0.8941176470588235
1726,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Jack Daniel'S,,329.55,ml,,and Coca-Cola Zero,0.8413333333333332,0.7740000000000001
1727,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Absolut,,250.0,ml,,Strawberry Spritz,0.9488636363636362,0.8977272727272727
1728,4,4,ASDA|Morrisons|Sains|Tesco,drinks,unbranded,,,699.575,ml,,Coppa Cocktails Piña Colada,0.859886211874054,0.8203277745830938
1729,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Gordon'S,,250.0,ml,,Gin and Tonic,0.8796996996996996,0.8662162162162161
1730,4,4,ASDA|Morrisons|Sains|Tesco,drinks,unbranded,,,330.4,ml,,Au Vodka Blue Raspberry,0.913442590966735,0.8589552238805971
1731,4,4,ASDA|Morrisons|Sains|Tesco,drinks,branded,Tanqueray,,250.0,ml,,Sevilla Gin and Tonic,0.8901666666666666,0.8125
1732,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,own_brand,,standard,495.0,g,,Korma Cooking Sauce,0.8859348984348983,0.8410256410256409
1733,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,own_brand,,standard,497.5,g,,Korma Sauce,0.8242803030303031,0.8133333333333335
1734,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,own_brand,,standard,497.7,g,,Mild Chilli Sauce,0.8611428571428572,0.8261904761904763
1735,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,own_brand,,standard,498.75,g,,Balti Sauce,0.916025641025641,0.832051282051282
1736,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,own_brand,,standard,498.95,g,,Chinese Style Curry Sauce,0.8599537731134433,0.81
1737,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Sharwood'S,,422.625,g,,Japanese Katsu Curry Sauce,1.0,1.0
1738,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Wagamama,,150.025,g,,Chicken Ramen Meal Kit,1.0,1.0
1739,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,own_brand,,standard,501.25,g,,Sweet and Sour Sauce,0.9,0.8500000000000001
1740,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Chicken Tonight,,499.3,g,,Spanish Chicken,0.8894540138224348,0.856421052631579
1741,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Old El Paso,,379.975,g,,Smoky Bbq Tortilla Pocket Kit,0.9085807966355032,0.8407965031568723
1742,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Old El Paso,,375.325,g,,Tortilla Pockets Kit,0.8602979935538073,0.787829457364341
1743,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Old El Paso,,555.025,g,,Crispy Chicken Fajita Kit,0.9041073725432365,0.8655737704918032
1744,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Old El Paso,,359.8,g,,Fajita Kit,1.0,1.0
1745,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Sharwood'S,,425.125,g,,Black Bean and Red Pep…,0.7986083517252883,0.7257347670250895
1746,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Chicken Tonight,,500.0,g,,Mushroom Sauce,0.8564497675803757,0.8131961259079903
1747,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Old El Paso,,311.3,g,,Sweet Paprika and Garlic Taco Kit,0.8821440211988992,0.813996138996139
1748,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Loyd Grossman,,661.15,g,,Bolognese Sauce,0.9138888888888889,0.8277777777777778
1749,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Dolmio,,470.85,g,,Lasagne Creamy White Sauce,1.0,1.0
1750,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,The Spice Tailor,,224.9,g,,Keralan Coconut Curry,0.866636804447087,0.7984126984126985
1751,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Loyd Grossman,,350.45,g,,Bolognese Original,0.9249999999999999,0.8875
1752,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,The Spice Tailor,,300.025,g,,Fiery Goan Curry Kit,0.8845157232704401,0.814622641509434
1753,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Dolmio,,499.5,g,,Bolognese Pasta Sauce,0.8132398821597604,0.8058823529411764
1754,4,4,ASDA|Morrisons|Sains|Tesco,food_cupboard,branded,Dolmio,,499.5,g,,Bolognese Pasta Sauce,0.8390864814126064,0.7885208012326655
