cluster_id,product_idx,supermarket,names,category,known_brand_clean,own_brand,tier_type,unit_value,unit_type,pack_quantity,core_product_name,normalized_name,prices_(£),prices_unit_(£),product_type,cluster_size,n_supermarkets,match_type,avg_pairwise_score,AUDIT_same_core_product,AUDIT_weight_ok,AUDIT_tier_ok,AUDIT_notes
2299,36238,Sains,Maggi Authentic Indian Hot & Sweet Sauce 400g,food_cupboard,Maggi,False,,400.0,g,,Authentic Indian Hot and Sweet Sauce,maggi authentic indian hot and sweet sauce,2.25,5.6,branded,4,4,branded,1.0,,,,
2299,51930,Tesco,Maggi Authentic Indian Hot and Sweet Sauce 400g,food_cupboard,Maggi,False,,400.0,g,,Authentic Indian Hot and Sweet Sauce,maggi authentic indian hot and sweet sauce,2.25,5.6,branded,4,4,branded,1.0,,,,
3139,1006,ASDA,ASDA British Swede,fresh_food,,True,standard,,,,British Swede,british swede,0.62,0.62,own_brand,4,4,cross_bucket,0.8039964157706093,,,,
3139,18559,Morrisons,Morrisons Carvery Smoked Ham,fresh_food,,True,standard,120.0,g,,Carvery Smoked Ham,carvery smoked ham,2.25,18.8,own_brand,4,4,cross_bucket,0.8039964157706093,,,,
3139,43381,Sains,Sainsbury's British Swede,fresh_food,,True,standard,,,,British Swede,british swede,0.62,0.62,own_brand,4,4,cross_bucket,0.8039964157706093,,,,
3139,55587,Tesco,Tesco British Smoked Ham 120g,fresh_food,,True,standard,120.0,g,,British Smoked Ham,british smoked ham,2.0,16.7,own_brand,4,4,cross_bucket,0.8039964157706093,,,,
3762,2215,ASDA,BAKE by ASDA Shortcrust Pastry Mix 450g,food_cupboard,,True,standard,450.0,g,,Shortcrust Pastry Mix,shortcrust pastry mix,0.9,2.0,own_brand,3,3,own_brand,1.0,,,,
3762,36090,Sains,Sainsbury's Shortcrust Pastry Mix 450g,food_cupboard,,True,standard,450.0,g,,Shortcrust Pastry Mix,shortcrust pastry mix,0.95,2.11,own_brand,3,3,own_brand,1.0,,,,
3762,57791,Tesco,Tesco Shortcrust Pastry Mix 450G,food_cupboard,,True,standard,450.0,g,,Shortcrust Pastry Mix,shortcrust pastry mix,0.95,2.11,own_brand,3,3,own_brand,1.0,,,,
4027,4007,ASDA,ASDA Extra Special Medjoul Dates,fresh_food,,True,premium,500.0,g,,Medjoul Dates,medjoul dates,4.75,9.5,own_brand,3,3,own_brand,0.9487179487179486,,,,
4027,43631,Sains,"Sainsbury's Medjool Dates, Taste the Difference 500g",fresh_food,,True,premium,500.0,g,,Medjool Dates,medjool dates,3.5,7.0,own_brand,3,3,own_brand,0.9487179487179486,,,,
4027,56166,Tesco,Tesco Finest Medjool Dates 500g,fresh_food,,True,premium,500.0,g,,Medjool Dates,medjool dates,5.0,10.0,own_brand,3,3,own_brand,0.9487179487179486,,,,
4171,5123,ASDA,Richmond 12 Thick Frozen Pork Sausages,frozen,Richmond,False,,510.0,g,,12 Thick Frozen Pork Sausages,richmond 12 thick frozen pork sausages,2.5,4.84,branded,3,3,branded,0.968,,,,
4171,26785,Morrisons,Richmond 12 Thick Frozen Pork Sausages,frozen,Richmond,False,,510.0,g,,12 Thick Frozen Pork Sausages,richmond 12 thick frozen pork sausages,2.5,4.84,branded,3,3,branded,0.968,,,,
4171,60268,Tesco,Richmond 12 Frozen Thick Pork Sausages 516G,frozen,Richmond,False,,516.0,g,,12 Frozen Thick Pork Sausages,richmond 12 frozen thick pork sausages,2.0,3.87,branded,3,3,branded,0.968,,,,
4194,5277,ASDA,Quorn Vegetarian Steak Strips,frozen,Quorn,False,,300.0,g,,Steak Strips,quorn steak strips,2.5,8.33,branded,3,3,branded,1.0,,,,
4194,30902,Morrisons,Quorn Vegetarian Steak Strips,frozen,Quorn,False,,300.0,g,,Steak Strips,quorn steak strips,2.0,6.67,branded,3,3,branded,1.0,,,,
4194,42700,Sains,Quorn Vegetarian Steak Strips 300g,free-from,Quorn,False,,300.0,g,,Steak Strips,quorn steak strips,2.0,6.66,branded,3,3,branded,1.0,,,,
4411,6932,ASDA,Ambrosia Ready to Eat Porridge Pot Layered Raspberry,food_cupboard,Ambrosia,False,,210.0,g,,Porridge Pot Layered Raspberry,ambrosia porridge pot layered raspberry,1.29,6.1,branded,3,3,branded,0.8643274853801168,,,,
4411,20507,Morrisons,Ambrosia Ready to Eat Golden Sy…,food_cupboard,Ambrosia,False,,210.0,g,,Golden Sy…,ambrosia golden sy,1.29,6.1,branded,3,3,branded,0.8643274853801168,,,,
4411,35725,Sains,Ambrosia Ready To Eat Porridge Pot with Raspberry Layer 210g,food_cupboard,Ambrosia,False,,210.0,g,,Porridge Pot with Raspberry Layer,ambrosia porridge pot with raspberry layer,1.0,4.8,branded,3,3,branded,0.8643274853801168,,,,
4530,7957,ASDA,Ben & Jerry's Flipped Ice Cream Tub Chocolate Cookie Dough 465 ML,food_cupboard,,False,,465.0,ml,,Ben and Jerry's Flipped Ice Cream Tub Chocolate Cookie Dough,ben and jerry s flipped ice cream tub chocolate cookie dough,4.0,8.6,unbranded,3,3,unbranded,0.7793456188939951,,,,
4530,48799,Sains,Ben & Jerry's Dairy Free Cookie Dough Caramel Vegan Ice Cream Tub 465ml,food_cupboard,,False,,465.0,ml,,Ben and Jerry's Cookie Dough Caramel Ice Cream Tub,ben and jerry s cookie dough caramel ice cream tub,3.5,7.5,unbranded,3,3,unbranded,0.7793456188939951,,,,
4530,64497,Tesco,Ben & Jerry's Cookies On Cookie Dough Dairy Free Vegan Ice Cream Tub 465ml,food_cupboard,,False,,465.0,ml,,Ben and Jerry's Cookies On Cookie Dough Ice Cream Tub,ben and jerry s cookies on cookie dough ice cream tub,5.2,11.2,unbranded,3,3,unbranded,0.7793456188939951,,,,
4634,8530,ASDA,ASDA Extra Special Red Onion Gravy Granules,food_cupboard,,True,premium,200.0,g,,Red Onion Gravy Granules,red onion gravy granules,1.9,9.5,own_brand,3,3,own_brand,1.0,,,,
4634,23518,Morrisons,Morrisons The Best Red Onion Gravy Granules,food_cupboard,,True,premium,200.0,g,,Red Onion Gravy Granules,red onion gravy granules,1.5,7.5,own_brand,3,3,own_brand,1.0,,,,
