ensemble_cluster_id,product_idx,supermarket,score,pass
14291,2364,ASDA,0.9099,1
12237,43797,Sains,0.9099,1
2689,39630,Sains,0.9096,1
14039,14773,ASDA,0.9096,1
7655,24105,Morrisons,0.9096,1
1206,31536,Sains,0.9095,1
1047,22646,Morrisons,0.9095,1
6607,30307,Morrisons,0.9094,1
10698,37597,Sains,0.9094,1
2545,41372,Sains,0.9093,1
1785,63374,Tesco,0.9092,1
12470,23197,Morrisons,0.9092,1
2152,43636,Sains,0.9091,1
6866,64854,Tesco,0.9089,1
2713,45829,Sains,0.9085,1
10611,7752,ASDA,0.9084,1
13903,19871,Morrisons,0.9084,1
10463,13789,ASDA,0.9083,1
11154,16502,ASDA,0.9083,1
13765,5219,ASDA,0.9082,1
1632,52585,Tesco,0.9082,1
12978,14107,ASDA,0.9082,1
14471,3526,ASDA,0.908,1
3956,57227,Tesco,0.908,1
1073,35427,Sains,0.9078,1
12178,4717,ASDA,0.9077,1
7596,61804,Tesco,0.9077,1
4098,18407,Morrisons,0.9075,1
8085,28343,Morrisons,0.9074,1
9253,14109,ASDA,0.9073,1
1534,23239,Morrisons,0.9073,1
13071,23843,Morrisons,0.9069,1
3645,34832,Sains,0.9068,1
8052,28244,Morrisons,0.9066,1
13625,24730,Morrisons,0.9066,1
13162,17926,Morrisons,0.9065,1
7896,36030,Sains,0.9062,1
1173,21658,Morrisons,0.9062,1
12155,11282,ASDA,0.9058,1
3488,27555,Morrisons,0.9058,1
7723,36590,Sains,0.9055,1
5744,18165,Morrisons,0.9055,1
7813,53101,Tesco,0.9054,1
11423,16584,ASDA,0.9053,1
979,63629,Tesco,0.9052,1
6383,49834,Tesco,0.9052,1
9381,6613,ASDA,0.9051,1
2464,61564,Tesco,0.9051,1
1469,55899,Tesco,0.905,1
12564,2387,ASDA,0.905,1
5003,32250,Sains,0.905,1
9445,9794,ASDA,0.9048,1
11135,679,ASDA,0.9047,1
1042,38024,Sains,0.9046,1
12198,15060,ASDA,0.9046,1
8377,44986,Sains,0.9045,1
3813,23412,Morrisons,0.9044,1
5,39827,Sains,0.9043,1
11537,9666,ASDA,0.9043,1
13459,16290,ASDA,0.9042,1
8303,25256,Morrisons,0.9042,1
13535,24485,Morrisons,0.9041,1
4738,34294,Sains,0.9039,1
6163,54134,Tesco,0.9038,1
7987,44801,Sains,0.9038,1
14023,12251,ASDA,0.9038,1
12881,7109,ASDA,0.9037,1
7598,30358,Morrisons,0.9037,1
9295,52481,Tesco,0.9036,1
13863,30575,Morrisons,0.9035,1
7951,17117,Morrisons,0.9034,1
8926,53720,Tesco,0.9032,1
6716,38022,Sains,0.9029,1
13511,30629,Morrisons,0.9029,1
13258,4761,ASDA,0.9028,1
12459,11755,ASDA,0.9028,1
5585,21590,Morrisons,0.9027,1
1624,30686,Morrisons,0.9026,1
7039,58167,Tesco,0.9026,1
12381,409,ASDA,0.9026,1
2153,18286,Morrisons,0.9024,1
11416,9726,ASDA,0.9024,1
7584,25719,Morrisons,0.9023,1
10161,9674,ASDA,0.9023,1
13671,12161,ASDA,0.9022,1
7018,59119,Tesco,0.9021,1
10691,8068,ASDA,0.9021,1
13338,4589,ASDA,0.902,1
9095,46175,Sains,0.9019,1
9205,52330,Tesco,0.9018,1
10610,3347,ASDA,0.9017,1
9662,12256,ASDA,0.9016,1
10796,8113,ASDA,0.9015,1
10333,8339,ASDA,0.9015,1
6318,25765,Morrisons,0.9013,1
12132,59340,Tesco,0.9012,1
4950,53201,Tesco,0.9012,1
13665,26330,Morrisons,0.9008,1
3162,60176,Tesco,0.9006,1
9902,37976,Sains,0.9005,1
1210,35874,Sains,0.9005,1
4953,17927,Morrisons,0.9005,1
3782,18039,Morrisons,0.9004,1
5188,19348,Morrisons,0.9002,1
5383,53414,Tesco,0.9001,1
8246,59943,Tesco,0.9001,1
13771,854,ASDA,0.8999,1
13260,25112,Morrisons,0.8999,1
6075,46402,Sains,0.8998,1
11769,14723,ASDA,0.8995,1
9051,50374,Tesco,0.8995,1
5662,22957,Morrisons,0.8994,1
4328,37533,Sains,0.8992,1
1966,37586,Sains,0.8987,1
8942,21610,Morrisons,0.8985,1
1470,31146,Morrisons,0.8983,1
11807,33192,Sains,0.8983,1
4664,33240,Sains,0.8982,1
8597,64736,Tesco,0.8981,1
11885,40726,Sains,0.898,1
1837,49199,Sains,0.8978,1
7981,45365,Sains,0.8975,1
13957,18866,Morrisons,0.8975,1
9534,45141,Sains,0.8974,1
13166,23798,Morrisons,0.8973,1
9548,62607,Tesco,0.8972,1
12862,31177,Morrisons,0.8971,1
11497,14176,ASDA,0.8969,1
9764,1366,ASDA,0.8969,1
5567,29416,Morrisons,0.8968,1
13766,17270,Morrisons,0.8968,1
3665,54968,Tesco,0.8968,1
9691,47382,Sains,0.8967,1
1614,23721,Morrisons,0.8965,1
3257,64386,Tesco,0.8962,1
6072,53894,Tesco,0.8961,1
5887,19181,Morrisons,0.896,1
1194,62416,Tesco,0.896,1
1649,34197,Sains,0.8959,1
14007,12254,ASDA,0.8959,1
3191,45662,Sains,0.8959,1
9944,12889,ASDA,0.8959,1
10793,6832,ASDA,0.8959,1
12410,13610,ASDA,0.8958,1
4143,32213,Sains,0.8955,1
11501,12882,ASDA,0.8954,1
7063,33483,Sains,0.8952,1
549,46161,Sains,0.8952,1
7930,57738,Tesco,0.8949,1
6695,17599,Morrisons,0.8946,1
1160,38131,Sains,0.8946,1
5446,22285,Morrisons,0.8944,1
12886,16812,ASDA,0.8943,1
10064,2150,ASDA,0.8942,1
2834,26787,Morrisons,0.8942,1
2503,39969,Sains,0.8942,1
7975,43533,Sains,0.8941,1
9643,14748,ASDA,0.8939,1
14090,26368,Morrisons,0.8938,1
10604,7044,ASDA,0.8938,1
12805,7776,ASDA,0.8938,1
12675,23673,Morrisons,0.8936,1
6237,48311,Sains,0.8936,1
7561,24919,Morrisons,0.8936,1
12551,17715,Morrisons,0.8935,1
11493,6928,ASDA,0.8935,1
10356,13873,ASDA,0.8935,1
10095,12710,ASDA,0.8935,1
6955,63194,Tesco,0.8934,1
1565,48288,Sains,0.8933,1
13460,25178,Morrisons,0.8932,1
12276,20104,Morrisons,0.8932,1
614,57026,Tesco,0.8928,1
12670,23362,Morrisons,0.8925,1
13094,3233,ASDA,0.8924,1
2743,26727,Morrisons,0.8923,1
6732,36353,Sains,0.8923,1
12487,2809,ASDA,0.8922,1
2530,38620,Sains,0.8922,1
6942,64992,Tesco,0.8921,1
6720,36815,Sains,0.892,1
11147,13427,ASDA,0.8918,1
1786,36166,Sains,0.8918,1
12322,24257,Morrisons,0.8918,1
7694,59639,Tesco,0.8917,1
11492,59118,Tesco,0.8917,1
3009,48122,Sains,0.8917,1
13785,17364,Morrisons,0.8917,1
12479,29684,Morrisons,0.8916,1
3118,28236,Morrisons,0.8915,1
13960,1269,ASDA,0.8915,1
8248,24361,Morrisons,0.8911,1
8500,18092,Morrisons,0.891,1
8285,60568,Tesco,0.891,1
13829,846,ASDA,0.891,1
4100,57984,Tesco,0.8909,1
2654,24784,Morrisons,0.8909,1
9377,9643,ASDA,0.8908,1
1778,30935,Morrisons,0.8908,1
7627,22779,Morrisons,0.8908,1
2688,24835,Morrisons,0.8908,1
13041,21844,Morrisons,0.8906,1
3477,55379,Tesco,0.8906,1
7405,50091,Tesco,0.8905,1
9717,55697,Tesco,0.8904,1
2869,60964,Tesco,0.8904,1
4547,64768,Tesco,0.8903,1
1781,55533,Tesco,0.8903,1
2186,59019,Tesco,0.8902,1
5993,46619,Sains,0.8899,1
11285,5506,ASDA,0.8899,1
14244,7655,ASDA,0.8899,1
13495,16704,ASDA,0.8899,1
12523,12398,ASDA,0.8899,1
8425,64030,Tesco,0.8896,1
259,41373,Sains,0.8896,1
12921,17636,Morrisons,0.8895,1
11291,1083,ASDA,0.8895,1
7708,36747,Sains,0.8895,1
13169,20905,Morrisons,0.8895,1
5966,46677,Sains,0.8894,1
13440,25169,Morrisons,0.8894,1
4433,18259,Morrisons,0.8893,1
11018,15409,ASDA,0.8892,1
10340,8214,ASDA,0.8891,1
12779,3776,ASDA,0.8889,1
7844,36574,Sains,0.8889,1
4547,24131,Morrisons,0.8887,1
5148,56975,Tesco,0.8885,1
8195,60237,Tesco,0.8883,1
10652,14105,ASDA,0.8881,1
12378,13776,ASDA,0.8881,1
11588,12837,ASDA,0.8878,1
7887,31736,Sains,0.8878,1
7405,24733,Morrisons,0.8875,1
3713,51135,Tesco,0.8875,1
12763,8304,ASDA,0.8874,1
1246,53439,Tesco,0.8874,1
9548,7475,ASDA,0.8873,1
2782,62544,Tesco,0.8873,1
8903,18496,Morrisons,0.8873,1
10386,13593,ASDA,0.8873,1
11748,56503,Tesco,0.8869,1
14271,5009,ASDA,0.8868,1
9787,16631,ASDA,0.8866,1
2500,39945,Sains,0.8865,1
5369,57320,Tesco,0.8863,1
9584,11116,ASDA,0.8862,1
683,17056,Morrisons,0.8861,1
10592,36054,Sains,0.8859,1
13295,1965,ASDA,0.8858,1
13740,12353,ASDA,0.8855,1
11184,4741,ASDA,0.8854,1
13185,13928,ASDA,0.8852,1
14484,18890,Morrisons,0.8852,1
9369,16840,ASDA,0.8852,1
13802,28573,Morrisons,0.8848,1
5569,24223,Morrisons,0.8847,1
3613,38157,Sains,0.8847,1
8629,49424,Tesco,0.8847,1
3546,28382,Morrisons,0.8845,1
10745,11647,ASDA,0.8845,1
6627,54651,Tesco,0.8844,1
2379,58760,Tesco,0.8843,1
13847,827,ASDA,0.8839,1
13159,6893,ASDA,0.8838,1
112,35367,Sains,0.8838,1
10404,8315,ASDA,0.8834,1
7592,38713,Sains,0.8834,1
6479,34009,Sains,0.8831,1
13455,27843,Morrisons,0.883,1
14229,27024,Morrisons,0.8829,1
2026,24253,Morrisons,0.8828,1
14076,19410,Morrisons,0.8825,1
1209,37442,Sains,0.8824,1
2708,56329,Tesco,0.8823,1
13350,24956,Morrisons,0.882,1
11099,637,ASDA,0.8818,1
10514,6769,ASDA,0.8817,1
11689,13024,ASDA,0.8815,1
9811,50197,Tesco,0.8814,1
2400,41281,Sains,0.8814,1
2940,45983,Sains,0.8812,1
9716,45454,Sains,0.8812,1
13316,4536,ASDA,0.881,1
7570,24314,Morrisons,0.881,1
12984,27202,Morrisons,0.8808,1
1128,27317,Morrisons,0.8806,1
5945,48324,Sains,0.8805,1
9171,12004,ASDA,0.8805,1
6595,47115,Sains,0.8803,1
7593,39329,Sains,0.8802,1
6731,58247,Tesco,0.8802,1
13102,13422,ASDA,0.8801,1
4817,36226,Sains,0.88,1
14154,14810,ASDA,0.8798,1
1882,29195,Morrisons,0.8798,1
14098,30540,Morrisons,0.8797,1
13574,25795,Morrisons,0.8796,1
10525,13882,ASDA,0.8796,1
107,21601,Morrisons,0.8796,1
10983,4991,ASDA,0.8796,1
6917,61921,Tesco,0.8796,1
7279,37355,Sains,0.8794,1
4565,24070,Morrisons,0.8791,1
980,23688,Morrisons,0.8786,1
7969,47403,Sains,0.8782,1
14269,6381,ASDA,0.8781,1
3893,59285,Tesco,0.8781,1
12311,22467,Morrisons,0.8781,1
3435,58801,Tesco,0.8778,1
13914,5215,ASDA,0.8776,1
9269,36442,Sains,0.8775,1
5645,30724,Morrisons,0.8772,1
4544,33284,Sains,0.8772,1
13698,28934,Morrisons,0.8769,1
5480,55638,Tesco,0.8766,1
8419,59286,Tesco,0.8765,1
14122,5375,ASDA,0.8765,1
9682,9304,ASDA,0.8764,1
13258,25676,Morrisons,0.8764,1
10164,36789,Sains,0.8763,1
10006,39587,Sains,0.8763,1
14159,14817,ASDA,0.8763,1
8112,19817,Morrisons,0.8761,1
14313,4958,ASDA,0.8758,1
7366,60540,Tesco,0.8758,1
2019,52312,Tesco,0.8753,1
8415,38907,Sains,0.875,1
9801,62037,Tesco,0.875,1
14224,26851,Morrisons,0.8749,1
7800,62473,Tesco,0.8745,1
13432,24427,Morrisons,0.8744,1
9094,46071,Sains,0.8744,1
12311,9631,ASDA,0.8741,1
10901,14993,ASDA,0.8738,1
5786,37932,Sains,0.8737,1
12386,27550,Morrisons,0.8737,1
1386,34726,Sains,0.8736,1
454,48895,Sains,0.8736,1
7313,24214,Morrisons,0.8735,1
14085,19909,Morrisons,0.8733,1
227,59459,Tesco,0.8733,1
14412,21310,Morrisons,0.8731,1
1943,57239,Tesco,0.873,1
4111,45209,Sains,0.8727,1
14471,22470,Morrisons,0.8726,1
8002,48275,Sains,0.8726,1
7847,36275,Sains,0.8725,1
8093,48605,Sains,0.8725,1
1658,30980,Morrisons,0.8724,1
12763,27292,Morrisons,0.8724,1
10725,31972,Sains,0.8722,1
10881,38642,Sains,0.872,1
5490,63819,Tesco,0.8714,1
13058,23620,Morrisons,0.8712,1
10007,13299,ASDA,0.8711,1
2921,56352,Tesco,0.871,1
1499,53758,Tesco,0.8709,1
5051,53096,Tesco,0.8707,1
7016,54344,Tesco,0.8706,1
10973,15152,ASDA,0.8705,1
5536,61955,Tesco,0.8704,1
3057,61459,Tesco,0.8704,1
11149,5017,ASDA,0.8702,1
8359,23614,Morrisons,0.87,1
12891,3358,ASDA,0.8698,1
12594,13813,ASDA,0.8698,1
13987,9752,ASDA,0.8698,1
12706,13579,ASDA,0.8695,1
48,33727,Sains,0.8692,1
3215,30737,Morrisons,0.8692,1
6990,48724,Sains,0.8692,1
8332,17147,Morrisons,0.8691,1
7997,46206,Sains,0.8688,1
5651,29042,Morrisons,0.8687,1
5549,57112,Tesco,0.8686,1
9449,14311,ASDA,0.8686,1
12599,21721,Morrisons,0.8685,1
13254,867,ASDA,0.8685,1
8883,30740,Morrisons,0.8684,1
5808,39868,Sains,0.8683,1
899,50196,Tesco,0.8681,1
10120,34699,Sains,0.8668,1
1016,33695,Sains,0.8668,1
12973,28889,Morrisons,0.8667,1
11582,7094,ASDA,0.8662,1
11188,4746,ASDA,0.8662,1
10913,56077,Tesco,0.8661,1
12003,15495,ASDA,0.866,1
10864,59449,Tesco,0.8659,1
13644,19598,Morrisons,0.8657,1
3767,54925,Tesco,0.8657,1
11119,16541,ASDA,0.8656,1
5584,37488,Sains,0.8655,1
4095,43585,Sains,0.8654,1
4428,64046,Tesco,0.8653,1
8782,20239,Morrisons,0.8646,1
6022,63370,Tesco,0.8644,1
13820,15988,ASDA,0.8642,1
12984,16180,ASDA,0.8641,1
14347,15650,ASDA,0.864,1
12323,2495,ASDA,0.8639,1
289,35914,Sains,0.8637,1
12545,14122,ASDA,0.8636,1
5615,48804,Sains,0.8636,1
12164,36146,Sains,0.8635,1
8947,35664,Sains,0.8632,1
1463,55302,Tesco,0.8631,1
6207,48394,Sains,0.863,1
6248,29381,Morrisons,0.8629,1
14055,19730,Morrisons,0.8629,1
6728,31509,Sains,0.8628,1
12461,13588,ASDA,0.8626,1
12644,18009,Morrisons,0.8622,1
13661,7494,ASDA,0.8621,1
12364,16465,ASDA,0.8621,1
2783,62052,Tesco,0.8619,1
14447,27162,Morrisons,0.8616,1
8253,30393,Morrisons,0.8615,1
7480,60571,Tesco,0.8613,1
11313,10031,ASDA,0.8611,1
12514,2397,ASDA,0.861,1
3243,27034,Morrisons,0.861,1
8185,25401,Morrisons,0.8609,1
12209,38137,Sains,0.8605,1
13344,24816,Morrisons,0.8603,1
11496,48733,Sains,0.86,1
12196,8840,ASDA,0.8595,1
5606,30475,Morrisons,0.8592,1
6333,51917,Tesco,0.859,1
14204,10465,ASDA,0.8586,1
6361,50100,Tesco,0.8585,1
9623,9090,ASDA,0.8583,1
13447,24875,Morrisons,0.8582,1
5409,34862,Sains,0.8579,1
7767,37077,Sains,0.8575,1
12203,14653,ASDA,0.8573,1
6575,51441,Tesco,0.8572,1
14190,10717,ASDA,0.857,1
11632,39000,Sains,0.8568,1
12429,13955,ASDA,0.8566,1
14001,20038,Morrisons,0.8566,1
11246,10810,ASDA,0.8566,1
2606,24573,Morrisons,0.856,1
11140,13468,ASDA,0.8559,1
8002,19310,Morrisons,0.8558,1
13516,13459,ASDA,0.8558,1
2666,56835,Tesco,0.8557,1
14249,12341,ASDA,0.8555,1
9872,53413,Tesco,0.8554,1
10799,35992,Sains,0.8551,1
12580,7041,ASDA,0.855,1
2521,39910,Sains,0.8547,1
12678,31169,Morrisons,0.8543,1
7583,62159,Tesco,0.8543,1
2494,60723,Tesco,0.8543,1
14125,5860,ASDA,0.854,1
11171,4540,ASDA,0.8537,1
12671,6917,ASDA,0.8536,1
8009,64898,Tesco,0.8535,1
13654,28930,Morrisons,0.8531,1
14274,16872,ASDA,0.8522,1
8024,28339,Morrisons,0.852,1
5898,27144,Morrisons,0.8519,1
8117,20127,Morrisons,0.8519,1
14274,25634,Morrisons,0.8511,1
13103,22202,Morrisons,0.851,1
7365,25095,Morrisons,0.8508,1
13479,24409,Morrisons,0.8508,1
10169,36472,Sains,0.8507,1
9107,15011,ASDA,0.8506,1
10948,40249,Sains,0.8499,1
1623,53841,Tesco,0.8499,1
13569,5020,ASDA,0.8496,1
6141,30652,Morrisons,0.8492,1
1109,24177,Morrisons,0.8492,1
14027,14208,ASDA,0.849,1
13832,28419,Morrisons,0.8485,1
5140,27726,Morrisons,0.8483,1
2029,28785,Morrisons,0.8482,1
11678,4344,ASDA,0.8481,1
8429,24581,Morrisons,0.8481,1
10887,58586,Tesco,0.8481,1
3631,63119,Tesco,0.848,1
13610,15045,ASDA,0.848,1
2556,41064,Sains,0.8479,1
9313,37091,Sains,0.8475,1
636,19617,Morrisons,0.8474,1
14379,567,ASDA,0.8468,1
8321,45307,Sains,0.8468,1
8788,37432,Sains,0.8465,1
10978,15478,ASDA,0.8463,1
2524,60243,Tesco,0.8461,1
417,53237,Tesco,0.8459,1
3857,64429,Tesco,0.8458,1
13349,1897,ASDA,0.8457,1
3563,30129,Morrisons,0.8456,1
9710,12223,ASDA,0.8455,1
13652,18821,Morrisons,0.8453,1
7824,23633,Morrisons,0.8452,1
10804,8286,ASDA,0.8452,1
8200,27839,Morrisons,0.8445,1
11924,32993,Sains,0.8442,1
12929,12545,ASDA,0.8441,1
8305,62665,Tesco,0.8438,1
7366,24749,Morrisons,0.8432,1
11730,45859,Sains,0.8429,1
13,59541,Tesco,0.8428,1
6654,50022,Tesco,0.8422,1
3125,46088,Sains,0.8419,1
1683,27320,Morrisons,0.8417,1
12461,24202,Morrisons,0.8414,1
14363,28280,Morrisons,0.8414,1
1242,28084,Morrisons,0.8413,1
13025,21013,Morrisons,0.841,1
11355,5095,ASDA,0.841,1
6319,41267,Sains,0.8405,1
1559,23390,Morrisons,0.8403,1
10910,59602,Tesco,0.8403,1
788,39950,Sains,0.8403,1
6597,35198,Sains,0.8402,1
12981,26307,Morrisons,0.8401,1
8802,37445,Sains,0.84,1
11857,56552,Tesco,0.8398,1
13925,12367,ASDA,0.8393,1
12296,3370,ASDA,0.839,1
14098,14715,ASDA,0.8388,1
12623,3409,ASDA,0.8388,1
13421,31185,Morrisons,0.8386,1
8769,64661,Tesco,0.8385,1
236,53199,Tesco,0.8381,1
14055,16715,ASDA,0.8379,1
8174,40484,Sains,0.8375,1
13486,15005,ASDA,0.8375,1
13975,30088,Morrisons,0.8369,1
9206,60911,Tesco,0.8367,1
5897,29651,Morrisons,0.8366,1
1680,55676,Tesco,0.8366,1
12666,8431,ASDA,0.8363,1
12801,8603,ASDA,0.8363,1
3129,58205,Tesco,0.8361,1
11321,5373,ASDA,0.8361,1
8343,28978,Morrisons,0.836,1
9039,50481,Tesco,0.8359,1
11334,5221,ASDA,0.8359,1
5912,48348,Sains,0.8357,1
9801,14951,ASDA,0.8355,1
11571,3253,ASDA,0.8354,1
5853,46622,Sains,0.8352,1
7880,36027,Sains,0.835,1
2848,41744,Sains,0.835,1
9561,12385,ASDA,0.8347,1
3556,18937,Morrisons,0.8347,1
7890,37672,Sains,0.8343,1
1611,54881,Tesco,0.8342,1
8986,48486,Sains,0.8341,1
6182,48369,Sains,0.8338,1
12319,9685,ASDA,0.8338,1
8414,41219,Sains,0.8337,1
13672,16932,ASDA,0.8337,1
13852,824,ASDA,0.8335,1
8175,24665,Morrisons,0.8334,1
6074,46520,Sains,0.8333,1
8174,64563,Tesco,0.8332,1
9174,62125,Tesco,0.833,1
12874,21618,Morrisons,0.8329,1
13607,4631,ASDA,0.8329,1
14352,14589,ASDA,0.8327,1
8402,50827,Tesco,0.8325,1
5289,34055,Sains,0.8324,1
9366,7527,ASDA,0.8324,1
8109,44636,Sains,0.8322,1
12888,6455,ASDA,0.8321,1
3901,19832,Morrisons,0.8321,1
9909,34952,Sains,0.832,1
7958,19724,Morrisons,0.8318,1
12975,17559,Morrisons,0.8317,1
12829,23130,Morrisons,0.8316,1
10945,60544,Tesco,0.8315,1
9075,45833,Sains,0.8314,1
3654,50988,Tesco,0.8313,1
11156,41115,Sains,0.831,1
13321,30337,Morrisons,0.8309,1
6374,25834,Morrisons,0.8308,1
12156,49350,Tesco,0.8307,1
3201,45563,Sains,0.8305,1
6371,40471,Sains,0.83,1
2664,39933,Sains,0.83,1
10858,15141,ASDA,0.8295,1
13395,11414,ASDA,0.8295,1
8753,33796,Sains,0.8294,1
2294,25234,Morrisons,0.8285,1
11724,44980,Sains,0.8284,1
8793,37122,Sains,0.8283,1
12975,8642,ASDA,0.8282,1
13836,31089,Morrisons,0.8278,1
11682,4597,ASDA,0.8277,1
13752,16254,ASDA,0.8274,1
13063,12962,ASDA,0.8272,1
4182,47769,Sains,0.8269,1
4454,54822,Tesco,0.8265,1
4350,37404,Sains,0.8261,1
5213,19433,Morrisons,0.8261,1
3184,48800,Sains,0.8261,1
6097,46637,Sains,0.8261,1
9387,12343,ASDA,0.8258,1
12870,23116,Morrisons,0.8257,1
13420,209,ASDA,0.8255,1
8064,28168,Morrisons,0.8246,1
7838,37747,Sains,0.8243,1
10128,14008,ASDA,0.8243,1
6392,39620,Sains,0.824,1
11573,33226,Sains,0.824,1
11086,39422,Sains,0.824,1
4024,56606,Tesco,0.8239,1
12122,64500,Tesco,0.8238,1
9276,43667,Sains,0.8237,1
1469,17548,Morrisons,0.8236,1
7684,57761,Tesco,0.8234,1
8059,44811,Sains,0.8229,1
5225,20114,Morrisons,0.8227,1
12651,3513,ASDA,0.8227,1
11260,54142,Tesco,0.8225,1
10992,5011,ASDA,0.8225,1
11580,59907,Tesco,0.8224,1
9971,50280,Tesco,0.8223,1
6147,50111,Tesco,0.8222,1
9743,44737,Sains,0.822,1
13479,15058,ASDA,0.8219,1
9254,13879,ASDA,0.8219,1
10840,41084,Sains,0.8218,1
9384,44080,Sains,0.8217,1
10992,48496,Sains,0.8213,1
11519,59987,Tesco,0.8213,1
4349,23389,Morrisons,0.8209,1
2324,58812,Tesco,0.8209,1
13244,25490,Morrisons,0.8206,1
2279,39097,Sains,0.8205,1
13102,30561,Morrisons,0.8201,1
5642,57827,Tesco,0.8195,1
12659,16339,ASDA,0.8189,1
13687,28551,Morrisons,0.8189,1
4369,17575,Morrisons,0.8188,1
7373,49598,Tesco,0.8188,1
3263,30340,Morrisons,0.8186,1
12656,9659,ASDA,0.8184,1
2076,17770,Morrisons,0.8179,1
6329,25024,Morrisons,0.8178,1
10433,6822,ASDA,0.8178,1
9709,57390,Tesco,0.8178,1
6720,54704,Tesco,0.8173,1
10025,3474,ASDA,0.8171,1
7543,61241,Tesco,0.817,1
13419,24549,Morrisons,0.8164,1
6216,47144,Sains,0.8164,1
10587,55494,Tesco,0.8164,1
13826,31035,Morrisons,0.8164,1
4314,23839,Morrisons,0.8164,1
5112,30254,Morrisons,0.8156,1
7385,25107,Morrisons,0.8156,1
13348,24295,Morrisons,0.8156,1
2785,34459,Sains,0.8155,1
2508,29196,Morrisons,0.8155,1
14292,3317,ASDA,0.8152,1
13262,16640,ASDA,0.8152,1
10968,15062,ASDA,0.8151,1
12556,8313,ASDA,0.8146,1
5494,18173,Morrisons,0.8145,1
10957,14997,ASDA,0.8144,1
14117,5627,ASDA,0.8143,1
2054,49744,Tesco,0.8138,1
3772,18139,Morrisons,0.8137,1
12208,15201,ASDA,0.8136,1
12184,43764,Sains,0.8131,1
12536,11708,ASDA,0.813,1
10537,54222,Tesco,0.8128,1
332,25500,Morrisons,0.8127,1
2157,51424,Tesco,0.8125,1
5508,33296,Sains,0.8124,1
5098,17788,Morrisons,0.8122,1
13692,26783,Morrisons,0.8121,1
9324,15359,ASDA,0.8118,1
3577,28277,Morrisons,0.8114,1
10760,36020,Sains,0.8113,1
5074,58587,Tesco,0.8112,1
13520,31059,Morrisons,0.8111,1
3478,53178,Tesco,0.8109,1
6649,18051,Morrisons,0.8108,1
6596,35416,Sains,0.8106,1
2875,18348,Morrisons,0.8106,1
11624,2698,ASDA,0.8104,1
6809,64908,Tesco,0.8103,1
642,31066,Morrisons,0.8097,1
14149,18824,Morrisons,0.8097,1
9310,6467,ASDA,0.8095,1
10949,4683,ASDA,0.8095,1
7900,18250,Morrisons,0.8088,1
7888,52444,Tesco,0.8088,1
485,30662,Morrisons,0.8083,1
3971,28146,Morrisons,0.8082,1
9725,15762,ASDA,0.8082,1
388,46820,Sains,0.8079,1
7776,48614,Sains,0.8079,1
7567,30630,Morrisons,0.8079,1
712,48983,Sains,0.8078,1
9500,45449,Sains,0.8075,1
14245,18257,Morrisons,0.8074,1
8766,44769,Sains,0.8074,1
1111,24188,Morrisons,0.8073,1
3082,53174,Tesco,0.8072,1
13511,7167,ASDA,0.8069,1
8992,55486,Tesco,0.8068,1
2115,26792,Morrisons,0.8068,1
7830,23533,Morrisons,0.8066,1
9360,52065,Tesco,0.8064,1
3125,28803,Morrisons,0.8064,1
8268,40491,Sains,0.8063,1
13613,24986,Morrisons,0.8063,1
7319,27481,Morrisons,0.8061,1
7688,36177,Sains,0.8057,1
7705,18164,Morrisons,0.8056,1
6728,56729,Tesco,0.8056,1
5409,22105,Morrisons,0.8055,1
13586,16783,ASDA,0.8055,1
8791,24807,Morrisons,0.8051,1
9381,46259,Sains,0.8051,1
1137,34522,Sains,0.8051,1
12760,3761,ASDA,0.8045,1
8772,27301,Morrisons,0.8041,1
655,45430,Sains,0.8037,1
10925,16280,ASDA,0.8036,1
5056,20914,Morrisons,0.8036,1
11584,9612,ASDA,0.8036,1
4229,60433,Tesco,0.8034,1
1067,31368,Sains,0.8034,1
7725,50020,Tesco,0.8032,1
13640,3955,ASDA,0.803,1
13616,11861,ASDA,0.8028,1
13719,9832,ASDA,0.8028,1
5865,42335,Sains,0.8026,1
13518,28082,Morrisons,0.8025,1
5526,54467,Tesco,0.8022,1
3815,50322,Tesco,0.802,1
6031,48383,Sains,0.8019,1
5021,18167,Morrisons,0.8018,1
4731,27457,Morrisons,0.8015,1
307,49220,Tesco,0.8015,1
431,44120,Sains,0.8012,1
12531,23423,Morrisons,0.8011,1
692,44300,Sains,0.8009,1
6895,18873,Morrisons,0.8007,1
9268,37799,Sains,0.8002,1
8102,44587,Sains,0.8002,1
13541,25734,Morrisons,0.8001,1
7866,36562,Sains,0.8,1
13626,15145,ASDA,0.8,1
9314,34660,Sains,0.7999,1
9388,54807,Tesco,0.7999,1
8302,41276,Sains,0.7998,1
13302,25326,Morrisons,0.7991,1
13621,11273,ASDA,0.7989,1
13451,5031,ASDA,0.7983,1
13390,24546,Morrisons,0.798,1
11786,11918,ASDA,0.7975,1
10587,16408,ASDA,0.796,1
9276,7513,ASDA,0.7958,1
12521,23133,Morrisons,0.7955,1
8144,57664,Tesco,0.7952,1
9750,43568,Sains,0.7952,1
7594,40916,Sains,0.795,1
12381,23581,Morrisons,0.795,1
8317,58966,Tesco,0.7946,1
12227,32337,Sains,0.7945,1
8301,64704,Tesco,0.7944,1
8062,62707,Tesco,0.7944,1
2876,29075,Morrisons,0.794,1
10849,13436,ASDA,0.7936,1
14146,28380,Morrisons,0.7936,1
