ensemble_cluster_id,product_idx,supermarket,score,pass
9771,62434,Tesco,0.7927,1
8053,28289,Morrisons,0.7923,1
1427,61871,Tesco,0.7916,1
8489,64395,Tesco,0.7915,1
10620,8607,ASDA,0.7912,1
13619,25600,Morrisons,0.7912,1
10211,54788,Tesco,0.7909,1
12091,1757,ASDA,0.7907,1
9267,9630,ASDA,0.7904,1
13362,29731,Morrisons,0.7903,1
2993,29361,Morrisons,0.79,1
3534,43840,Sains,0.7896,1
2614,25811,Morrisons,0.7893,1
5152,28615,Morrisons,0.7892,1
6793,20693,Morrisons,0.7888,1
8415,55062,Tesco,0.7888,1
13424,4321,ASDA,0.788,1
8855,64021,Tesco,0.7879,1
7398,36425,Sains,0.7879,1
13491,25553,Morrisons,0.7876,1
7732,18091,Morrisons,0.7875,1
8560,32479,Sains,0.7873,1
14371,9093,ASDA,0.7869,1
8228,41136,Sains,0.7868,1
9290,54748,Tesco,0.7867,1
1284,49718,Tesco,0.7866,1
10024,38206,Sains,0.7857,1
1199,34652,Sains,0.7856,1
7879,32706,Sains,0.7854,1
2832,26429,Morrisons,0.7844,1
8315,56169,Tesco,0.7844,1
9701,15259,ASDA,0.7841,1
8261,24951,Morrisons,0.7839,1
10560,56575,Tesco,0.7839,1
7902,34639,Sains,0.7838,1
5475,53423,Tesco,0.7837,1
358,28618,Morrisons,0.7835,1
5633,56506,Tesco,0.783,1
11749,14689,ASDA,0.7829,1
7496,17871,Morrisons,0.7829,1
10494,2367,ASDA,0.7825,1
10561,51380,Tesco,0.7822,1
6798,36959,Sains,0.782,1
2836,45882,Sains,0.7816,1
12534,2859,ASDA,0.7816,1
11853,875,ASDA,0.7814,1
2551,25592,Morrisons,0.781,1
2990,48108,Sains,0.7807,1
1437,59361,Tesco,0.7805,1
9763,53181,Tesco,0.78,1
8715,61650,Tesco,0.7799,1
6948,18883,Morrisons,0.7791,1
2485,57370,Tesco,0.7789,1
10308,63507,Tesco,0.7786,1
6039,48386,Sains,0.7786,1
12134,15175,ASDA,0.7782,1
8296,24915,Morrisons,0.7781,1
13182,17781,Morrisons,0.778,1
45,58141,Tesco,0.778,1
8926,38221,Sains,0.7773,1
10762,35046,Sains,0.7773,1
10504,35537,Sains,0.7772,1
4819,36300,Sains,0.7772,1
11015,39077,Sains,0.7771,1
10590,13294,ASDA,0.7768,1
9557,53246,Tesco,0.7766,1
13190,21722,Morrisons,0.7764,1
8712,53605,Tesco,0.7761,1
10812,13823,ASDA,0.776,1
9387,58928,Tesco,0.7757,1
12163,62340,Tesco,0.7754,1
5117,52646,Tesco,0.7739,1
10579,8956,ASDA,0.7732,1
7729,23068,Morrisons,0.7731,1
2728,56349,Tesco,0.7731,1
3485,44461,Sains,0.7731,1
11994,39195,Sains,0.7727,1
11507,35303,Sains,0.7722,1
9836,9608,ASDA,0.7722,1
7851,18120,Morrisons,0.772,1
2187,61355,Tesco,0.7719,1
7406,64173,Tesco,0.7718,1
12756,17610,Morrisons,0.7718,1
8410,41256,Sains,0.7716,1
8279,39007,Sains,0.7712,1
12164,3266,ASDA,0.7698,1
8696,27027,Morrisons,0.7697,1
10464,38199,Sains,0.7696,1
6328,27635,Morrisons,0.7696,1
6033,30078,Morrisons,0.7696,1
9029,25771,Morrisons,0.7695,1
7225,32500,Sains,0.7694,1
1110,24178,Morrisons,0.769,1
13690,29472,Morrisons,0.769,1
14061,29436,Morrisons,0.7689,1
11125,13026,ASDA,0.7689,1
12841,3351,ASDA,0.7688,1
5796,34845,Sains,0.7686,1
7863,35792,Sains,0.7681,1
11525,54726,Tesco,0.7678,1
1350,17754,Morrisons,0.767,1
2453,27890,Morrisons,0.7669,1
12586,27257,Morrisons,0.7668,1
11136,16905,ASDA,0.7667,1
3306,35871,Sains,0.7666,1
8725,57041,Tesco,0.7659,1
7140,63637,Tesco,0.7659,1
4084,18401,Morrisons,0.7658,1
8553,29644,Morrisons,0.7655,1
14208,10338,ASDA,0.7654,1
14085,14786,ASDA,0.7651,1
3727,30152,Morrisons,0.7646,1
3015,26937,Morrisons,0.7643,1
10945,4680,ASDA,0.7638,1
12978,23806,Morrisons,0.7637,1
397,29688,Morrisons,0.7636,1
10640,64755,Tesco,0.7627,1
8635,41347,Sains,0.7623,1
10676,15636,ASDA,0.7621,1
5699,41658,Sains,0.7616,1
5236,45102,Sains,0.7614,1
6097,50691,Tesco,0.7614,1
13957,6552,ASDA,0.7611,1
9354,13939,ASDA,0.761,1
10928,13016,ASDA,0.7606,1
3621,45232,Sains,0.7606,1
13528,3560,ASDA,0.7604,1
5929,46659,Sains,0.7601,1
2449,25748,Morrisons,0.7599,1
11811,61154,Tesco,0.7593,1
9763,4639,ASDA,0.7592,1
1597,53619,Tesco,0.759,1
12384,9684,ASDA,0.759,1
2678,39021,Sains,0.7587,1
12996,17914,Morrisons,0.758,1
14178,10531,ASDA,0.7574,1
5798,50501,Tesco,0.7572,1
2171,33342,Sains,0.7571,1
8844,39493,Sains,0.757,1
7927,45379,Sains,0.7568,1
8246,47161,Sains,0.7568,1
10230,64700,Tesco,0.7568,1
1488,31831,Sains,0.7567,1
9364,5562,ASDA,0.7564,1
4473,22284,Morrisons,0.7555,1
2394,41338,Sains,0.755,1
2093,31744,Sains,0.7548,1
10385,34685,Sains,0.754,1
3496,41007,Sains,0.753,1
6134,49511,Tesco,0.7525,1
13344,571,ASDA,0.7523,1
3873,25462,Morrisons,0.7522,1
358,62505,Tesco,0.7521,1
7278,58725,Tesco,0.7519,1
710,21444,Morrisons,0.7519,1
14124,15989,ASDA,0.7513,1
6439,60529,Tesco,0.7511,1
11247,10453,ASDA,0.7503,1
13976,19321,Morrisons,0.7497,1
11906,1645,ASDA,0.7496,1
6817,58477,Tesco,0.7493,1
6875,43624,Sains,0.7489,1
7642,62360,Tesco,0.7487,1
11814,9764,ASDA,0.7486,1
2980,57330,Tesco,0.7481,1
3656,23366,Morrisons,0.7481,1
2149,30849,Morrisons,0.7475,1
2659,25281,Morrisons,0.7474,1
11561,12457,ASDA,0.7474,1
10882,56404,Tesco,0.7472,1
6888,58344,Tesco,0.7461,1
784,36551,Sains,0.746,1
3734,63223,Tesco,0.7455,1
14484,9856,ASDA,0.7455,1
13656,30889,Morrisons,0.745,1
13595,4362,ASDA,0.7435,1
13494,3634,ASDA,0.7433,1
10455,13631,ASDA,0.743,1
5806,17246,Morrisons,0.7426,1
9206,13508,ASDA,0.7424,1
5935,50956,Tesco,0.742,1
2527,64181,Tesco,0.7419,1
7255,52210,Tesco,0.7419,1
13862,15298,ASDA,0.7413,1
6535,32671,Sains,0.74,1
11909,9278,ASDA,0.7389,1
10864,15022,ASDA,0.7387,1
7174,48748,Sains,0.7386,1
12934,28695,Morrisons,0.7378,1
7950,55169,Tesco,0.7375,1
2536,40102,Sains,0.7369,1
12377,8630,ASDA,0.7366,1
4073,59743,Tesco,0.7364,1
4136,20261,Morrisons,0.7361,1
11175,4753,ASDA,0.7358,1
14420,18391,Morrisons,0.735,1
12145,14026,ASDA,0.7345,1
5088,20209,Morrisons,0.7341,1
3294,52470,Tesco,0.7336,1
14106,5186,ASDA,0.7332,1
1757,36003,Sains,0.7331,1
126,24205,Morrisons,0.7329,1
13043,20324,Morrisons,0.7325,1
11894,56117,Tesco,0.7324,1
12718,17510,Morrisons,0.7321,1
10260,51550,Tesco,0.7318,1
13007,12947,ASDA,0.7317,1
8305,41055,Sains,0.7316,1
12094,46821,Sains,0.7305,1
2327,59677,Tesco,0.7297,1
14278,17120,Morrisons,0.7296,1
2765,18267,Morrisons,0.7294,1
9168,38510,Sains,0.7292,1
13627,3928,ASDA,0.729,1
12307,18294,Morrisons,0.7289,1
10221,13603,ASDA,0.7286,1
3069,19177,Morrisons,0.7283,1
8044,28217,Morrisons,0.7281,1
6866,45383,Sains,0.7279,1
8925,63046,Tesco,0.7278,1
13659,29578,Morrisons,0.7278,1
13970,9845,ASDA,0.7276,1
11460,5947,ASDA,0.7273,1
7018,46908,Sains,0.7257,1
13865,9087,ASDA,0.7253,1
11753,14626,ASDA,0.7248,1
9354,53082,Tesco,0.7244,1
9132,11872,ASDA,0.7236,1
6430,57106,Tesco,0.7235,1
8592,44982,Sains,0.7232,1
11439,5655,ASDA,0.7226,1
13429,11428,ASDA,0.7224,1
5343,36624,Sains,0.7223,1
6053,46421,Sains,0.721,1
7891,37671,Sains,0.721,1
11750,14559,ASDA,0.7199,1
9310,44051,Sains,0.7197,1
13549,25438,Morrisons,0.7197,1
8498,27566,Morrisons,0.7193,1
13193,11504,ASDA,0.7186,1
12121,62016,Tesco,0.7182,1
13363,610,ASDA,0.7182,1
1074,51696,Tesco,0.7181,1
5878,30958,Morrisons,0.718,1
2451,39590,Sains,0.7179,1
11205,38504,Sains,0.7176,1
7641,58254,Tesco,0.7174,1
2570,39160,Sains,0.7174,1
6795,17353,Morrisons,0.7171,1
8598,57689,Tesco,0.7162,1
13559,24890,Morrisons,0.7162,1
7351,63015,Tesco,0.7157,1
10164,13264,ASDA,0.7154,1
10745,37295,Sains,0.7152,1
10499,35879,Sains,0.7151,1
14420,1017,ASDA,0.7145,1
6615,64105,Tesco,0.7141,1
5902,31111,Morrisons,0.7139,1
5589,30137,Morrisons,0.7135,1
11304,5103,ASDA,0.7134,1
10125,32397,Sains,0.7132,1
1084,55639,Tesco,0.7131,1
4356,30602,Morrisons,0.7121,1
5018,55876,Tesco,0.7117,1
9241,38171,Sains,0.7116,1
2407,40430,Sains,0.7108,1
752,40275,Sains,0.7099,1
8295,59207,Tesco,0.7091,1
3546,54619,Tesco,0.7087,1
3335,45453,Sains,0.7074,1
4511,30387,Morrisons,0.7073,1
7259,52482,Tesco,0.7072,1
2570,61811,Tesco,0.707,1
10520,7714,ASDA,0.7064,1
13606,15083,ASDA,0.7062,1
3836,28714,Morrisons,0.7059,1
14193,10855,ASDA,0.7059,1
7538,28963,Morrisons,0.7056,1
10142,13756,ASDA,0.7052,1
8809,56082,Tesco,0.7048,1
4400,17085,Morrisons,0.7031,1
8506,27194,Morrisons,0.7025,1
3370,19137,Morrisons,0.7012,1
11809,43780,Sains,0.7012,1
6222,46595,Sains,0.701,1
12091,46986,Sains,0.701,1
11199,60503,Tesco,0.7009,1
10744,36897,Sains,0.7007,1
5763,62911,Tesco,0.7006,1
6820,42723,Sains,0.7004,1
6017,52741,Tesco,0.7003,1
7255,36356,Sains,0.6994,1
2188,43859,Sains,0.6993,1
5026,57242,Tesco,0.6991,1
9795,1839,ASDA,0.6988,1
6656,58807,Tesco,0.6984,1
9578,16592,ASDA,0.6978,1
10290,141,ASDA,0.6975,1
3717,52636,Tesco,0.6973,1
5966,26134,Morrisons,0.6972,1
2611,41033,Sains,0.6972,1
13351,15028,ASDA,0.697,1
5634,17166,Morrisons,0.6967,1
12069,48379,Sains,0.6965,1
2077,64276,Tesco,0.6963,1
10866,16239,ASDA,0.6957,1
7383,29947,Morrisons,0.6955,1
12226,9913,ASDA,0.6953,1
9706,43422,Sains,0.6953,1
11111,13451,ASDA,0.6941,1
11274,10326,ASDA,0.6937,1
9291,8554,ASDA,0.6934,1
10949,39881,Sains,0.6924,1
7811,24194,Morrisons,0.6923,1
11263,10871,ASDA,0.6916,1
4036,19718,Morrisons,0.6914,1
9033,40969,Sains,0.6913,1
283,23439,Morrisons,0.6903,1
8794,58421,Tesco,0.6903,1
3178,17396,Morrisons,0.6882,1
2849,41586,Sains,0.6882,1
2183,35674,Sains,0.6859,1
8156,24479,Morrisons,0.6859,1
12825,23184,Morrisons,0.6859,1
2164,30644,Morrisons,0.6847,1
13698,6106,ASDA,0.6845,1
8698,53328,Tesco,0.6839,1
9507,1656,ASDA,0.6838,1
13694,10111,ASDA,0.6838,1
3737,34246,Sains,0.6835,1
517,24921,Morrisons,0.6829,1
5820,28755,Morrisons,0.6829,1
10145,7608,ASDA,0.6826,1
11202,56401,Tesco,0.6826,1
12806,8727,ASDA,0.6823,1
13508,25759,Morrisons,0.682,1
8444,53553,Tesco,0.681,1
13822,31131,Morrisons,0.681,1
13641,16834,ASDA,0.6809,1
11799,15160,ASDA,0.6807,1
9201,13690,ASDA,0.6803,1
7162,27399,Morrisons,0.6801,1
11553,59791,Tesco,0.6793,1
2990,26509,Morrisons,0.6787,1
11606,11149,ASDA,0.6785,1
3599,55037,Tesco,0.6782,1
7517,29184,Morrisons,0.6773,1
6455,40211,Sains,0.6766,1
11617,1863,ASDA,0.6765,1
4854,58467,Tesco,0.676,1
487,45384,Sains,0.6753,1
3961,45968,Sains,0.6746,1
2086,22198,Morrisons,0.6744,1
9161,47484,Sains,0.6744,1
1204,30942,Morrisons,0.6742,1
11256,52252,Tesco,0.6741,1
9545,4105,ASDA,0.6732,1
690,44504,Sains,0.6728,1
13010,6659,ASDA,0.6727,1
5346,55471,Tesco,0.6726,1
8587,44164,Sains,0.6723,1
4071,50848,Tesco,0.6723,1
11165,41362,Sains,0.6716,1
8116,28283,Morrisons,0.6716,1
3043,58864,Tesco,0.6707,1
9242,13822,ASDA,0.6705,1
8414,64956,Tesco,0.6702,1
14450,24806,Morrisons,0.67,1
12728,23293,Morrisons,0.669,1
11726,1519,ASDA,0.6675,1
672,48659,Sains,0.6673,1
3887,62931,Tesco,0.6671,1
9561,53563,Tesco,0.6668,1
10665,35703,Sains,0.6666,1
13719,29598,Morrisons,0.6659,1
11602,628,ASDA,0.6658,1
13382,24413,Morrisons,0.6658,1
5176,52008,Tesco,0.6657,1
12572,13942,ASDA,0.6648,1
10355,2241,ASDA,0.6647,1
2690,60403,Tesco,0.6645,1
12312,23715,Morrisons,0.6638,1
6145,47607,Sains,0.6625,1
7650,54864,Tesco,0.6624,1
14243,24056,Morrisons,0.6622,1
506,62344,Tesco,0.6613,1
1246,25819,Morrisons,0.661,1
13594,17025,ASDA,0.66,1
11165,13438,ASDA,0.66,1
8353,48783,Sains,0.6596,1
10715,33892,Sains,0.6595,1
2864,57050,Tesco,0.6595,1
506,44734,Sains,0.6591,1
5164,51345,Tesco,0.6591,1
10381,11712,ASDA,0.6583,1
2360,41253,Sains,0.6582,1
8393,55407,Tesco,0.6582,1
12969,2862,ASDA,0.6575,1
13468,521,ASDA,0.6555,1
3838,50126,Tesco,0.654,1
5220,29175,Morrisons,0.6536,1
4941,30526,Morrisons,0.6535,1
454,63048,Tesco,0.6534,1
1866,48786,Sains,0.6526,1
4114,51803,Tesco,0.6508,1
13444,30096,Morrisons,0.6497,1
14072,3998,ASDA,0.6482,1
14453,24738,Morrisons,0.6481,1
9359,13542,ASDA,0.6479,1
12578,21660,Morrisons,0.6476,1
8250,61839,Tesco,0.6464,1
7570,40451,Sains,0.6454,1
9137,3015,ASDA,0.6453,1
8219,64638,Tesco,0.6446,1
13052,3110,ASDA,0.6446,1
3019,41812,Sains,0.6446,1
10964,41218,Sains,0.6442,1
2840,60867,Tesco,0.6426,1
13408,4749,ASDA,0.6416,1
9356,38296,Sains,0.6403,1
9804,1241,ASDA,0.6401,1
11638,61555,Tesco,0.64,1
9107,46886,Sains,0.6396,1
6279,29929,Morrisons,0.6386,1
5166,29606,Morrisons,0.6384,1
5478,34027,Sains,0.6376,1
10469,8290,ASDA,0.6337,1
14342,16746,ASDA,0.6336,1
9346,38109,Sains,0.6333,1
8407,40206,Sains,0.633,1
7891,55501,Tesco,0.6325,1
1346,33907,Sains,0.6325,1
6172,30800,Morrisons,0.6319,1
13768,26504,Morrisons,0.6315,1
11170,62912,Tesco,0.6314,1
11851,955,ASDA,0.6313,1
1286,59448,Tesco,0.6286,1
7876,17854,Morrisons,0.6285,1
5628,42903,Sains,0.6283,1
10500,3911,ASDA,0.6278,1
12233,6903,ASDA,0.6277,1
9425,15380,ASDA,0.6274,1
12712,17173,Morrisons,0.6266,1
3878,29730,Morrisons,0.626,1
1269,38921,Sains,0.6256,1
2122,45426,Sains,0.6251,1
11081,15048,ASDA,0.6248,1
7355,41012,Sains,0.6245,1
9210,61498,Tesco,0.6237,1
14034,29417,Morrisons,0.6236,1
1875,27644,Morrisons,0.6232,1
9407,44207,Sains,0.623,1
8813,34043,Sains,0.6228,1
12954,8655,ASDA,0.6225,1
13743,26521,Morrisons,0.6223,1
10984,59615,Tesco,0.6208,1
7382,29995,Morrisons,0.6194,1
13588,4340,ASDA,0.6186,1
12866,3497,ASDA,0.6184,1
5956,29140,Morrisons,0.6182,1
10732,41792,Sains,0.6164,1
13814,4073,ASDA,0.6157,1
6869,63219,Tesco,0.6146,1
13360,16525,ASDA,0.6139,1
7782,37171,Sains,0.6137,1
10055,16111,ASDA,0.6133,1
945,51027,Tesco,0.6123,1
11475,5171,ASDA,0.6123,1
14044,12168,ASDA,0.6106,1
346,53449,Tesco,0.6099,1
4242,17535,Morrisons,0.6092,1
11865,62115,Tesco,0.6086,1
6718,38274,Sains,0.6085,1
11816,992,ASDA,0.6082,1
10774,13804,ASDA,0.607,1
1321,25717,Morrisons,0.6069,1
2320,41073,Sains,0.6067,1
12224,59764,Tesco,0.6064,1
4417,52720,Tesco,0.6055,1
723,55276,Tesco,0.6045,1
13661,18339,Morrisons,0.6038,1
5762,48422,Sains,0.6034,1
12837,31220,Morrisons,0.6021,1
1204,37046,Sains,0.6018,1
13400,15055,ASDA,0.6015,1
10915,16244,ASDA,0.6012,1
11195,4737,ASDA,0.601,1
7237,27281,Morrisons,0.6008,1
13136,30401,Morrisons,0.5999,1
11121,4531,ASDA,0.5981,1
2305,30074,Morrisons,0.5976,1
4442,17768,Morrisons,0.5976,1
11094,4575,ASDA,0.5972,1
9967,7064,ASDA,0.5971,1
2317,58944,Tesco,0.5966,1
5763,25710,Morrisons,0.5945,1
12882,8082,ASDA,0.5935,1
5053,19070,Morrisons,0.5934,1
4892,50842,Tesco,0.5929,1
4691,34379,Sains,0.5929,1
10109,13291,ASDA,0.592,1
13352,29775,Morrisons,0.5917,1
10990,13429,ASDA,0.5909,1
11253,10860,ASDA,0.5907,1
5919,42117,Sains,0.5904,1
4521,52976,Tesco,0.5904,1
2286,62188,Tesco,0.5889,1
2332,62736,Tesco,0.587,1
13148,14011,ASDA,0.5869,1
3495,29802,Morrisons,0.5854,1
1304,24977,Morrisons,0.5853,1
8380,28229,Morrisons,0.5851,1
11263,53309,Tesco,0.5846,1
9243,14086,ASDA,0.5839,1
5222,44404,Sains,0.5831,1
7618,64424,Tesco,0.5821,1
14310,28674,Morrisons,0.5819,1
14401,26149,Morrisons,0.5818,1
11947,59597,Tesco,0.5813,1
2390,59705,Tesco,0.5811,1
3998,47401,Sains,0.5794,1
5883,54632,Tesco,0.5789,1
6182,29673,Morrisons,0.578,1
14074,18522,Morrisons,0.5778,1
11220,10647,ASDA,0.577,1
723,44095,Sains,0.5764,1
11859,43439,Sains,0.5752,1
2788,26353,Morrisons,0.5748,1
9239,7059,ASDA,0.5744,1
6455,25601,Morrisons,0.5742,1
11544,64234,Tesco,0.5734,1
6281,29912,Morrisons,0.5729,1
5308,53133,Tesco,0.5728,1
12860,7620,ASDA,0.5725,1
1533,36714,Sains,0.5725,1
9780,1306,ASDA,0.5714,1
357,57715,Tesco,0.5709,1
43,54401,Tesco,0.5686,1
13760,20254,Morrisons,0.5679,1
1239,51156,Tesco,0.5678,1
10987,39049,Sains,0.5674,1
7943,45321,Sains,0.5674,1
12824,16841,ASDA,0.5668,1
12326,28716,Morrisons,0.5665,1
14043,19674,Morrisons,0.566,1
4697,58993,Tesco,0.5649,1
69,34657,Sains,0.5645,1
11982,3458,ASDA,0.5642,1
453,62407,Tesco,0.5639,1
9721,44392,Sains,0.5637,1
11346,5689,ASDA,0.5634,1
12324,27488,Morrisons,0.5622,1
12948,18095,Morrisons,0.5613,1
10691,59827,Tesco,0.5608,1
11029,39231,Sains,0.5604,1
5767,44398,Sains,0.5603,1
12770,3189,ASDA,0.5595,1
12556,21151,Morrisons,0.5588,1
12427,21889,Morrisons,0.5579,1
11634,1906,ASDA,0.5565,1
11160,13446,ASDA,0.5559,1
12760,21591,Morrisons,0.5555,1
6746,51226,Tesco,0.5548,1
3817,33816,Sains,0.5542,1
4369,54275,Tesco,0.5513,1
324,49240,Tesco,0.9874,2
9113,16293,ASDA,0.9867,2
12869,11555,ASDA,0.9854,2
11993,3345,ASDA,0.9851,2
1210,24125,Morrisons,0.9831,2
7636,34993,Sains,0.9822,2
11260,10768,ASDA,0.9811,2
9818,8298,ASDA,0.9808,2
13736,14846,ASDA,0.9803,2
13640,28477,Morrisons,0.979,2
3919,20063,Morrisons,0.9782,2
2942,26945,Morrisons,0.9779,2
13852,28817,Morrisons,0.9779,2
13947,28162,Morrisons,0.9775,2
3610,45444,Sains,0.9753,2
10956,16824,ASDA,0.9744,2
9627,44703,Sains,0.971,2
5638,17088,Morrisons,0.9701,2
3694,50879,Tesco,0.9701,2
13839,19637,Morrisons,0.9695,2
12659,22125,Morrisons,0.9687,2
1291,39299,Sains,0.9687,2
13793,11892,ASDA,0.9684,2
12146,15086,ASDA,0.9669,2
1468,64006,Tesco,0.9666,2
12950,22385,Morrisons,0.9639,2
14278,11930,ASDA,0.9622,2
7618,37827,Sains,0.9617,2
9586,43504,Sains,0.9613,2
4699,60056,Tesco,0.9613,2
10765,6952,ASDA,0.9592,2
11124,60829,Tesco,0.9591,2
10983,62735,Tesco,0.9583,2
12132,13753,ASDA,0.9561,2
8231,39612,Sains,0.9548,2
2783,37402,Sains,0.9538,2
2647,40330,Sains,0.9532,2
13219,28961,Morrisons,0.9516,2
12813,3187,ASDA,0.9514,2
4349,51423,Tesco,0.9485,2
13152,27564,Morrisons,0.948,2
13546,11407,ASDA,0.9479,2
7901,31251,Morrisons,0.9475,2
3520,19765,Morrisons,0.9473,2
78,54531,Tesco,0.9472,2
3917,18707,Morrisons,0.9449,2
10901,58601,Tesco,0.9442,2
11653,16279,ASDA,0.9438,2
1805,24038,Morrisons,0.9434,2
2846,26466,Morrisons,0.9428,2
11194,4735,ASDA,0.9422,2
13692,5557,ASDA,0.9403,2
8194,25080,Morrisons,0.9402,2
6867,44848,Sains,0.9401,2
12463,20596,Morrisons,0.9394,2
3118,58747,Tesco,0.9387,2
6431,25377,Morrisons,0.9377,2
2390,41195,Sains,0.9373,2
8112,62951,Tesco,0.9369,2
11994,15073,ASDA,0.9367,2
13625,15411,ASDA,0.935,2
14068,7406,ASDA,0.9344,2
13426,4330,ASDA,0.9335,2
8611,50805,Tesco,0.9332,2
13826,7230,ASDA,0.9323,2
7691,35590,Sains,0.9319,2
13468,24609,Morrisons,0.931,2
14022,18840,Morrisons,0.9307,2
3613,53934,Tesco,0.9306,2
10880,15151,ASDA,0.9304,2
8809,38915,Sains,0.9301,2
3110,26659,Morrisons,0.9297,2
13443,25348,Morrisons,0.9297,2
12717,20492,Morrisons,0.9265,2
1778,59025,Tesco,0.9258,2
244,49131,Sains,0.9244,2
5534,18639,Morrisons,0.9238,2
13442,11351,ASDA,0.922,2
6695,36561,Sains,0.9216,2
11188,39223,Sains,0.9211,2
10903,15452,ASDA,0.9204,2
13316,25747,Morrisons,0.9203,2
12666,21520,Morrisons,0.919,2
10835,16900,ASDA,0.9184,2
12424,14167,ASDA,0.9169,2
13947,12129,ASDA,0.9165,2
12106,9589,ASDA,0.9164,2
11744,15200,ASDA,0.9164,2
9717,7287,ASDA,0.9155,2
4053,57475,Tesco,0.9099,2
9682,48453,Sains,0.909,2
13720,30277,Morrisons,0.9083,2
14124,26730,Morrisons,0.9077,2
9786,7428,ASDA,0.9062,2
10698,8295,ASDA,0.9057,2
3488,58827,Tesco,0.9045,2
13451,30057,Morrisons,0.9043,2
9258,8561,ASDA,0.9043,2
13195,3516,ASDA,0.9032,2
12636,17452,Morrisons,0.9024,2
7796,48594,Sains,0.9017,2
4556,36831,Sains,0.9016,2
13626,25008,Morrisons,0.8991,2
12545,18226,Morrisons,0.8975,2
9132,62571,Tesco,0.8951,2
10962,60491,Tesco,0.8948,2
9743,6605,ASDA,0.8938,2
10895,39764,Sains,0.8936,2
13644,12300,ASDA,0.8935,2
8837,23919,Morrisons,0.8934,2
8699,60656,Tesco,0.8902,2
10987,13017,ASDA,0.8897,2
2569,25187,Morrisons,0.888,2
8151,39875,Sains,0.8864,2
12196,60519,Tesco,0.8862,2
10337,2491,ASDA,0.886,2
8214,31057,Morrisons,0.8849,2
11426,5487,ASDA,0.8846,2
13447,14918,ASDA,0.8845,2
10849,40381,Sains,0.884,2
13273,24718,Morrisons,0.8832,2
11733,14623,ASDA,0.8828,2
4063,48542,Sains,0.8814,2
1679,27521,Morrisons,0.8812,2
2538,41343,Sains,0.8812,2
4544,17590,Morrisons,0.8809,2
5051,22653,Morrisons,0.8807,2
237,24960,Morrisons,0.8802,2
5376,37425,Sains,0.879,2
9495,7378,ASDA,0.8783,2
397,44495,Sains,0.8776,2
12938,18142,Morrisons,0.8765,2
4433,57933,Tesco,0.8762,2
6207,30751,Morrisons,0.8759,2
12886,24185,Morrisons,0.8758,2
1441,23234,Morrisons,0.8752,2
6196,46672,Sains,0.8745,2
1066,55042,Tesco,0.8708,2
14149,1028,ASDA,0.8693,2
10814,37389,Sains,0.8674,2
12129,6549,ASDA,0.8665,2
7359,25822,Morrisons,0.8662,2
12706,22882,Morrisons,0.8656,2
12824,23765,Morrisons,0.8655,2
13566,15153,ASDA,0.8642,2
9289,8767,ASDA,0.8624,2
12818,20660,Morrisons,0.8615,2
3813,50434,Tesco,0.8597,2
1467,57945,Tesco,0.8583,2
12521,7646,ASDA,0.8577,2
5357,20339,Morrisons,0.8575,2
13272,24904,Morrisons,0.8571,2
3090,26442,Morrisons,0.8567,2
13880,19267,Morrisons,0.8564,2
8110,28188,Morrisons,0.8552,2
13229,968,ASDA,0.8538,2
2653,39729,Sains,0.8531,2
13922,19643,Morrisons,0.8531,2
11072,11385,ASDA,0.8527,2
13142,7086,ASDA,0.8527,2
10962,669,ASDA,0.8512,2
6943,18270,Morrisons,0.8509,2
5853,51409,Tesco,0.8505,2
7407,59665,Tesco,0.8486,2
5633,23292,Morrisons,0.8483,2
10882,13387,ASDA,0.8481,2
12384,17849,Morrisons,0.8481,2
13794,14248,ASDA,0.848,2
3989,30482,Morrisons,0.8475,2
9091,9892,ASDA,0.8464,2
13548,24461,Morrisons,0.8459,2
7597,40200,Sains,0.8459,2
7562,47678,Sains,0.8456,2
10595,34200,Sains,0.8444,2
9784,14629,ASDA,0.8439,2
12998,22873,Morrisons,0.8435,2
4324,21833,Morrisons,0.8419,2
12496,18020,Morrisons,0.8416,2
9253,51562,Tesco,0.8398,2
9239,53538,Tesco,0.8391,2
14245,8479,ASDA,0.8382,2
5767,18664,Morrisons,0.837,2
11170,4560,ASDA,0.836,2
9612,9295,ASDA,0.8354,2
10601,9677,ASDA,0.8341,2
12813,21617,Morrisons,0.8328,2
13251,15084,ASDA,0.8325,2
136,60368,Tesco,0.8325,2
8820,31217,Morrisons,0.8319,2
10143,37440,Sains,0.8318,2
11906,57852,Tesco,0.8314,2
13170,10451,ASDA,0.8312,2
7571,38924,Sains,0.8301,2
12459,23195,Morrisons,0.8297,2
1160,57042,Tesco,0.8295,2
10858,64780,Tesco,0.8291,2
12805,21215,Morrisons,0.8287,2
7977,29167,Morrisons,0.8287,2
8377,28201,Morrisons,0.8284,2
10516,14053,ASDA,0.8277,2
14060,14197,ASDA,0.8276,2
11983,52380,Tesco,0.8271,2
7965,57293,Tesco,0.827,2
10810,37624,Sains,0.8267,2
6096,55118,Tesco,0.8263,2
1008,36004,Sains,0.826,2
7972,53128,Tesco,0.8239,2
13847,19936,Morrisons,0.8237,2
7577,40092,Sains,0.8235,2
11580,12986,ASDA,0.8231,2
1422,23056,Morrisons,0.8219,2
11198,39574,Sains,0.8217,2
13862,26213,Morrisons,0.8209,2
7295,47114,Sains,0.8204,2
