ensemble_cluster_id,cluster_size,min_cos,min_jac,size_ratio,n_brands,n_cats,confidence_score,likely_good
6913,3,0.5883139808174239,0.5714285714285714,1.0,0,1,0.8557059917788961,True
6914,3,0.3459439456824693,0.42857142857142855,1.0,0,1,0.6923093100543916,False
6915,2,0.7385962419355857,0.6666666666666666,1.0,0,1,0.9597952147977906,True
6917,2,0.6689905735855995,0.6666666666666666,1.0,0,1,0.929964214076368,True
6920,3,0.6819100472377471,0.6666666666666666,1.0,0,1,0.9355011313558599,True
6921,2,0.6748152154154741,0.75,1.0,0,1,0.9463493780352032,True
6922,2,0.7083260367774555,0.75,1.0,0,1,0.9607111586189094,True
6926,2,0.5317545690141275,0.5,1.0126582278481013,0,1,0.8017043391012928,True
6933,2,0.6204033744257057,0.5714285714285714,1.008888888888889,0,1,0.8694585890395883,True
6935,3,0.45195263677434583,0.5,1.1,0,1,0.7675035109985292,True
6936,3,0.3137748834630422,0.3333333333333333,1.0166666666666666,0,1,0.6388400294206689,False
6937,2,0.9999999999999993,1.0,1.0,0,1,1.0,True
6939,3,0.7487184392076952,0.625,1.0,0,1,0.9467721882318694,True
6941,3,0.6394172397218562,0.6,1.1111111111111112,0,1,0.809512150356986,True
6942,3,0.9688772900832089,1.0,1.0,1,1,1.0,True
6943,2,0.6986172102391395,0.5714285714285714,1.0227272727272727,0,1,0.9029788043882028,True
6944,2,0.7417645177279985,0.75,1.0,0,1,0.9750419361691423,True
6945,2,0.9999999999999999,1.0,1.0,0,2,0.9500000000000001,False
6947,2,0.5849137526004593,0.625,1.09375,0,1,0.8765701796859111,True
6948,3,0.6511266637056166,0.6666666666666666,1.0,0,1,0.9223082526992326,True
6949,4,0.9527151259145554,1.0,1.0,1,2,0.9500000000000001,False
6950,2,0.694953181622036,0.625,1.0,0,1,0.9237299349808727,True
6953,2,0.7145716420536604,0.75,1.1764705882352942,0,1,0.8833878465944259,True
6954,4,0.6159449271272802,0.5,1.0166666666666666,0,1,0.8377859211497869,True
6955,2,0.8169184424362679,0.8333333333333334,1.0,0,1,1.0,True
6957,2,1.0000000000000007,1.0,1.0,0,1,1.0,True
6958,2,0.9128884853801997,0.8,1.0,0,2,0.9500000000000001,False
6959,2,0.607625729229132,0.5555555555555556,1.0,0,1,0.8573686987701572,True
6961,2,0.7038783367292862,0.8,1.1538461538461537,0,1,0.8788050014554084,True
6962,4,0.22302631458245117,0.25,1.0,0,1,0.5652255633924791,False
6963,2,0.9999999999999994,1.0,1.0,0,2,0.9500000000000001,False
6964,2,0.9145317384336036,0.8,1.0,1,1,1.0,True
6965,2,0.5186371660631126,1.0,1.0,0,1,0.8794159283127625,True
6966,2,0.5388671171666459,0.5,1.0,0,1,0.8047525740238006,True
6967,3,0.4300850107486208,0.3333333333333333,1.008888888888889,0,1,0.688687226828774,True
6968,3,0.28290109684525955,0.3333333333333333,1.0833333333333333,0,1,0.6256084065844763,False
6969,2,0.9103847901737808,0.8,1.0,1,1,1.0,True
6970,2,0.601795681048949,0.42857142857142855,1.0,0,2,0.7519600537828829,False
6971,4,0.8447850615068583,1.0,1.0031347962382444,1,1,1.0,True
6974,3,0.3680825763376874,0.3333333333333333,1.0909090909090908,0,1,0.6621147549383739,False
6975,2,0.6147267550547006,0.5,1.0,0,1,0.8372638474043956,True
6976,4,0.6330683392865283,0.5714285714285714,1.0,0,2,0.824886431122798,False
6977,3,0.7853387283273001,0.8,1.1764705882352942,1,2,0.8637165978545573,False
6978,2,0.8141298229308501,1.0,1.1428571428571428,0,1,0.92,True
6979,2,0.9629834838327838,1.0,1.0,1,1,1.0,True
6980,2,0.9348717636515262,1.0,1.0,1,1,1.0,True
6981,3,0.9158074577167477,1.0,1.025,1,1,1.0,True
6982,2,1.0000000000000002,1.0,1.0,1,1,1.0,True
6983,3,0.9333864718099606,1.0,1.0,1,1,1.0,True
6985,3,0.5082675289803676,0.5,1.008888888888889,0,1,0.7916384648011099,True
6986,3,0.6506099343881955,0.6666666666666666,1.0810810810810811,0,2,0.8720867972774807,False
6987,3,0.7017918871148945,0.6666666666666666,1.0222222222222221,0,1,0.9440219198746373,True
6989,2,0.5031578727086627,0.3333333333333333,1.0,0,2,0.670004167668792,False
6992,2,1.0000000000000004,1.0,1.0,1,1,1.0,True
6993,4,0.9034500934091728,1.0,1.0077519379844961,1,3,0.9500000000000001,False
6994,2,0.7421991109330303,0.8,1.1,1,1,0.9752281903998701,True
6995,2,0.7058975598146425,0.75,1.2,1,1,0.879670382777704,True
6997,4,0.5269540849865441,0.16666666666666666,1.0040660189747552,2,1,0.5557580999148681,False
6998,3,0.5546819317588098,0.3333333333333333,1.0101010101010102,1,1,0.7420859072617121,True
7000,4,0.7990290598956585,0.8333333333333334,1.0153846153846153,1,1,0.999583882812425,True
7001,4,0.6224175622414143,0.5714285714285714,1.0004244224822652,1,1,0.8703218123891776,True
7002,2,0.9999999999999998,1.0,1.00048480441172,1,1,1.0,True
7003,2,0.9124491501495524,1.0,1.0021962136165246,1,1,1.0,True
7004,2,0.819937960803341,0.5,1.0,1,1,0.9166666666666667,True
7006,4,0.7444561713839711,0.4,1.0002728016731837,1,1,0.8511955020217019,True
7007,3,0.31990961862491496,0.375,1.0,0,1,0.6588303127440112,False
7008,2,0.9231180275218034,1.0,1.0001815994370418,1,1,1.0,True
7010,3,0.6799667314571171,0.4,1.0101010101010102,0,1,0.8235571706244789,True
7012,4,0.48071240833589773,0.3333333333333333,1.0,2,1,0.6053846829376069,False
7014,4,0.8635140676993833,0.8,1.0014558689717925,0,1,1.0,True
7015,4,0.7769196028283262,0.5,1.0,0,1,0.9067750678788065,True
7016,2,0.8987446831559066,0.8333333333333334,1.0,1,1,1.0,True
7017,2,0.7016681357257102,1.0,1.0,1,1,0.9578577724538757,True
7018,2,0.9999999999999998,1.0,1.0,1,1,1.0,True
7020,3,0.7154775690099178,0.3333333333333333,1.0026767676767676,1,1,0.8109983232264727,True
7021,4,0.6126586017793356,0.5,1.0011969696969696,1,1,0.8363774960006677,True
7022,2,0.8480592653484856,0.8333333333333334,1.0,0,1,1.0,True
7024,3,0.7918654237025391,0.6,1.0101010101010102,1,1,0.9548470863487073,True
7025,4,0.5882188894660816,0.6666666666666666,1.1721611721611722,1,1,0.8153477780251461,True
7026,2,0.8328845220370545,0.5714285714285714,1.0101010101010102,1,1,0.9464285714285714,True
7027,4,0.8824417355821187,0.8,1.0,0,1,1.0,True
7028,3,0.5687017557230847,0.5,1.0009686793671295,1,1,0.8175388476908458,True
7029,4,0.8875051594651673,0.75,1.0,0,1,1.0,True
7030,3,0.9633850496224041,1.0,1.0,1,1,1.0,True
7031,2,0.8829892446515336,1.0,1.0101010101010102,0,1,1.0,True
7032,4,0.5647353032272052,0.3333333333333333,1.0,0,1,0.7463944950338816,True
7034,2,0.7630592230565859,0.4,1.0,0,1,0.8591682384528225,True
7035,3,0.7881280736098222,0.7142857142857143,1.001111111111111,1,1,0.9949120315470665,True
7036,3,0.4317287434074509,0.42857142857142855,1.0017454545454545,2,1,0.624074223365098,False
7037,4,0.6719152390847268,0.42857142857142855,1.0,0,1,0.8320112929410735,True
7038,4,0.606968705931288,0.4,1.0,0,1,0.7922723025419807,True
7039,2,0.7177213944198417,0.5,1.0,1,1,0.8814044071323132,True
7040,3,0.5133582619636642,0.5,1.0101010101010102,1,1,0.793820207508237,True
7042,3,0.8573882603131773,0.6,1.0,1,1,0.9583333333333333,True
7044,2,0.9999999999999998,1.0,1.0,1,1,1.0,True
7045,2,0.9012282132262657,0.6666666666666666,1.0,1,1,0.9861111111111112,True
7046,3,0.6838548530451969,0.625,1.0,1,1,0.9189735084479416,True
7048,3,0.6794245786501657,0.6666666666666666,1.0003181818181817,1,1,0.9344359305326106,True
7049,2,0.74238740211314,0.7142857142857143,1.0,0,1,0.9753088866199171,True
7050,3,0.6650791972985958,0.5714285714285714,1.1370355209896759,1,1,0.8086053702708268,True
7051,4,0.7360739125159732,0.6666666666666666,1.002047470994161,1,1,0.9587142164750997,True
7053,4,0.7029601364789498,0.7142857142857143,1.000606382172364,1,1,0.958411487062407,True
7054,2,0.7685340817730737,0.8333333333333334,1.0,1,1,0.9865146064741743,True
7056,3,0.5906587669857419,0.2857142857142857,1.136,0,1,0.6576632810891275,True
7057,4,0.7742214193110234,0.8,1.0,1,1,0.9889520368475815,True
7059,3,0.8603221717838472,0.8333333333333334,1.0008333333333332,0,1,1.0,True
7060,3,0.8059317044720463,0.5,1.0057142857142858,1,1,0.9166666666666667,True
7061,4,0.6325030499187858,0.42857142857142855,1.1363636363636365,1,1,0.7351203547270987,True
7062,2,0.6629635417803953,0.8333333333333334,1.000985819367559,0,2,0.8912700893344553,False
7063,3,0.8183219148058831,0.5,1.0097777777777779,1,1,0.9166666666666667,True
7066,4,0.5524845650919044,0.5714285714285714,1.0483870967741935,1,1,0.8403505278965304,True
7067,4,0.7841510795595238,0.6666666666666666,1.0,1,1,0.9793187166366213,True
7069,3,0.794014400347944,0.42857142857142855,1.0022747952684259,1,1,0.8843395049110236,True
7070,2,0.6395116773288158,0.5,1.0012132241431606,1,1,0.8478859569504449,True
7071,3,0.8464958284276332,0.75,1.0101010101010102,1,1,1.0,True
7072,3,0.9455235402363943,1.0,1.0,0,1,1.0,True
7074,2,0.8624521440141276,1.0,1.0101010101010102,1,1,1.0,True
7075,4,0.8447125167312906,0.6,1.0,0,1,0.9583333333333333,True
7077,3,0.8477479588415023,0.6666666666666666,1.0,0,1,0.9861111111111112,True
7078,2,0.877702878217248,0.6,1.0,1,1,0.9583333333333333,True
7081,3,0.6636959877173583,0.5,1.0101010101010102,1,1,0.8582506614026775,True
7082,4,0.6624928953378513,0.5714285714285714,1.0,0,1,0.8874969551447934,True
7083,2,1.0000000000000007,1.0,1.0010967400347932,1,1,1.0,True
7085,4,0.628358902713614,0.4,1.0,1,1,0.8014395297344061,True
7086,2,0.7298420252932134,0.3333333333333333,1.0,0,1,0.8171545187764566,True
7087,4,0.9535777589533492,1.0,1.0,0,1,1.0,True
7089,3,0.5273941668795366,0.2857142857142857,1.0,0,1,0.7105498810436108,True
7091,2,0.7607565300358894,0.75,1.0153846153846153,1,1,0.9831813700153811,True
7092,3,0.7386449857709692,0.625,1.0006060606060605,1,1,0.9424549939018441,True
7093,3,0.7402464027018643,0.5714285714285714,1.0057142857142858,0,1,0.9208198868722275,True
7095,3,0.5605856672489963,0.5,1.1474747474747475,1,1,0.7340605240590936,True
7096,4,0.5589677540158111,0.6,1.0018437165684109,1,1,0.8550337993401096,True
7097,3,0.8967321865446289,0.625,1.0000757575757575,0,1,0.96875,True
7099,3,0.7385059926689183,0.25,1.002047470994161,0,1,0.7861454254295364,True
7100,3,0.7457198375927464,0.5714285714285714,1.0015924774399028,0,1,0.9231656446826055,True
7103,2,1.0000000000000002,1.0,1.0,0,1,1.0,True
7104,3,0.7247320529580317,0.6666666666666666,1.0101010101010102,1,1,0.9538534195216961,True
7105,3,0.6667513622209486,0.8,1.0,1,1,0.9428934409518351,True
7106,2,0.8398984933047057,0.8571428571428571,1.0101010101010102,1,1,1.0,True
7107,2,0.8699360191627039,0.6666666666666666,1.0000757633154027,1,1,0.9861111111111112,True
7108,2,0.8597530677146621,0.6,1.0,0,1,0.9583333333333333,True
7109,4,0.9170478591443574,0.4,1.0,0,1,0.875,True
7111,2,0.7825469192860284,0.42857142857142855,1.0015924774399028,1,1,0.8794248701702028,True
7112,2,0.9164593849597195,1.0,12.0,1,1,0.8400000000000001,False
7113,4,0.7080445061089845,0.375,1.0015924774399028,1,1,0.8251738359514695,True
7114,2,0.7860493123159622,1.0,1.0,0,1,0.994021133849698,True
7115,2,0.8089499246047532,0.5,1.0,1,1,0.9166666666666667,True
7116,3,0.5637137653625927,0.2,1.0,1,1,0.6904011375363492,False
7117,2,0.7198665730352504,0.3333333333333333,1.0,2,1,0.7078793249516153,False
7118,2,0.9248270853147744,0.75,1.0,0,1,1.0,True
7120,2,0.4884664039925341,1.0,1.1111111111111112,1,1,0.7864856017110861,True
7121,3,0.6558396016753356,0.3333333333333333,1.0,1,1,0.7854391943687946,True
7122,2,0.6362349284409075,0.6,1.0,0,1,0.8881483026651509,True
7124,3,0.4965964060664401,0.2857142857142857,1.0,0,1,0.697350840695141,True
7125,4,0.7263984233694623,0.5714285714285714,1.0015924774399028,0,1,0.9148850385869125,True
7126,2,0.8648888290627785,0.8,1.0011280315848843,0,1,1.0,True
7127,2,0.8579167077046221,0.6,1.0012045454545455,1,1,0.9583333333333333,True
7130,2,0.9256232213806616,1.0,1.0,1,1,1.0,True
7131,3,0.8912795556031794,1.0,1.000985819367559,1,2,0.9500000000000001,False
7132,3,0.7913544547566421,0.6666666666666666,1.002047470994161,0,1,0.9824058774353863,True
7133,2,0.8002973282827618,0.42857142857142855,1.002047470994161,0,1,0.8869047619047619,True
7136,4,0.7684609428758116,0.6666666666666666,1.1008715232892707,1,1,0.8925943723436017,True
7137,2,0.9318727978251958,1.0,1.0,1,1,1.0,True
7138,3,0.6255565109682889,0.42857142857142855,1.0,1,1,0.8121432666054571,True
7139,3,0.7958573599813511,0.4,1.0,1,1,0.8732245828491505,True
7141,4,0.8935824475227434,1.0,1.0003030303030302,1,1,1.0,True
7142,2,0.860055680605853,1.0,1.0006822833750284,1,1,1.0,True
7143,2,0.9999999999999999,1.0,1.0,1,1,1.0,True
7145,4,0.5426711898963288,0.375,1.0,1,1,0.7542995575746172,True
7146,4,0.7468645227533529,0.6666666666666666,1.0,1,1,0.9633387637196908,True
7148,2,0.9396929461581108,1.0,1.0,0,1,1.0,True
7149,3,0.9375360909014249,0.75,1.0,1,1,1.0,True
7152,2,0.8930286333931557,0.8571428571428571,1.0,0,1,1.0,True
7154,3,0.8637638257865845,0.8,1.00030312215823,1,1,1.0,True
7156,2,0.4320670271060298,0.5,1.0,0,1,0.7589811068549652,True
7157,2,0.39981483058407064,0.5,1.0,0,1,0.7451587369169826,False
7159,3,0.6905089241874101,0.6666666666666666,1.0833499999999998,0,1,0.9391863643342868,True
7160,2,0.9526337125390963,1.0,1.0018214936247722,1,2,0.9500000000000001,False
7161,2,0.9457904303972215,1.0,1.0018214936247722,1,2,0.9500000000000001,False
