cid,size,min_cos,min_jac,size_ratio,n_brands,n_cats,confidence,likely_good
828,3,0.5957339641748268,0.5714285714285714,1.0570824524312896,0,1,0.8588859846463544,True
829,2,0.5311818149279445,0.5,1.0,0,1,0.8014588730643573,True
830,2,0.6598274832162564,0.5,1.0,0,1,0.8565927309022052,True
831,4,0.29380659339866005,0.3,1.0,0,2,0.5663933019327592,False
832,4,0.3116367760421742,0.4,1.0570824524312896,0,1,0.6657014754466462,False
833,3,0.7064519764408205,0.6,1.0570824524312896,0,2,0.8682413232365421,False
834,3,0.21028889627445754,0.25,1.0975609756097562,0,2,0.5097666698319104,False
835,3,0.8433917527746979,1.0,1.0222335803731153,1,1,1.0,True
836,4,0.8395900027924994,1.0,1.0222335803731153,1,1,1.0,True
837,4,0.5111465031316587,0.5,1.0,0,1,0.792872310865949,True
838,3,0.9085675332515372,1.0,1.0,1,1,1.0,True
839,4,0.23370260273937,0.5,1.0,0,2,0.6239677821263967,False
840,2,0.8358995549180511,0.8571428571428571,1.0416666666666667,0,1,1.0,True
841,3,0.692218006894281,0.625,1.0570824524312896,0,1,0.9225577172404062,True
842,3,0.917129679680847,1.0,1.0416666666666667,0,2,0.9500000000000001,False
843,3,0.7484014748980521,0.5555555555555556,1.0,1,1,0.9177011611996944,True
844,2,0.7336727568860976,0.7142857142857143,1.0338366107389778,1,1,0.9715740386654703,True
846,3,0.23560162851508393,0.2857142857142857,1.0570824524312896,0,1,0.5854959360302741,False
847,2,0.837694539370537,1.0,1.0,1,1,1.0,True
848,3,0.47631860374223156,0.42857142857142855,1.0570824524312896,0,1,0.7481841635085754,True
849,2,0.6473437459494158,0.75,1.0,0,1,0.9345758911211782,True
850,3,0.8880786301403775,1.0,1.0222335803731153,1,2,0.9500000000000001,False
851,3,0.7979397815643289,0.6,1.0,1,1,0.9574503825751886,True
853,2,0.5792473873912583,0.4444444444444444,1.0,0,1,0.798910255971915,True
854,4,0.7015778641140057,0.5714285714285714,1.0044444444444445,0,2,0.8542476560488598,False
855,2,0.5903665378680043,0.4444444444444444,1.0,0,1,0.8036756061762347,True
856,3,0.5387796450704643,0.3,1.0666666666666667,1,1,0.7213817526492466,True
857,2,0.945629473031854,1.0,1.0,1,1,1.0,True
858,2,1.0000000000000004,1.0,1.0,0,2,0.9500000000000001,False
859,3,0.7007005510925661,0.5714285714285714,1.25,1,2,0.693871664753957,False
860,3,0.8546670146061293,0.5,1.0294117647058822,0,2,0.8666666666666668,False
861,4,0.7796509084529537,1.0,1.0,0,2,0.9412789607655517,False
862,4,0.8377638100297995,0.6666666666666666,1.0,1,2,0.9361111111111112,False
863,4,0.6715090114257957,0.5555555555555556,1.0,1,1,0.884747248283013,True
864,3,0.7502845306411978,0.6666666666666666,1.0,1,1,0.9648044813859102,True
865,3,0.7148109590515921,0.6666666666666666,1.0338366107389778,1,1,0.949601522133222,True
866,4,0.581982463137722,0.3333333333333333,1.0,1,1,0.7537861349955317,True
867,4,0.8416016313668196,1.0,1.0,0,2,0.9500000000000001,False
868,2,0.8024482489911793,0.6,1.0666666666666667,1,1,0.9583333333333333,True
869,3,0.8199670660221204,1.0,1.0,0,2,0.9500000000000001,False
870,3,0.7765874668800988,0.6,1.0,0,2,0.8982993905676614,False
871,2,0.8355286415191159,0.75,1.0,1,2,0.9500000000000001,False
872,2,0.7678491208878402,0.6666666666666666,1.0,0,1,0.9723321629201855,True
873,3,0.8304462756653536,0.75,1.0,1,1,1.0,True
874,3,0.4255992113440903,0.2222222222222222,1.0,0,2,0.5904684450733932,False
875,2,0.7994493701937546,0.8,1.0,1,1,0.9997640157973233,True
876,3,0.6539939926266,0.8,1.0,0,1,0.9374259968399714,True
877,3,0.6686275007876042,0.2,1.0,1,1,0.7353641670042114,False
878,3,0.5810683811919636,0.2,1.0,1,1,0.6978388300346511,False
879,4,0.8324427221419535,0.6666666666666666,1.0,0,2,0.9361111111111112,False
880,2,0.8191803324965469,0.6666666666666666,1.0,1,1,0.9861111111111112,True
881,3,0.4701686885062601,0.2857142857142857,1.25,1,2,0.4760246760264924,False
882,3,0.4406706453335675,0.3333333333333333,1.25,1,2,0.48322392736517966,False
883,4,0.8346679160522656,0.6666666666666666,1.0,0,2,0.9361111111111112,False
884,4,0.5185515238630239,0.5,1.0,1,2,0.7460458911793914,False
885,2,0.674248478620109,0.3333333333333333,1.0,1,2,0.7433287130594118,False
886,2,0.9048875001113171,1.0,1.0285714285714285,0,1,1.0,True
887,3,0.45061783699168695,0.125,1.0,1,2,0.5606814539488183,False
888,3,0.6163071986800024,0.42857142857142855,1.0,0,2,0.7581792756247631,False
889,3,0.8109979432463903,0.3333333333333333,1.0,1,1,0.8472222222222222,True
890,3,0.7326096690743163,0.25,1.0,1,1,0.7836184296032784,True
891,3,0.9627958993499075,1.0,1.0,1,1,1.0,True
892,3,0.9391646045724742,1.0,1.0,1,1,1.0,True
893,3,0.9671416683091094,1.0,1.0,1,1,1.0,True
894,3,0.9648389653894975,1.0,1.0,1,1,1.0,True
895,2,0.9546666571338042,1.0,1.0,1,1,1.0,True
896,2,0.9046042104842283,1.0,1.0,1,1,1.0,True
897,2,0.8652182435709316,1.0,1.0,1,1,1.0,True
898,2,0.8782556695189379,0.8333333333333334,1.0,1,1,1.0,True
899,4,0.6230848183060018,0.42857142857142855,1.0,0,1,0.8110839697501913,True
900,3,0.7520582575873882,0.75,1.0,1,1,0.9794535389660235,True
901,4,0.7264739171910789,0.3333333333333333,1.0,1,2,0.7657110438755418,False
902,4,0.3357984787877684,0.2857142857142857,1.056,1,2,0.578437443289996,False
903,4,0.9559997918949179,1.0,1.0,0,2,0.9500000000000001,False
904,4,0.5837045479264658,0.5,1.0,1,1,0.8239686157780092,True
905,2,0.5030512796124456,0.4,1.0,0,1,0.7477362626910481,True
906,2,1.0000000000000002,1.0,1.0,1,1,1.0,True
907,3,0.8038566043926982,0.5555555555555556,1.0,0,1,0.9398148148148149,True
908,3,0.7047142893327011,0.8,1.06,1,1,0.9591632668568719,True
909,4,0.6841377623233003,0.5,1.0,0,1,0.8670114219480811,True
910,4,0.49551442656973504,0.5,1.1333333333333333,0,1,0.7061728494822673,True
911,4,0.1726842669872285,0.14285714285714285,1.0463636363636364,2,1,0.39400754299452645,False
912,3,0.9717796190152915,1.0,1.0,0,1,1.0,True
913,2,0.8273555551897145,0.8888888888888888,1.0169491525423728,1,1,1.0,True
914,4,0.5029110467888469,0.14285714285714285,2.127659574468085,1,1,0.48053330576664866,False
915,3,0.6490659261203382,0.8,1.0166666666666666,0,1,0.9353139683372877,True
916,4,0.27590883281877215,0.16666666666666666,1.6666666666666667,0,2,0.34316727755725157,False
917,3,0.6617507118335078,0.375,1.035294117647059,0,1,0.8053336384048366,True
918,2,0.8265473720483806,0.875,1.015625,1,1,1.0,True
919,2,0.837067970020796,1.0,1.0,0,1,1.0,True
920,4,0.6272131412532421,0.375,1.0526315789473684,1,1,0.7905318224418657,True
921,3,0.6990442710767759,0.2,1.0,0,1,0.7483999256995706,False
922,3,0.8748745426287555,1.0,1.0311936065996392,2,1,0.895,False
923,4,0.5571515151953977,0.3333333333333333,1.0526315789473684,1,1,0.743144300163107,True
924,4,0.7182110182319831,0.5,1.0,0,1,0.8816142459089451,True
925,2,0.8433649740866229,0.75,1.0,0,1,1.0,True
926,3,0.6293037656990125,0.16666666666666666,1.0,0,1,0.7046222487916403,False
927,4,0.6376887713910288,0.5,1.0,0,1,0.8471047115485362,True
928,2,0.8423240292651135,1.0,1.0,0,1,1.0,True
929,4,0.3730700825668377,0.3333333333333333,1.0,0,1,0.6642522576080098,False
930,4,0.568220731249493,0.5,1.0,0,1,0.8173326943450208,True
931,3,0.6253708874200192,0.45454545454545453,1.0285714285714285,2,1,0.7178862244787096,False
932,4,0.7938470224889462,1.0,1.0,1,2,0.9473630096381199,False
933,3,0.8708513249355279,0.7142857142857143,1.0,1,1,1.0,True
934,3,0.5948057992966852,0.375,1.0,1,1,0.7766429616033412,True
935,3,0.5965012415826454,0.375,1.0,1,1,0.7773695797258957,True
936,3,0.8650443393701138,0.7142857142857143,1.0,1,1,1.0,True
938,3,0.9175566355067062,0.7142857142857143,1.0,1,1,1.0,True
939,3,0.8302857703423749,0.5,1.0,1,1,0.9166666666666667,True
941,2,0.7435204407185844,0.8,1.0,1,1,0.9757944745936791,True
942,3,0.6938413976928388,0.3333333333333333,1.0,0,1,0.801725678376296,True
943,3,0.804355654498673,1.0,1.0,1,1,1.0,True
944,2,0.8409023886322275,0.5555555555555556,1.0057142857142858,0,1,0.9398148148148149,True
945,3,0.5921232826734574,0.42857142857142855,1.0294117647058822,0,1,0.7978147401933866,True
946,2,0.841701183079636,1.0,1.0,0,1,1.0,True
947,3,0.6827912985640388,0.5,1.0857142857142856,1,1,0.8664343660512548,True
948,3,0.7743811175760515,0.5714285714285714,1.0,1,1,0.9354490503897364,True
949,2,0.8359963336375438,0.6,1.0,0,1,0.9583333333333333,True
950,4,0.0,0.0,1.1,0,1,0.44999999999999996,False
951,4,0.4412807847968446,0.4,1.1875,0,1,0.641263193484362,True
952,4,0.700054071210566,0.5,1.0,1,1,0.8738326971854806,True
953,2,0.7252593627750635,0.8,1.0,1,1,0.96796829833217,True
954,2,0.7376904621744198,0.6,1.0,1,1,0.9316292456937989,True
955,2,0.3450897922944593,0.4,1.0,0,1,0.6800384824119111,False
956,2,0.8003183186100583,0.0,1.0625,0,1,0.75,False
957,2,0.47035044889786876,0.6666666666666666,1.0,0,1,0.8448327320673406,True
958,3,0.0,0.0,1.1,1,2,0.39999999999999997,False
959,4,0.5918770069171957,0.6,1.0,0,1,0.8691377648692744,True
960,4,0.6393307359751893,0.6,1.0,0,1,0.8894750773227003,True
961,4,0.6238806196995775,0.6,1.0,0,1,0.8828535989188666,True
962,2,0.7678626114739108,0.6666666666666666,1.0,0,1,0.9723379445999301,True
963,4,0.7599542753134774,0.8333333333333334,1.0,2,1,0.8778375465629189,False
964,4,0.13515551201601972,0.125,1.0315186246418337,0,2,0.42548331467353223,False
965,4,0.33991248425850795,0.25,1.25,1,2,0.4053196361107891,False
966,3,0.8964299411687465,1.0,1.0,1,1,1.0,True
967,2,0.9999999999999999,1.0,1.0,0,1,1.0,True
968,2,0.7864304001411356,1.0,1.0,1,1,0.9941844572033438,True
969,4,0.840100378394342,0.5,1.0,2,1,0.8116666666666668,False
970,4,0.9474039374259253,1.0,1.0,1,2,0.9500000000000001,False
971,4,0.7986137287779321,0.5,1.0,2,1,0.8110725504286376,False
972,4,0.6382436183738812,0.5,1.0,0,1,0.8473425031126158,True
973,4,0.6613421953924198,0.5,1.0112359550561798,1,1,0.857241893263418,True
974,4,0.6606487872886417,0.6666666666666666,1.0,0,1,0.9263891628062433,True
975,4,0.44488856773633295,0.2857142857142857,1.0133333333333334,0,1,0.6751903385536665,True
976,2,1.0000000000000004,1.0,1.0023866348448687,1,1,1.0,True
977,3,0.9568378132535379,1.0,1.0020876826722338,2,1,0.895,False
978,2,0.6085521499159138,0.5,1.0,0,1,0.8346175880592013,True
979,4,0.6078547280464818,0.8,1.0256410256410255,1,1,0.9176520263056351,True
980,2,0.8682320988085148,1.0,1.0,0,1,1.0,True
981,4,0.7996460446863402,0.75,1.0,0,1,0.9998483048655744,True
982,2,0.9662737941723015,1.0,1.0,1,1,1.0,True
983,3,0.7284533145278567,0.75,1.0,2,1,0.864337134797653,False
984,2,0.7973028344647116,0.8,1.0133333333333334,2,1,0.893844071913448,False
985,3,0.499844149221509,0.2857142857142857,1.2222222222222223,1,1,0.538742730618742,False
986,3,0.6917685617262496,0.25,1.0142857142857142,0,1,0.7661150978826784,True
987,3,0.3482199750140034,0.16666666666666666,1.0218978102189782,0,1,0.5841577670694935,False
988,4,0.39941228335772844,0.2857142857142857,1.0006901311249137,0,1,0.6557005023914074,False
989,3,0.834972201820949,0.6,1.0,0,1,0.9583333333333333,True
990,4,0.4387830925889405,0.6,1.0,0,1,0.8035260873000221,True
991,3,0.3676183198910819,0.2857142857142857,1.0,0,1,0.6420745180485589,False
993,4,0.8259431794091495,0.625,1.0,1,2,0.9187500000000001,False
994,4,0.3661170402917489,0.16666666666666666,1.0,0,1,0.591827937902813,False
995,4,0.6440634523279545,0.6666666666666666,1.0,0,2,0.869281162108806,False
996,4,0.7658128348312395,0.5,1.2,1,1,0.8220150244514837,True
997,3,0.36633321120192336,0.25,1.0,0,1,0.6266428048008242,False
998,4,0.3732692530439674,0.2,1.0,0,1,0.6087820608283669,False
999,2,0.2954963835440994,0.0,1.0,0,1,0.5337841643760426,False
1000,2,0.8768417561825289,1.0,1.1333333333333333,0,2,0.8700000000000001,False
1001,3,0.44230166237282165,0.25,1.0,0,1,0.659200712445495,True
1002,2,0.5693267347859722,0.4,1.0,0,2,0.7261400291939882,False
1003,2,0.6907859229670563,0.3333333333333333,1.0,0,1,0.8004161892081035,True
1004,3,0.797220890118746,1.0,1.0666666666666667,0,2,0.948808952908034,False
1006,3,0.8150722946136741,1.0,1.0,0,2,0.9500000000000001,False
1007,3,0.8449879273966986,0.6666666666666666,1.0294117647058822,1,1,0.9861111111111112,True
1008,4,0.6283910955220628,0.4,1.4,1,1,0.6414533266523127,False
1009,3,0.8954188656799451,1.0,1.015625,1,1,1.0,True
1010,2,0.45793087299943386,0.75,1.0,0,1,0.8533989455711859,True
1011,2,0.7485246962832709,0.6,1.0,1,1,0.9362724888833065,True
1012,2,0.8068536665728858,0.6666666666666666,1.0,0,1,0.9861111111111112,True
1013,4,0.5654187315553378,0.3333333333333333,1.0,1,1,0.7466873928887956,True
1014,4,0.3671445358622789,0.25,1.25,0,1,0.46699051536954816,False
1015,4,0.8312454736068315,0.8333333333333334,1.0,1,1,1.0,True
1016,2,0.8198801821770769,0.5,1.0294117647058822,2,1,0.8116666666666668,False
1017,4,0.8256543776613704,0.8,1.0,1,1,1.0,True
1018,4,0.6871386879729395,0.6,1.0,2,1,0.8049641996074504,False
1019,2,0.8840803926293419,0.8,1.0,1,1,1.0,True
1020,4,0.8779414689650544,0.6666666666666666,1.0,1,1,0.9861111111111112,True
1021,4,0.6728327117866918,0.3333333333333333,1.0,0,1,0.7927219558450902,True
1022,2,0.8466330194477493,0.6666666666666666,1.0,2,1,0.8811111111111112,False
1023,2,0.8434774521720926,0.7142857142857143,1.0,2,1,0.895,False
1024,3,0.7441577616041793,0.5714285714285714,1.0,0,1,0.9224961835446484,True
1025,3,0.739463439076121,0.8,1.0,1,1,0.9740557596040518,True
1026,4,0.957159444092989,1.0,1.0,0,1,1.0,True
1027,3,0.2290488766063126,0.2,1.0,2,1,0.44197332806937206,False
1028,4,0.31417009280240304,0.4,1.0,0,1,0.6667871826296013,False
1029,4,0.36924674946011643,0.4,1.3333333333333333,0,1,0.5303914640543357,False
1030,3,0.678609352755342,0.75,1.0,0,1,0.9479754368951465,True
1031,3,0.5533571752286145,0.6666666666666666,1.0,0,1,0.880407043351946,True
1032,4,0.6386455096874193,0.5,1.0,2,1,0.7425147422469893,False
1033,4,0.6994180233617212,0.5,1.0,2,1,0.7685601052502615,False
1034,4,0.7412782863527403,0.8,1.0012463647694225,0,2,0.9248335512940317,False
1035,2,0.815995998872356,1.0,1.0,0,1,1.0,True
1036,3,0.7810509944950026,1.0,1.0160427807486632,1,1,0.9918789976407154,True
1037,2,0.8449797627690547,1.0,1.0,0,1,1.0,True
1038,4,0.6690538733373234,0.6,1.0,2,1,0.7972135647636148,False
1039,3,0.3437816590158891,0.2,1.0,2,1,0.4911445205306192,False
1040,4,0.7129769763625283,0.5,1.0,2,1,0.7743710851077503,False
1041,3,0.2872120465439694,0.2,1.0,1,1,0.5719004008997964,False
1042,2,0.9028043942423363,0.75,1.0,1,1,1.0,True
1043,2,0.8941722538759506,0.75,1.0,1,1,1.0,True
1044,2,0.8792540822160038,0.75,1.0,1,1,1.0,True
1045,2,0.8781908802659334,0.75,1.0,1,1,1.0,True
1046,2,0.8052444077146524,1.0,1.0,0,1,1.0,True
1047,2,0.8394218616049818,0.75,1.0,1,1,1.0,True
1048,2,0.8849525185891921,0.75,1.0,1,1,1.0,True
1049,3,0.22631387224853813,0.14285714285714285,1.0,2,1,0.41699165953508777,False
1050,4,0.9281675460486635,1.0,1.0240963855421688,1,1,1.0,True
1051,2,0.6581654716859449,1.0,1.0142857142857142,0,1,0.9392137735796906,True
1052,4,0.9644863495229133,1.0,1.0,1,1,1.0,True
1053,2,0.37645764084869154,1.0,1.04,0,1,0.8184818460780107,False
1054,4,0.699997425654939,0.6,1.0,0,1,0.91547508718545,True
1055,3,0.7403780801984784,0.5,1.0,2,1,0.7861144153231574,False
1056,2,0.831336049172024,0.75,1.0,0,1,1.0,True
1057,2,0.8633212259124193,0.8571428571428571,1.0240963855421688,1,1,1.0,True
1058,2,0.8859311961728356,1.0,1.0101010101010102,1,1,1.0,True
1059,3,0.708534546004841,0.75,1.0256410256410255,0,1,0.9608005197163605,True
1060,3,0.5717547739409485,0.5,1.0,0,1,0.8188472840699303,True
1061,2,0.925311666467185,0.8571428571428571,1.0,0,1,1.0,True
1062,3,0.8615362718914652,0.7142857142857143,1.0149253731343284,1,1,1.0,True
1063,3,0.32708412072724397,0.4444444444444444,1.0476190476190477,0,1,0.6908402845444802,False
1064,3,0.5271178888898569,0.5,1.0,1,1,0.7997171904766054,True
1065,2,0.14445982670133767,0.3333333333333333,1.0,0,1,0.5662764336656526,False
1066,4,0.7761823051102519,0.75,1.0,1,1,0.9897924164758223,True
1067,4,0.9411242818459418,1.0,1.0,1,1,1.0,True
1068,3,0.37281874363304335,0.4,1.0185185185185186,0,1,0.6919223186998757,False
1069,2,0.5908371160126553,0.4444444444444444,1.0,1,1,0.8038772825239422,True
1070,2,0.9381924965227607,1.0,1.0,0,1,1.0,True
1071,4,0.9290280602830314,1.0,1.0,1,1,1.0,True
1072,4,0.8919396271610709,1.0,1.0588235294117647,1,1,1.0,True
1073,2,0.809335353109553,0.75,1.0,0,1,1.0,True
1074,4,0.9555403345998027,1.0,1.0294117647058822,1,1,1.0,True
1075,3,0.7702075163710194,1.0,1.004,0,1,0.9872317927304368,True
1076,3,0.906759762505203,1.0,1.000322684737012,1,1,1.0,True
1077,4,0.4893649319311215,0.5,1.0,1,1,0.7835373517800045,True
1078,3,0.7327264019021511,0.8,1.0,0,1,0.9711684579580648,True
1079,4,0.19838165465029273,0.16666666666666666,1.0,1,1,0.5199413440564746,False
1080,2,0.9703042966775022,1.0,1.0,1,1,1.0,True
1081,2,0.7562881928097552,0.6666666666666666,1.002857142857143,2,1,0.8623774794581491,False
1082,3,0.8267363285191812,0.75,1.0,0,1,1.0,True
1083,3,0.9218036721874153,1.0,1.0,0,1,1.0,True
1084,3,0.5629200616262238,0.7142857142857143,1.0216346153846154,1,2,0.8483943121255245,False
1085,2,0.3154290956576155,0.6666666666666666,1.0,0,1,0.7784378663929463,False
1086,2,0.6922448473810552,0.5,1.0,0,1,0.8704858869728331,True
1087,3,0.8422251216035719,0.8,1.0,1,1,1.0,True
1088,3,0.968320501847411,1.0,1.0,1,1,1.0,True
1090,4,0.7148415332106035,0.5,1.0,1,1,0.8801701808997825,True
1091,4,0.6461480969122614,0.5,1.1,0,1,0.8507301367719216,True
1092,3,0.4038855220838761,0.25,1.0,0,1,0.6427366523216612,True
1093,4,0.9694028555369054,1.0,1.0,1,1,1.0,True
1095,2,0.7941317634611323,0.8,1.0,0,1,0.9974850414833425,True
1096,2,0.4650738470251177,0.75,1.0,0,1,0.8564602201536219,True
1097,4,0.6909553730517884,0.6,1.0,0,1,0.9115999217840998,True
1098,2,0.9763204050652904,1.0,1.0,1,1,1.0,True
1099,2,1.0000000000000002,1.0,1.0,1,1,1.0,True
1100,4,0.6418628955299425,0.3333333333333333,1.1013215859030836,0,1,0.6994491774493404,True
1101,3,0.6919314470811649,0.6,1.0,0,1,0.9120182392252612,True
1102,2,0.8678281171240971,0.7142857142857143,1.008888888888889,1,1,1.0,True
1103,4,0.5078005278367151,0.375,1.0,2,1,0.634354988120497,False
1104,2,0.7818608451144691,0.6666666666666666,1.1013215859030836,0,1,0.8983371875887407,True
1105,2,0.8920928677202359,1.0,1.0,0,1,1.0,True
1106,4,0.4967177771462862,0.5,1.0,0,1,0.7866885711579321,True
1107,3,0.5855926283879489,0.5,1.0,0,1,0.8247777931186449,True
1108,3,0.8370309076922289,0.8,1.0,1,1,1.0,True
1109,4,0.5065476079723904,0.5,1.0,0,1,0.7909013557976912,True
1110,2,0.6795533907643337,0.5555555555555556,1.0,1,1,0.8881948394281007,True
1111,4,0.5543407097674996,0.3333333333333333,1.0,1,1,0.7419396692654363,True
1112,2,0.8705706453063936,0.8,1.0,1,1,1.0,True
1113,3,0.3776436574284907,0.2222222222222222,1.0,0,1,0.6199160648238505,False
1114,2,0.7374516159857172,0.75,1.0,0,1,0.9731935497081645,True
1115,3,0.7321013573778758,0.7142857142857143,1.0,2,1,0.8659005817333754,False
1116,3,0.808891004041007,0.8,1.008888888888889,2,1,0.895,False
1117,2,0.9999999999999999,1.0,1.0,1,1,1.0,True
1118,3,0.6135765740379316,0.5,1.0,1,1,0.836770912682923,True
1119,2,0.9155941588236061,0.6666666666666666,1.0,0,1,0.9861111111111112,True
1120,2,0.7584292346287913,0.6,1.0,1,1,0.9405172910313868,True
1121,2,0.7794670699694956,0.6,1.0,2,1,0.8445335061774029,False
1122,3,0.9587058155656522,1.0,1.0,0,1,1.0,True
1123,4,0.8525710824468635,1.0,1.0091743119266054,2,1,0.895,False
1124,4,0.3851530033575191,0.2857142857142857,1.0344444444444443,2,1,0.5445893823913177,False
1125,2,0.616566818389541,0.4,1.1428571428571428,0,1,0.7163857793098033,True
1126,3,0.640116489066233,0.7142857142857143,1.0,2,1,0.8264784953140999,False
1127,2,0.9462190524121389,1.0,1.0,0,1,1.0,True
1128,3,0.3784313487481094,0.3333333333333333,1.0,2,1,0.5615499431142691,False
1129,2,0.8666167000196859,1.0,1.0,0,1,1.0,True
1130,4,0.6648843932319325,0.6,1.0,2,1,0.7954266447184473,False
1131,4,0.24498345864252447,0.2857142857142857,1.24,2,1,0.32451672037060575,False
1132,2,0.9943221474112754,1.0,1.0,0,1,1.0,True
1133,2,0.9148328704350622,1.0,1.0,2,1,0.895,False
1135,3,0.46135333828431,0.4,1.0,0,2,0.6798657164075615,False
1136,4,0.6085015910527256,0.6,1.0,0,2,0.8262625866416444,False
1137,4,0.6847051341046702,0.75,1.0,0,2,0.9005879146162873,False
1138,2,0.8714733641417665,0.75,1.0,1,2,0.9500000000000001,False
1139,4,0.7508770329839033,0.6666666666666666,1.0,1,2,0.9150584109613554,False
1140,4,0.9451472576260889,1.0,1.0,1,3,0.9500000000000001,False
1141,4,0.9198895516217607,0.8,1.1428571428571428,1,3,0.8700000000000001,False
1142,4,0.9603231554570463,1.0,1.0,1,3,0.9500000000000001,False
1143,3,0.9576241486963455,1.0,1.0,1,3,0.9500000000000001,False
1144,2,0.696401962899528,0.6666666666666666,1.0,0,1,0.941711952353766,True
1145,3,0.5962233706070375,0.6,1.0,0,2,0.8210004921649209,False
1146,3,0.8157101356934897,1.0,1.0,0,2,0.9500000000000001,False
1147,3,0.9213091740347126,1.0,1.0,1,2,0.9500000000000001,False
1149,4,0.9575013222949132,1.0,1.0,1,3,0.9500000000000001,False
1150,4,0.710686747550933,0.5,1.0,1,2,0.8283895584742095,False
1151,3,0.8318465166876954,0.6666666666666666,1.1111111111111112,1,3,0.8561111111111112,False
1152,2,0.9762559533440102,1.0,1.0,0,2,0.9500000000000001,False
1153,4,0.4188041891249456,0.4,1.0,0,3,0.6616303667678339,False
1154,2,0.7609778445658391,0.8,1.0,0,1,0.9832762190996454,True
1155,4,0.753654924283127,0.6,1.0,0,2,0.8884711580261021,False
1156,2,0.9194433910200066,1.0,1.0285714285714285,0,1,1.0,True
1157,4,0.5499157877114244,0.4,1.1029411764705883,0,1,0.6878210518763248,True
1158,2,0.9529427269134214,1.0,1.0,0,1,1.0,True
1159,3,0.7704401839455058,0.75,1.0461538461538462,0,1,0.9873315074052167,True
1160,4,0.7369838949946758,0.5,1.008888888888889,0,1,0.8896597645215278,True
1161,2,0.8735825152767235,0.75,1.0,1,1,1.0,True
1162,3,0.9739984829735571,1.0,1.0,1,1,1.0,True
1163,4,0.5490164454061665,0.16666666666666666,1.0,1,1,0.6702133972375635,False
1164,4,0.7458519043223918,0.75,1.0,0,1,0.976793673281025,True
1165,4,0.3752056393644121,0.3,1.0,2,1,0.5462786073466528,False
1166,4,0.9889845195202468,1.0,1.0570824524312896,1,1,1.0,True
1167,3,0.36542875860951424,0.5714285714285714,1.0,2,1,0.6551837536897918,False
1168,4,0.5050824890813819,0.3,1.0,0,1,0.7069401143682112,True
1169,2,0.8302108842341406,0.8333333333333334,1.0,0,1,1.0,True
1170,3,0.4553321911695498,0.4,1.0,1,1,0.7272852247869499,True
1171,4,0.303301235099438,0.2857142857142857,1.0,0,1,0.6145100531378543,False
1172,4,0.3605152642403543,0.4444444444444444,1.0199916001679965,2,2,0.5501679174786704,False
1173,2,0.7595362353318257,1.0,1.0119166666666666,2,1,0.8776583865707825,False
1174,4,0.5824299663050629,0.5,1.0101111111111112,1,1,0.8234223665116938,True
1175,2,0.9699913761497089,1.0,1.0,1,1,1.0,True
1176,4,0.6874781768615239,0.5555555555555556,1.0133423408208073,1,1,0.8915911763268964,True
1177,4,0.36997157934986136,0.25,1.145137420718816,0,1,0.5482021054356548,False
1178,3,0.7994231513785741,0.75,1.0,1,1,0.999752779162246,True
1179,3,0.6581430597347485,0.7142857142857143,1.0,2,1,0.8342041684577495,False
1180,3,0.8512526737308976,0.875,1.0,0,1,1.0,True
1181,4,0.6749650959428474,0.625,1.0199916001679965,2,1,0.8101636125469347,False
1182,4,0.6250200391129463,0.625,1.0199916001679965,2,1,0.7887585881912629,False
1183,4,0.27394886652434786,0.3333333333333333,1.0199916001679965,2,1,0.5167717364469427,False
1184,4,0.3962218246630681,0.3333333333333333,1.0570824524312896,0,1,0.6741744327921085,False
1185,2,0.969554007828297,1.0,1.0,1,1,1.0,True
1186,4,0.2657142674025557,0.42857142857142855,1.0,2,1,0.5529251622201429,False
1187,2,0.6172518676985949,0.5,1.0,1,1,0.838346038537493,True
1188,2,0.9774602483544513,1.0,1.0,1,1,1.0,True
1189,4,0.7955817485848697,1.0,1.0,1,1,0.9981064636792298,True
1190,2,0.8300969527041562,0.7777777777777778,1.0,1,1,1.0,True
1191,2,0.8240349025570921,1.0,1.0,1,1,1.0,True
1192,3,0.9849475720794936,1.0,1.0,1,1,1.0,True
1194,3,0.4292987492462974,0.42857142857142855,1.0,2,1,0.6230327972960322,False
1195,3,0.5953469209360812,0.5,1.0,1,1,0.8289582042107015,True
1196,4,0.9743637597155173,1.0,1.0,1,1,1.0,True
1197,3,0.7044385353935708,0.6666666666666666,1.0,1,1,0.9451561977083558,True
1199,2,0.936742667436417,0.75,1.0,1,1,1.0,True
1200,4,0.4823721572567909,0.4,1.0570824524312896,0,1,0.7388737816814818,True
1201,4,0.6321420859605213,0.3333333333333333,1.0,1,1,0.7752831162053029,True
1202,4,0.6124545977002146,0.5,1.0,1,1,0.8362900656810444,True
1203,4,0.7700108443126281,1.0,1.0,2,1,0.8821475047054121,False
1204,4,0.7849227571774257,1.0,1.0,0,1,0.993538324504611,True
1205,3,0.7842409790148791,1.0,1.0,0,1,0.9932461338635197,True
1206,4,0.8124520867886543,1.0,1.0,2,1,0.895,False
1208,4,0.5872110840348459,0.6,1.034851851851852,1,1,0.8671380836339816,True
1209,3,0.8765048205530326,1.0,1.0,1,1,1.0,True
1210,2,0.9033976001549235,1.0,1.0,1,1,1.0,True
1211,2,0.7615090236027935,0.5,1.0,1,1,0.9001705339250068,True
