cluster_id,product_idx,supermarket,names,category,known_brand_clean,own_brand,tier_type,unit_value,unit_type,pack_quantity,core_product_name,normalized_name,prices_(£),prices_unit_(£),product_type,cluster_size,n_supermarkets,match_type,avg_pairwise_score
149,140,Sains,Science in Sport Beta Fuel Orange Energy Drink 82g,free-from,Science In Sport,False,,82.0,g,,Beta Fuel Orange Energy Drink,beta fuel orange energy drink,2.0,24.4,branded,1,1,branded,
150,141,Sains,Sainsbury's Large Garlic,fresh_food,,True,standard,,,,Large Garlic,large garlic,0.55,0.55,own_brand,1,1,own_brand,
151,142,Sains,Edizione 789 Di Mondelli Prosecco 75cl,drinks,,False,,750.0,ml,,Edizione 789 Di Mondelli Prosecco,edizione 789 di mondelli prosecco,6.25,8.31,unbranded,1,1,unbranded,
152,143,Sains,Tony's Chocolonely Milk Chocolate 242g,food_cupboard,,False,,242.0,g,,Tony's Chocolonely Milk Chocolate,tony s chocolonely milk chocolate,12.0,49.6,unbranded,1,1,unbranded,
153,144,Morrisons,Morrisons BBQ Chicken Drums,fresh_food,,True,standard,1000.0,g,,BBQ Chicken Drums,bbq chicken drums,4.25,4.25,own_brand,1,1,own_brand,
154,145,Morrisons,Morrisons 2 Fresh Bake Pork Sausage Rolls,fresh_food,,True,standard,148.0,g,,2 Fresh Bake Pork Sausage Rolls,2 fresh bake pork sausage rolls,0.99,6.69,own_brand,1,1,own_brand,
155,146,Sains,Pukka Vegan No Steak Slice 170g,free-from,Pukka,False,,170.0,g,,No Steak Slice,no steak slice,1.25,7.35,branded,1,1,branded,
156,147,Sains,Sainsbury's Frozen Peach & Nectarine Slices 450g,fresh_food,,True,standard,450.0,g,,Frozen Peach and Nectarine Slices,frozen peach and nectarine slices,2.5,5.56,own_brand,1,1,own_brand,
157,148,Morrisons,Morrisons The Best Aged Red Leicester,fresh_food,,True,premium,300.1,g,,Aged Red Leicester,aged red leicester,3.49,11.63,own_brand,1,1,own_brand,
158,149,Morrisons,This Isn't Chicken Plant-Based Chicken Pieces,fresh_food,,False,,369.9,g,,This Isn't Chicken Chicken Pieces,this isn t chicken chicken pieces,3.0,8.11,unbranded,1,1,unbranded,
159,150,Sains,Califia Farms Oat Drink Barista Blend 1L,food_cupboard,,False,,1000.0,ml,,Califia Farms Oat Drink Barista Blend,califia farms oat drink barista blend,2.1,2.1,unbranded,1,1,unbranded,
160,151,ASDA,Shalimar Balti Mix 200g,food_cupboard,,False,,200.0,g,,Shalimar Balti Mix,shalimar balti mix,0.75,3.8,unbranded,1,1,unbranded,
161,152,Sains,Grant's Triple Wood Blended Scotch Whisky 1L,drinks,,False,,1000.0,ml,,Grant's Triple Wood Blended Scotch Whisky,grant s triple wood blended scotch whisky,18.0,18.0,unbranded,1,1,unbranded,
162,153,Tesco,Tesco Lamb Whole Leg Joint,fresh_food,,True,standard,2000.0,g,,Lamb Whole Leg Joint,lamb whole leg joint,26.0,13.0,own_brand,1,1,own_brand,
163,154,Sains,Orion Choco Boy Chocolate Biscuits 36g,free-from,,False,,36.0,g,,Orion Choco Boy Chocolate Biscuits,orion choco boy chocolate biscuits,1.1,30.6,unbranded,1,1,unbranded,
164,155,Sains,Fever-Tree Premium Indian Tonic Water 8 x 150ml (Sugar levy applied),drinks,Fever-Tree,False,,1200.0,ml,8.0,Premium Indian Tonic Water (Sugar levy applied),premium indian tonic water sugar levy applied,5.25,4.4,branded,1,1,branded,
165,156,Morrisons,Morrisons Savers Fruit Cocktail Trifle,fresh_food,,True,value,114.0,g,,Fruit Cocktail Trifle,fruit cocktail trifle,0.49,4.3,own_brand,1,1,own_brand,
166,157,Tesco,Mcvitie's 8 Toasting Waffles Chocolate 200G,bakery,Mcvitie'S,False,,200.0,g,,8 Toasting Waffles Chocolate,8 toasting waffles chocolate,1.4,7.0,branded,1,1,branded,
167,158,Morrisons,UFIT Chocolate Protein,drinks,Ufit,False,,250.0,ml,,Chocolate Protein,chocolate protein,1.15,4.6,branded,1,1,branded,
168,159,ASDA,Hobgoblin Gold Beer,drinks,Hobgoblin,False,,2272.7,ml,,Gold Beer,gold beer,6.0,2.64,branded,1,1,branded,
169,160,ASDA,ASDA Free From Brown Sauce,free-from,,True,dietary,297.6,g,,Brown Sauce,brown sauce,1.25,4.2,own_brand,1,1,own_brand,
170,161,Sains,Mazola Pure Corn Oil 1L,food_cupboard,,False,,1000.0,ml,,Mazola Pure Corn Oil,mazola pure corn oil,2.55,2.6,unbranded,1,1,unbranded,
171,162,Tesco,Bio&Me Super Berry Gut Loving Granola 360g,food_cupboard,,False,,360.0,g,,and Me Super Berry Gut Loving Granola,and me super berry gut loving granola,2.95,8.2,unbranded,1,1,unbranded,
172,163,Morrisons,Pek Chopped Pork Gold,food_cupboard,Pek,False,,170.1,g,,Chopped Pork Gold,chopped pork gold,1.99,11.7,branded,1,1,branded,
173,164,Morrisons,Aashirvaad Phulka Roti,food_cupboard,Aashirvaad,False,,362.9,g,,Phulka Roti,phulka roti,2.25,6.2,branded,1,1,branded,
174,165,Sains,Plant Pioneers Vegan No Chicken Sweet & Sour with Tofu Fried Rice Ready Meal for 1 400g,free-from,,False,,400.0,g,,Plant Pioneers No Chicken Sweet and Sour with Tofu Fried Rice for 1,plant pioneers no chicken sweet and sour with tofu fried rice for 1,3.5,8.75,unbranded,1,1,unbranded,
175,166,Tesco,Tesco Beef Casserole 392G,food_cupboard,,True,standard,392.0,g,,Beef Casserole,beef casserole,2.4,6.12,own_brand,1,1,own_brand,
176,167,ASDA,Wrigley's Extra Cool Breeze Sugar Free Chewing Gum Sugar Free 3 x 9 Pieces,food_cupboard,Wrigley'S,False,,37.8,g,9.0,Extra Cool Breeze Chewing Gum 3 Pieces,extra cool breeze chewing gum 3 pieces,1.4,37.0,branded,1,1,branded,
177,169,Sains,Sainsbury's Steamed ASC Scottish Salmon Portions x2 180g (Ready to eat),free-from,,True,standard,180.0,g,2.0,Steamed ASC Scottish Salmon Portions,steamed asc scottish salmon portions,5.5,30.6,own_brand,1,1,own_brand,
178,170,Morrisons,Grace Original Aloe Vera Juice Drink,food_cupboard,Grace,False,,496.2,ml,,Original Aloe Vera Juice Drink,original aloe vera juice drink,1.29,2.6,branded,1,1,branded,
179,171,ASDA,COOK by ASDA Chopped Garlic,food_cupboard,,True,standard,55.6,g,,Chopped Garlic,chopped garlic,1.0,18.0,own_brand,1,1,own_brand,
180,173,Sains,"Twinings Spiced Ginger Tea, 20 Tea Bags",food_cupboard,Twinings,False,,35.0,g,20.0,Spiced Ginger Tea,spiced ginger tea,2.25,64.3,branded,1,1,branded,
181,174,Tesco,Simply Cook Creamy Tuscan Sausage Pasta R/Kit 40G,food_cupboard,Simply Cook,False,,40.0,g,,Creamy Tuscan Sausage Pasta R/Kit,creamy tuscan sausage pasta r kit,1.25,31.2,branded,1,1,branded,
182,175,Tesco,Belvoir Ginger Cordial 500Ml,drinks,Belvoir,False,,500.0,ml,,Ginger Cordial,ginger cordial,4.0,8.0,branded,1,1,branded,
183,176,Tesco,Tesco Sugar Snap Peas And Sweet Chilli Dip 90G,fresh_food,,True,standard,90.0,g,,Sugar Snap Peas And Sweet Chilli Dip,sugar snap peas and sweet chilli dip,1.75,19.44,own_brand,1,1,own_brand,
184,177,Morrisons,Bonne Maman Peach Conserve,food_cupboard,Bonne Maman,False,,371.4,g,,Peach Conserve,peach conserve,2.6,7.0,branded,1,1,branded,
185,178,ASDA,The BAKERY at ASDA Fluffy 16 Teacake Mini Bites,bakery,,True,standard,,,,Fluffy 16 Teacake Mini Bites,fluffy 16 teacake mini bites,2.3,0.14,own_brand,1,1,own_brand,
186,179,Sains,"Black Farmer Premium Pork Sausages, Gluten Free x6 400g",food_cupboard,,False,,400.0,g,6.0,Black Farmer Premium Pork Sausages,black farmer premium pork sausages,3.5,8.75,unbranded,1,1,unbranded,
187,180,Tesco,Merchant Gourmet Herby Mediterranean Vegetables & Couscous 400G,frozen,Merchant Gourmet,False,,400.0,g,,Herby Mediterranean Vegetables and Couscous,herby mediterranean vegetables and couscous,3.0,7.5,branded,1,1,branded,
188,181,ASDA,Lurpak Slightly Salted Spreadable 400g,fresh_food,Lurpak,False,,400.0,g,,Slightly Salted Spreadable,slightly salted spreadable,3.0,7.5,branded,1,1,branded,
189,182,Tesco,Tesco Chocolate & Salted Caramel Drip Cake,bakery,,True,standard,,,,Chocolate and Salted Caramel Drip Cake,chocolate and salted caramel drip cake,15.0,15.0,own_brand,1,1,own_brand,
190,183,Sains,Sainsbury's Pure Tomato Juice 1L,drinks,,True,standard,1000.0,ml,,Pure Tomato Juice,pure tomato juice,1.25,1.3,own_brand,1,1,own_brand,
191,184,ASDA,ASDA 6 Mini Hog Roast Pork Pies 300g,fresh_food,,True,standard,300.0,g,,6 Mini Hog Roast Pork Pies,6 mini hog roast pork pies,2.0,6.7,own_brand,1,1,own_brand,
192,185,Tesco,"Tesco Finest 4 Pork, Coastal Cheddar & Confit Onion Sausages 440g",fresh_food,,True,premium,440.0,g,,"4 Pork, Coastal Cheddar and Confit Onion Sausages",4 pork coastal cheddar and confit onion sausages,3.0,6.82,own_brand,1,1,own_brand,
193,186,Morrisons,Morrisons The Best Elderflower Presse,drinks,,True,premium,741.4,ml,,Elderflower Presse,elderflower presse,2.15,2.9,own_brand,1,1,own_brand,
194,187,Sains,"Sainsbury's Sweet Pointed Peppers, SO Organic x2 (Colours May Vary)",free-from,,True,standard,,,2.0,"Sweet Pointed Peppers, SO (Colours May Vary)",sweet pointed peppers so colours may vary,1.8,0.9,own_brand,1,1,own_brand,
195,188,Morrisons,Mackays Scottish Strawberry Preserve,food_cupboard,,False,,343.1,g,,Mackays Scottish Strawberry Preserve,mackays scottish strawberry preserve,1.99,5.8,unbranded,1,1,unbranded,
196,189,Sains,"Sainsbury's Chicken Bacon Caesar, Taste the Difference 465g",fresh_food,,True,standard,465.0,g,,"Chicken Bacon Caesar, Taste the Difference",chicken bacon caesar taste the difference,4.75,10.22,own_brand,1,1,own_brand,
197,190,Tesco,Jim Beam Kentucky Straight Bourbon Whiskey 1L,drinks,Jim Beam,False,,1000.0,ml,,Kentucky Straight Bourbon Whiskey,kentucky straight bourbon whiskey,27.0,27.0,branded,1,1,branded,
198,191,ASDA,Sharwood's Plum Sauce,food_cupboard,Sharwood'S,False,,299.1,g,,Plum Sauce,plum sauce,3.2,10.7,branded,1,1,branded,
199,192,Sains,Ritter Sport Rum Raisin & Hazelnut 100g,food_cupboard,Ritter Sport,False,,100.0,g,,Rum Raisin and Hazelnut,rum raisin and hazelnut,1.25,12.5,branded,1,1,branded,
200,193,Sains,Koh-Kae Peanuts Nori Wasabi Flavour Coated 230g,food_cupboard,,False,,230.0,g,,Koh-Kae Peanuts Nori Wasabi Flavour Coated,koh kae peanuts nori wasabi flavor coated,3.0,13.0,unbranded,1,1,unbranded,
201,194,Sains,"Sainsbury's Mild Cheddar Slices with Cracked Black Pepper, Summer Edition 110g",free-from,,True,standard,110.0,g,,"Mild Cheddar Slices with Cracked Black Pepper, Summer Edition",mild cheddar slices with cracked black pepper summer edition,1.5,13.64,own_brand,1,1,own_brand,
202,195,Tesco,The Spice Tailor Butter Chicken Mild Curry 300G,food_cupboard,The Spice Tailor,False,,300.0,g,,Butter Chicken Mild Curry,butter chicken mild curry,2.5,8.33,branded,1,1,branded,
203,196,Tesco,Tesco Plant Chef Falafel Houmous Wrap,fresh_food,,True,dietary,,,,Falafel Houmous Wrap,falafel houmous wrap,2.85,2.85,own_brand,1,1,own_brand,
204,197,Sains,Rowse Natural Blossom Honey Squeezy 340g,food_cupboard,Rowse,False,,340.0,g,,Natural Blossom Honey Squeezy,natural blossom honey squeezy,3.0,8.8,branded,1,1,branded,
205,198,ASDA,Grace Exotic Chips Purple Sweet Potato 75g,food_cupboard,Grace,False,,75.0,g,,Exotic Chips Purple Sweet Potato,exotic chips purple sweet potato,1.6,21.3,branded,1,1,branded,
206,199,Tesco,Tesco Chopped Mixed Nuts 200G,food_cupboard,,True,standard,200.0,g,,Chopped Mixed Nuts,chopped mixed nuts,1.75,8.75,own_brand,1,1,own_brand,
207,200,Morrisons,Morrisons Christmas Dundee Cake,bakery,,True,standard,,,,Christmas Dundee Cake,christmas dundee cake,1.88,1.88,own_brand,1,1,own_brand,
208,201,Morrisons,Vapes Bars Ghost Banana Ice 20mg,drinks,,False,,,,,Vapes Bars Ghost Banana Ice 20mg,vapes bars ghost banana ice 20mg,5.99,5.99,unbranded,1,1,unbranded,
209,202,Tesco,Tesco Low Calorie Indian Tonic Water With Lime 1Ltr,drinks,,True,standard,1000.0,ml,,Low Calorie Indian Tonic Water With Lime,low calorie indian tonic water with lime,0.65,0.6,own_brand,1,1,own_brand,
210,203,ASDA,Glen Moray Speyside Single Malt Scotch Whisky Twisted Vine,drinks,,False,,700.0,ml,,Glen Moray Speyside Single Malt Scotch Whisky Twisted Vine,glen moray speyside single malt scotch whisky twisted vine,29.0,41.43,unbranded,1,1,unbranded,
211,204,Morrisons,Morrisons Manor Hall Fortif…,drinks,,True,standard,1002.9,ml,,Manor Hall Fortif…,manor hall fortif,7.0,6.98,own_brand,1,1,own_brand,
212,205,Tesco,Tesco Ground Nutmeg 52G,food_cupboard,,True,standard,52.0,g,,Ground Nutmeg,ground nutmeg,1.0,19.0,own_brand,1,1,own_brand,
213,206,ASDA,Shazans Smoked Salt & Pepper Lamb Sausages,fresh_food,,False,,299.9,g,,Shazans Smoked Salt and Pepper Lamb Sausages,shazans smoked salt and pepper lamb sausages,4.25,14.17,unbranded,1,1,unbranded,
214,207,Sains,Robinsons Orange 750ml,drinks,Robinsons,False,,750.0,ml,,Orange,orange,2.5,3.3,branded,1,1,branded,
215,208,ASDA,Goodfella's 2 Triple Cheese Pizza Pockets,frozen,Goodfella'S,False,,250.0,g,,2 Triple Cheese Pizza Pockets,2 triple cheese pizza pockets,2.3,9.2,branded,1,1,branded,
216,209,ASDA,ASDA Extra Special Roast Chicken Stock,food_cupboard,,True,premium,450.0,g,,Roast Chicken Stock,roast chicken stock,2.25,5.0,own_brand,1,1,own_brand,
217,210,ASDA,Santa Maria Hot Green Jalapeños,food_cupboard,Santa Maria,False,,201.6,g,,Hot Green Jalapeños,hot green jalapenos,1.25,6.2,branded,1,1,branded,
218,211,ASDA,The BAKERY at ASDA Bake at Home Tiger Bloomer,bakery,,True,standard,817.6,g,,Bake at Home Tiger Bloomer,bake at home tiger bloomer,1.39,1.7,own_brand,1,1,own_brand,
219,212,ASDA,Łowicz Cherry Sour Syrup 400ml,food_cupboard,,False,,400.0,ml,,Łowicz Cherry Sour Syrup,owicz cherry sour syrup,1.5,3.8,unbranded,1,1,unbranded,
220,213,Sains,Levi Roots Reggae Reggae Jerk BBQ Sauce 290g,food_cupboard,,False,,290.0,g,,Levi Roots Reggae Reggae Jerk BBQ Sauce,levi roots reggae reggae jerk bbq sauce,1.75,6.0,unbranded,1,1,unbranded,
221,214,Sains,Tropical Sun American Style Root Beer 330ml (Sugar levy applied),food_cupboard,,False,,330.0,ml,,Tropical Sun American Style Root Beer (Sugar levy applied),tropical sun american style root beer sugar levy applied,0.8,2.4,unbranded,1,1,unbranded,
222,215,ASDA,Innocent Plus Berry Set Go Raspberry & Cherry Juice 330ml,fresh_food,Innocent,False,,330.0,ml,,Plus Berry Set Go Raspberry and Cherry Juice,plus berry set go raspberry and cherry juice,2.15,6.5,branded,1,1,branded,
223,216,Morrisons,Cadbury Dairy Milk Cornfl…,bakery,Cadbury,False,,,,,Dairy Milk Cornfl…,dairy milk cornfl,2.39,2.39,branded,1,1,branded,
224,217,ASDA,Contigo Ashland Water Bottle,drinks,Contigo,False,,,,,Ashland Water Bottle,ashland water bottle,10.0,10.0,branded,1,1,branded,
225,218,ASDA,Leon Love Burger Sauce,food_cupboard,Leon,False,,240.4,ml,,Love Burger Sauce,love burger sauce,2.5,10.4,branded,1,1,branded,
226,219,Tesco,Tesco Finest Pinot Grigio Blush 75Cl,drinks,,True,premium,750.0,ml,,Pinot Grigio Blush,pinot grigio blush,7.75,10.31,own_brand,1,1,own_brand,
227,220,Tesco,Tesco Finest Salted Caramel Sauce 250G,food_cupboard,,True,premium,250.0,g,,Salted Caramel Sauce,salted caramel sauce,3.0,12.0,own_brand,1,1,own_brand,
228,221,Tesco,Yamas Authentic Greek Feta Pdo 150G,fresh_food,Yamas,False,,150.0,g,,Authentic Greek Feta Pdo,authentic greek feta pdo,1.85,12.33,branded,1,1,branded,
229,222,Sains,BOL Garden Pea & Spinach Protein Power Soup,free-from,,False,,600.0,g,,BOL Garden Pea and Spinach Protein Power Soup,bol garden pea and spinach protein power soup,3.3,5.5,unbranded,1,1,unbranded,
230,223,Morrisons,Velo Max Ruby Berry 17mg,drinks,,False,,,,,Velo Max Ruby Berry 17mg,velo max ruby berry 17mg,6.49,6.49,unbranded,1,1,unbranded,
231,224,Morrisons,Morrisons Midget Gems,food_cupboard,,True,standard,190.1,g,,Midget Gems,midget gems,1.35,7.1,own_brand,1,1,own_brand,
232,225,Sains,"Sainsbury's Fire Roasted Red Pepper Dip Summer Edition, Taste the Difference 170g",free-from,,True,standard,170.0,g,,"Fire Roasted Red Pepper Dip Summer Edition, Taste the Difference",fire roasted red pepper dip summer edition taste the difference,1.65,9.7,own_brand,1,1,own_brand,
233,226,ASDA,Nescafe Gold Cappuccino Decaf Unsweetened Taste Coffee Sachets,drinks,Nescafe,False,,119.9,g,,Gold Cappuccino Decaf Unsweetened Taste Coffee Sachets,gold cappuccino decaf unsweetened taste coffee sachets,1.75,14.6,branded,1,1,branded,
234,227,Sains,Walkers Prawn Cocktail Multipack Crisps 6x25g,food_cupboard,Walkers,False,,150.0,g,6.0,Prawn Cocktail Multipack Crisps,prawn cocktail multipack crisps,1.65,11.0,branded,1,1,branded,
235,228,Sains,Chicken Tonight Mushroom Sauce 500g,food_cupboard,Chicken Tonight,False,,500.0,g,,Mushroom Sauce,mushroom sauce,1.75,3.5,branded,1,1,branded,
236,229,Sains,Diet Coke 4x250ml,drinks,Diet Coke,False,,1000.0,ml,4.0,,,4.2,4.2,branded,1,1,branded,
237,230,Sains,"Sainsbury's Tomato Sauce with Basil, SO Organic 350g",food_cupboard,,True,standard,350.0,g,,"Tomato Sauce with Basil, SO",tomato sauce with basil so,2.5,7.1,own_brand,1,1,own_brand,
238,231,ASDA,George Home Stainless Steel Whisk,food_cupboard,,True,standard,,,,Stainless Steel Whisk,stainless steel whisk,2.0,2.0,own_brand,1,1,own_brand,
239,232,Tesco,Tesco Free From Choco-Nut Pillows 300G,food_cupboard,,True,dietary,300.0,g,,Choco-Nut Pillows,choco nut pillows,1.75,5.8,own_brand,1,1,own_brand,
240,233,Sains,Sainsbury's Braeburn Apples,fresh_food,,True,standard,,,,Braeburn Apples,braeburn apples,1.4,0.35,own_brand,1,1,own_brand,
241,234,Morrisons,Mother Africa Fufu Flour,food_cupboard,Mother Africa,False,,679.7,g,,Fufu Flour,fufu flour,3.99,5.87,branded,1,1,branded,
242,235,Sains,Bisto Gluten Free Gravy Granules 175g,food_cupboard,Bisto,False,,175.0,g,,Gravy Granules,gravy granules,4.0,22.9,branded,1,1,branded,
243,236,Sains,Higgidy Spinach & Tomato Quiche 155g,fresh_food,Higgidy,False,,155.0,g,,Spinach and Tomato Quiche,spinach and tomato quiche,3.0,19.4,branded,1,1,branded,
244,237,ASDA,ASDA Extra Special Cóte De Beaune Villages,drinks,,True,premium,75.0,ml,,Cóte De Beaune Villages,cote de beaune villages,17.0,226.61,own_brand,1,1,own_brand,
245,238,Tesco,Tesco Vanilla Sponge Mix 400G,food_cupboard,,True,standard,400.0,g,,Vanilla Sponge Mix,vanilla sponge mix,1.3,3.25,own_brand,1,1,own_brand,
246,239,Morrisons,Morrisons Sardines in Harissa Sauce (100g),food_cupboard,,True,standard,100.0,g,,Sardines in Harissa Sauce,sardines in harissa sauce,0.99,9.9,own_brand,1,1,own_brand,
247,240,Morrisons,Cruzcampo Sevilla Lager Beer12 x 330ml,drinks,Cruzcampo,False,,3960.0,ml,12.0,Sevilla Lager Beer,sevilla lager beer,12.0,12.0,branded,1,1,branded,
248,241,Morrisons,Princes Mexican Tuna Salad Bowl (160g),food_cupboard,Princes,False,,160.0,g,,Mexican Tuna Salad Bowl,mexican tuna salad bowl,2.5,15.6,branded,1,1,branded,
249,242,Tesco,Tesco Free From Stripey The Caterpillar Cake,bakery,,True,dietary,,,,Stripey The Caterpillar Cake,stripey the caterpillar cake,7.0,7.0,own_brand,1,1,own_brand,
250,243,Sains,Pot Noodle Chilli Chicken Instant Snack 100g,food_cupboard,Pot Noodle,False,,100.0,g,,Chilli Chicken Instant Snack,chilli chicken instant snack,1.0,10.0,branded,1,1,branded,
251,244,ASDA,ASDA Tender 4 Pork Loin Steaks,fresh_food,,True,standard,440.1,g,,Tender 4 Pork Loin Steaks,tender 4 pork loin steaks,3.6,8.18,own_brand,1,1,own_brand,
252,245,Sains,Nexba Naturally Sugar Free Pineapple Soft Drink 1L,drinks,,False,,1000.0,ml,,Nexba Naturally Pineapple Soft Drink,nexba naturally pineapple soft drink,1.25,1.3,unbranded,1,1,unbranded,
253,246,Morrisons,Hovis Seeded Batch Bread,bakery,Hovis,False,,789.5,g,,Seeded Batch Bread,seeded batch bread,1.5,1.9,branded,1,1,branded,
254,247,Sains,Hardys VR Sauvignon Blanc 750ml,drinks,Hardys,False,,750.0,ml,,VR Sauvignon Blanc,vr sauvignon blanc,5.75,7.65,branded,1,1,branded,
255,248,Morrisons,Extra Watermelon Flavour Sugarfree Ch…,food_cupboard,,False,,100.0,g,,Extra Watermelon Flavour Sugarfree Ch…,extra watermelon flavor sugarfree ch,3.0,30.0,unbranded,1,1,unbranded,
256,249,ASDA,Timothy Taylor's Landlord Classic Pale Ale,drinks,Timothy Taylor'S,False,,500.0,ml,,Landlord Classic Pale Ale,landlord classic pale ale,2.3,4.6,branded,1,1,branded,
257,250,Sains,Costa Coffee Mocha Italia Signature Blend Ground for Cafetiere & Filter 200g,food_cupboard,Costa,False,,200.0,g,,Coffee Mocha Italia Signature Blend Ground for Cafetiere and Filter,coffee mocha italia signature blend ground for cafetiere and filter,4.0,20.0,branded,1,1,branded,
258,251,Morrisons,Allinson Plain Wholemeal Flour,food_cupboard,Allinson,False,,1000.0,g,,Plain Wholemeal Flour,plain wholemeal flour,2.29,2.29,branded,1,1,branded,
259,252,Morrisons,Morrisons Chinese Sweet & Sour Chicken,fresh_food,,True,standard,350.0,g,,Chinese Sweet and Sour Chicken,chinese sweet and sour chicken,3.99,11.4,own_brand,1,1,own_brand,
260,253,ASDA,ASDA Mexican Style Bean Mix in Water,drinks,,True,standard,240.2,g,,Mexican Style Bean Mix in Water,mexican style bean mix in water,0.49,2.04,own_brand,1,1,own_brand,
261,254,Tesco,Quorn Tomato & Mozzarella Escalopes 240g,frozen,Quorn,False,,240.0,g,,Tomato and Mozzarella Escalopes,tomato and mozzarella escalopes,2.65,11.04,branded,1,1,branded,
262,255,Morrisons,Crisp 'N' Dry Solid White Vegetable Oil,fresh_food,,False,,250.0,g,,Crisp 'N' Dry Solid White Vegetable Oil,crisp n dry solid white vegetable oil,1.59,6.36,unbranded,1,1,unbranded,
263,256,ASDA,Tropics Original Recipe Hot & Spicy Chicken Fry Mix,food_cupboard,,False,,301.7,g,,Tropics Original Recipe Hot and Spicy Chicken Fry Mix,tropics original recipe hot and spicy chicken fry mix,1.75,5.8,unbranded,1,1,unbranded,
264,257,Tesco,Tesco Low Alcohol Reduced Cal G&T. 4 X 250Ml,drinks,,True,standard,1000.0,ml,4.0,Reduced Cal G and T,reduced cal g and t,3.0,3.0,own_brand,1,1,own_brand,
265,258,Tesco,Tony's Chocolonely Milk Chocolate Caramel Biscuit 180G,food_cupboard,,False,,180.0,g,,Tony's Chocolonely Milk Chocolate Caramel Biscuit,tony s chocolonely milk chocolate caramel biscuit,3.0,16.7,unbranded,1,1,unbranded,
266,259,Sains,Sainsbury's Arrabiata Sauce 350g (Serves 2),free-from,,True,standard,350.0,g,,Arrabiata Sauce (Serves 2),arrabiata sauce serves 2,1.25,3.6,own_brand,1,1,own_brand,
267,260,Tesco,Tesco Coconut Drink 1 Litre,food_cupboard,,True,standard,1000.0,ml,,Coconut Drink,coconut drink,1.25,1.25,own_brand,1,1,own_brand,
268,261,Sains,"Red Bull Spiced Pear Energy Drink, the Winter Edition 250ml",drinks,Red Bull,False,,250.0,ml,,"Spiced Pear Energy Drink, the Winter Edition",spiced pear energy drink the winter edition,1.7,6.8,branded,1,1,branded,
269,262,Tesco,Tesco Chicken & Bacon Sandwich Filler 423G,fresh_food,,True,standard,423.0,g,,Chicken and Bacon Sandwich Filler,chicken and bacon sandwich filler,3.3,7.8,own_brand,1,1,own_brand,
270,263,Tesco,Cadbury Creme Egg Ice Cream Cones 4X100ml,frozen,Cadbury,False,,400.0,ml,4.0,Creme Egg Ice Cream Cones,creme egg ice cream cones,2.25,5.6,branded,1,1,branded,
271,264,Sains,Sainsbury's Watermelon 300g,fresh_food,,True,standard,300.0,g,,Watermelon,watermelon,2.35,7.83,own_brand,1,1,own_brand,
272,265,Morrisons,Cornish Sea Salt Really Garlicky Seasoning,food_cupboard,,False,,55.0,g,,Cornish Sea Salt Really Garlicky Seasoning,cornish sea salt really garlicky seasoning,1.99,36.2,unbranded,1,1,unbranded,
273,266,Morrisons,Regal Bakery Mini Madeira Cakes,food_cupboard,Regal,False,,346.5,g,,Bakery Mini Madeira Cakes,bakery mini madeira cakes,1.49,4.3,branded,1,1,branded,
274,267,Tesco,Batchelors Bigga Marrowfat Processed Peas 300G,food_cupboard,Batchelors,False,,300.0,g,,Bigga Marrowfat Processed Peas,bigga marrowfat processed peas,0.59,3.28,branded,1,1,branded,
275,268,Sains,Sainsbury's Mini Garlic Pizza Breads x2 230g,free-from,,True,standard,230.0,g,2.0,Mini Garlic Pizza Breads,mini garlic pizza breads,3.25,14.13,own_brand,1,1,own_brand,
276,269,Sains,Sainsbury's Peanut Butter Smooth 340g,food_cupboard,,True,standard,340.0,g,,Peanut Butter Smooth,peanut butter smooth,1.09,3.2,own_brand,1,1,own_brand,
277,270,ASDA,George Home Green Simplicity 28cm Wok,fresh_food,,True,standard,,,,Green Simplicity 28cm Wok,green simplicity 28cm wok,13.0,13.0,own_brand,1,1,own_brand,
278,271,Tesco,Tesco Beetroot Salad 300g,fresh_food,,True,standard,300.0,g,,Beetroot Salad,beetroot salad,1.7,5.7,own_brand,1,1,own_brand,
279,272,Tesco,Hearty Food Co. Curry Sauce 440G,food_cupboard,,True,,440.0,g,,Hearty Food Co. Curry Sauce,hearty food co curry sauce,0.45,1.0,own_brand,1,1,own_brand,
280,273,Sains,Lipton Ice Tea Lemon Flavoured Still Soft Drink 1.25L,drinks,Lipton,False,,1250.0,ml,,Ice Tea Lemon Flavoured Still Soft Drink,ice tea lemon flavored still soft drink,2.25,1.8,branded,1,1,branded,
281,274,ASDA,George Home 2L Grip Measuring Jug,food_cupboard,,True,standard,2000.0,ml,,Grip Measuring Jug,grip measuring jug,1.0,1.0,own_brand,1,1,own_brand,
282,275,Sains,"Sainsbury's Extra Mature Cumbrian Cheddar, Taste the Difference 350g",fresh_food,,True,standard,350.0,g,,"Extra Mature Cumbrian Cheddar, Taste the Difference",extra mature cumbrian cheddar taste the difference,3.8,10.86,own_brand,1,1,own_brand,
283,276,ASDA,Kopparberg Premium Cider with Raspberry 500ml,drinks,Kopparberg,False,,500.0,ml,,Premium Cider with Raspberry,premium cider with raspberry,2.0,4.0,branded,1,1,branded,
284,277,Tesco,Lactofree Spreadable 250G,fresh_food,,False,,250.0,g,,Lactofree Spreadable,lactofree spreadable,2.25,9.0,unbranded,1,1,unbranded,
