cluster_id,cluster_size,n_supermarkets,supermarkets_present,category,match_type,known_brand,tier_type,unit_value,unit_type,pack_quantity,core_product_name_consensus,avg_pairwise_score,min_pairwise_score
268,1,1,Morrisons,food_cupboard,unbranded,,,55.0,g,,Cornish Sea Salt Really Garlicky Seasoning,,
269,1,1,Morrisons,food_cupboard,branded,Regal,,340.0,g,,Bakery Mini Madeira Cakes,,
270,1,1,Tesco,food_cupboard,branded,Batchelors,,300.0,g,,Bigga Marrowfat Processed Peas,,
271,1,1,Sains,free-from,own_brand,,standard,230.0,g,2.0,Mini Garlic Pizza Breads,,
272,1,1,Sains,food_cupboard,own_brand,,standard,340.0,g,,Peanut Butter Smooth,,
273,1,1,ASDA,fresh_food,own_brand,,standard,,,,Green Simplicity 28cm Wok,,
274,1,1,Tesco,fresh_food,own_brand,,standard,300.0,g,,Beetroot Salad,,
275,1,1,Tesco,food_cupboard,own_brand,,value,440.0,g,,Curry Sauce,,
276,1,1,Sains,drinks,branded,Lipton,,1250.0,ml,,Ice Tea Lemon Flavoured Still Soft Drink,,
277,1,1,ASDA,food_cupboard,own_brand,,standard,2000.0,ml,,Grip Measuring Jug,,
278,1,1,Sains,fresh_food,own_brand,,premium,340.0,g,,Extra Mature Cumbrian Cheddar,,
279,1,1,ASDA,drinks,branded,Kopparberg,,500.0,ml,,Premium Cider with Raspberry,,
280,1,1,Tesco,fresh_food,unbranded,,,250.0,g,,Lactofree Spreadable,,
281,1,1,ASDA,food_cupboard,branded,Nando's,,270.0,g,,Peri-Peri Medium Quick Marinade,,
282,1,1,Morrisons,drinks,unbranded,,,750.0,ml,,Baron Philippe de Rothsch…,,
283,1,1,ASDA,food_cupboard,branded,Ryvita,,125.0,g,,Crackerbread Wholegrain Crackers,,
284,1,1,Morrisons,drinks,branded,Highland Spring,,4642.9,ml,,Still Water Sports Cap,,
285,1,1,ASDA,food_cupboard,own_brand,,standard,150.0,g,,Vegetable Bouillon Mix,,
286,1,1,Sains,drinks,unbranded,,,1320.0,ml,4.0,Get More Vits Vitamin D Sparkling Mango and Passionfruit,,
287,1,1,Tesco,fresh_food,own_brand,,standard,405.0,g,3.0,Raspberry Trifles,,
288,1,1,Morrisons,drinks,branded,Brothers,,500.0,ml,,App Solutely Pear Fect Cider,,
289,1,1,ASDA,free-from,unbranded,,,170.0,g,,This Isn't Chicken Shawarma,,
290,1,1,ASDA,food_cupboard,branded,Branston,,400.0,g,,Baked Beans with Sausages in Tomato Sauce,,
291,1,1,Sains,food_cupboard,branded,Nissin,,64.0,g,,Cup Noodles 5 Spices Beef Flavour Instant Ramen Style Pot,,
292,1,1,ASDA,fresh_food,branded,Fage,,375.0,g,,Strawberry Thick and Smooth Strained Yoghurt,,
293,1,1,Sains,fresh_food,own_brand,,standard,300.0,g,2.0,Cheesy Bean Slices,,
294,1,1,Sains,free-from,unbranded,,dietary,500.0,g,,Broccoli,,
295,1,1,Tesco,bakery,branded,Cadbury,,,,6.0,Mini Egg Choc Cakes,,
296,1,1,ASDA,fresh_food,branded,Lindahls,,150.0,g,,Pro + Kvarg Banoffee Pie,,
297,1,1,Sains,free-from,own_brand,,dietary,185.0,g,,Raspberry Butterfly Cakes,,
298,1,1,Sains,food_cupboard,own_brand,,standard,400.0,g,,"Rice Pudding, Creamed",,
299,1,1,ASDA,drinks,own_brand,,standard,,,,Red Alphabet Glass Mug - G,,
300,1,1,Sains,food_cupboard,own_brand,,standard,180.0,g,,Wholegrain Mustard,,
301,1,1,Tesco,food_cupboard,branded,Batchelors,,86.0,g,4.0,Cup A Soup Chicken and Leek,,
302,1,1,Tesco,fresh_food,own_brand,,standard,400.0,g,,Fire Pit 10 Sweet and Smoky Beef Kebabs,,
303,1,1,Sains,drinks,branded,Bacardi,,250.0,ml,,Mango Mojito Premix Rum Cocktail,,
304,1,1,Sains,bakery,own_brand,,premium,500.0,g,,Strawberry and Clotted Cream Cake,,
305,1,1,Sains,frozen,own_brand,,standard,454.0,g,8.0,Beef Burgers With Onion,,
306,1,1,Sains,drinks,branded,Starbucks,,130.0,g,12.0,"by Nescafe Dolce Gusto Madagascar Vanilla Macchiato Coffee Pods, Per Box",,
307,1,1,Tesco,drinks,unbranded,,,2500.0,ml,10.0,All Shook Up Mixed Sharing Pack Cocktail Cans,,
308,1,1,ASDA,food_cupboard,unbranded,,,35.0,g,,Muscle Moose The Dinky Protein Bar Chocolate Donut Flavour,,
309,1,1,Tesco,fresh_food,own_brand,,standard,1000.0,g,,Marmalade Oranges Pack,,
310,1,1,Tesco,fresh_food,unbranded,,,400.0,g,,The Gym Kitchen Piri Piri Chicken,,
311,1,1,Morrisons,food_cupboard,branded,Dr. Oetker,,100.0,g,,Dark Chocolate Bar,,
312,1,1,Morrisons,frozen,unbranded,,,500.0,ml,,Baskin Robbins Cool Mint Cookie Ice Cream,,
313,1,1,Morrisons,food_cupboard,branded,Illy,,250.0,g,,Espresso Ground Coffee,,
314,1,1,Tesco,frozen,own_brand,,dietary,454.0,g,8.0,Meat Free Burgers,,
315,1,1,ASDA,food_cupboard,branded,Ben's Original,,220.0,g,,Pilau Microwave Rice,,
316,1,1,ASDA,food_cupboard,own_brand,,premium,,,6.0,All-Butter Pastry Cases,,
317,1,1,Tesco,drinks,branded,Brewdog,,1320.0,ml,4.0,Punk Ipa,,
318,1,1,Sains,drinks,branded,Kahlua,,700.0,ml,,Coffee Liqueur,,
319,1,1,ASDA,frozen,unbranded,,,250.0,g,,The Lions Kingdom 2 Ostrich Sous-Vide Steaks,,
320,1,1,Sains,fresh_food,own_brand,,standard,80.0,g,,Sweet and Smoky BBQ Chicken Breast Chunks,,
321,1,1,Tesco,food_cupboard,unbranded,,,142.0,ml,,Tropical Sun Jamaican Scotch Bonnet Pepper Sauce,,
322,1,1,Sains,food_cupboard,branded,Walkers,,45.0,g,,Less Salt Mild Cheese and Onion Crisps,,
323,1,1,Morrisons,drinks,unbranded,,,750.0,ml,,Radacini Blanc De Noirs,,
324,1,1,ASDA,drinks,own_brand,,standard,,,,Blue Bubble Hi-Ball Glass,,
325,1,1,Sains,free-from,branded,Kitkat,,512.7,g,,Caramel Cookie Collision Incredible Giant Easter Egg,,
326,1,1,ASDA,food_cupboard,branded,Jacob's,,150.0,g,,Savours Thins Sour Cream and Chive Crackers,,
327,1,1,ASDA,frozen,branded,Chicago Town,,320.0,g,,Tiger Crust Double Pepperoni Pizza,,
328,1,1,Morrisons,food_cupboard,unbranded,,,375.0,g,,Guylian The Original Seashells Chocolate Box,,
329,1,1,Morrisons,frozen,own_brand,,standard,1000.0,g,,Mixed Vegetables,,
330,1,1,ASDA,food_cupboard,branded,Indus,,100.0,g,,Garlic Powder,,
331,1,1,Morrisons,food_cupboard,branded,Flora,,2000.0,ml,,Pure Sunflower Oil with Vitamin E,,
332,1,1,Tesco,food_cupboard,unbranded,,,250.0,g,,Guylian Seashells Boxed Chocolates,,
333,1,1,ASDA,frozen,own_brand,,standard,,,,Ice Cream Choc Sticks,,
334,1,1,Sains,bakery,branded,Mr Kipling,,230.0,g,,Battenberg Cake,,
335,1,1,Morrisons,bakery,unbranded,,,,,,Irwin's Together Cinnamon…,,
336,1,1,Morrisons,fresh_food,own_brand,,standard,,,,Loose Pomegranate,,
337,1,1,Tesco,food_cupboard,branded,Blue Dragon,,190.0,ml,,Rich Hoisin Sauce,,
338,1,1,ASDA,food_cupboard,unbranded,,,140.0,g,,Olly's Pretzels Thins Sour Cream and Onion Pretzel Thins,,
339,1,1,ASDA,fresh_food,own_brand,,standard,150.0,g,,Grated Carrot,,
340,1,1,Morrisons,food_cupboard,branded,Lindt,,80.0,g,,Milk Chocolate Mini Eggs Bag,,
341,1,1,Tesco,food_cupboard,branded,Milo,,400.0,g,,Instant Malt Chocolate Drinking Powder Tin Ghanaian,,
342,1,1,Sains,fresh_food,own_brand,,standard,300.0,g,,Deli-Style Traditional Coleslaw,,
343,1,1,ASDA,fresh_food,branded,Ginsters,,180.0,g,,Chicken and Bacon Pasty,,
344,1,1,ASDA,drinks,own_brand,,standard,,,,Smoked Cappuccino Mug,,
345,1,1,Sains,fresh_food,unbranded,,,250.0,ml,,Ssh! Indulgent Pot Au Choc Milkshake,,
346,1,1,Sains,bakery,own_brand,,standard,240.0,g,,Double Chocolate Brownie Mini Bites,,
347,1,1,Sains,food_cupboard,branded,Twinings,,125.0,g,,English Breakfast Loose Tea,,
348,1,1,Tesco,fresh_food,own_brand,,standard,55.0,g,,Vegetable Sushi Snack,,
349,1,1,ASDA,fresh_food,own_brand,,standard,,,,Seasonal Cabbage (Colour and Variety may vary),,
350,1,1,Sains,drinks,branded,Sipsmith,,700.0,ml,,London Limited Edition Very Berry Gin,,
351,1,1,ASDA,drinks,own_brand,,standard,1750.0,ml,,Cola 2 Litres,,
352,1,1,Sains,food_cupboard,branded,Ritter Sport,,100.0,g,,Orange,,
353,1,1,ASDA,frozen,branded,Chicago Town,,625.0,g,,Takeaway Stuffed Crust Magnificent Meat Feast Large Pizza,,
354,1,1,ASDA,food_cupboard,branded,Mazzetti,,250.0,ml,,Balsamic Vinegar of Modena,,
355,1,1,Morrisons,drinks,unbranded,,,700.0,ml,,Masons Dry Yorkshire Gin,,
356,1,1,ASDA,fresh_food,own_brand,,standard,,,,Green Simplicity 24cm Frying Pan,,
357,1,1,Morrisons,food_cupboard,branded,Kellogg's,,475.0,g,,Chocolate Wheats,,
358,1,1,Tesco,drinks,branded,Belvoir,,500.0,ml,,Cordial E/Flower Rose,,
359,1,1,Tesco,drinks,unbranded,,,150.0,ml,3.0,Beams The Whisky Collection Gift Set,,
360,1,1,Morrisons,food_cupboard,branded,Yorkshire Tea,,1500.0,g,480.0,,,
361,1,1,Sains,fresh_food,own_brand,,premium,240.0,g,,Unsmoked Air Dried Wiltshire Cured Back Bacon Rashers,,
362,1,1,Sains,drinks,unbranded,,,750.0,ml,,Piper Heidsieck Brut NV Champagne,,
363,1,1,Sains,food_cupboard,unbranded,,,454.0,g,,Garner's Sweet Pickled Baby Onions,,
364,1,1,Sains,food_cupboard,unbranded,,,65.0,g,,Goong Instant Soup Gold Chicken,,
365,1,1,Tesco,food_cupboard,own_brand,,standard,250.0,g,,Scottish Rough Oatcakes,,
366,1,1,Morrisons,drinks,branded,Barefoot,,750.0,ml,,Pinot Grigio White Wine,,
367,1,1,ASDA,drinks,branded,Absolut,,700.0,ml,,Wild Berri Berry Flavoured Swedish Vodka,,
368,1,1,Tesco,fresh_food,own_brand,,standard,300.0,g,2.0,Breaded Cod Fillets,,
369,1,1,ASDA,fresh_food,own_brand,,standard,,,,Green Easter Tumbler,,
370,1,1,ASDA,food_cupboard,branded,Rowntree's,,140.0,g,,Randoms Juicers Sweets Sharing Bag,,
371,1,1,Tesco,fresh_food,own_brand,,premium,225.0,g,,Belgian Dark Chocolate Brazil Nuts,,
372,1,1,Morrisons,frozen,unbranded,,,400.0,g,,Kershaw's The All Day Big Breakfast,,
373,1,1,ASDA,drinks,own_brand,,standard,,,,Aqua Tracker Bottle,,
374,1,1,Sains,food_cupboard,branded,Nestle,,330.0,g,,KitKat Milk Chocolate Cereal,,
375,1,1,ASDA,fresh_food,own_brand,,value,2000.0,g,,White Potatoes,,
376,1,1,Morrisons,food_cupboard,own_brand,,standard,200.0,g,,Strawberry Bon Bons,,
377,1,1,Morrisons,free-from,branded,Jack Daniel's,,550.0,g,,Original BBQ Sauce,,
378,1,1,Tesco,food_cupboard,branded,Kabuto Noodles,,65.0,g,,Chilli Chicken Ramen,,
379,1,1,Tesco,frozen,own_brand,,premium,170.0,g,10.0,Prawn Lollipops,,
380,1,1,Tesco,frozen,branded,Birds Eye,,440.0,g,,4 Large Breaded Cod Fillets,,
381,1,1,ASDA,food_cupboard,branded,Knorr,,80.0,g,,Beef Stock Cubes,,
382,1,1,Sains,fresh_food,own_brand,,premium,400.0,g,,Beef Lasagne,,
383,1,1,ASDA,fresh_food,own_brand,,standard,450.0,g,8.0,Succulent Turkey Sausages,,
384,1,1,Sains,fresh_food,branded,Arla,,250.0,ml,,Lactofree Cream,,
385,1,1,Sains,food_cupboard,branded,Oatly,,1000.0,ml,,Oat Drink Light Chilled,,
386,1,1,Sains,frozen,unbranded,,value,320.0,g,,Frozen Breaded British Chicken Nuggets,,
387,1,1,Tesco,fresh_food,own_brand,,standard,200.0,g,,Cheddar Cheese and Chive Dip,,
388,1,1,Tesco,drinks,branded,Gordon's,,700.0,ml,,Tropical Passionfruit Gin Bottle,,
389,1,1,ASDA,drinks,branded,Robinsons,,1000.0,ml,,Apple and Blackcurrant Squash,,
390,1,1,Morrisons,fresh_food,branded,Muller,,160.0,g,,Light Banana and Custard Yogurt,,
391,1,1,Tesco,drinks,branded,Stella Artois,,1320.0,ml,4.0,Premium Lager Beer,,
392,1,1,ASDA,drinks,unbranded,,,750.0,ml,,Gordon Ramsay Intenso Rosso,,
393,1,1,ASDA,drinks,branded,Clipper,,280.0,g,80.0,Everyday Tea,,
394,1,1,Tesco,bakery,branded,Warburtons,,400.0,g,,Milk Roll Sliced White Bread,,
395,1,1,Sains,free-from,branded,Slimfast,,325.0,ml,,Ready to Drink Meal Replacement Shake Chocolate Flavour 6 meals,,
396,1,1,Morrisons,fresh_food,branded,Gressingham,,300.0,g,,Duck Breast Fillets,,
397,1,1,Sains,food_cupboard,branded,Grenade,,60.0,g,,Carb Killa Chocolate Chip Salted Caramel Bar,,
398,1,1,Morrisons,drinks,branded,Disaronno,,700.0,ml,,Amaretto,,
399,1,1,Morrisons,drinks,unbranded,,,700.0,ml,,Red Leg Spiced Rum,,
400,1,1,Tesco,food_cupboard,own_brand,,standard,340.0,g,,Pitted Green Olives Reduce Salt,,
401,1,1,Tesco,fresh_food,own_brand,,standard,300.0,g,,Prawn Layered Salad,,
402,1,1,Sains,drinks,own_brand,,standard,750.0,ml,,"Demi-sec Champagne, Non Vintage",,
403,1,1,Tesco,fresh_food,own_brand,,standard,,,,Flat Leaf Parsley Medium Pot,,
404,1,1,Sains,food_cupboard,branded,Betty Crocker,,415.0,g,,Chocolate Fudge Brownie Mix,,
405,1,1,ASDA,fresh_food,own_brand,,value,300.0,g,,Pepperoni Pizza,,
406,1,1,Tesco,food_cupboard,branded,Maggi,,400.0,g,,Authentic Indian Masala Chilli Sauce,,
407,1,1,Tesco,frozen,branded,Itsu,,240.0,g,,Teriyaki Chick'n Gyoza,,
408,1,1,Morrisons,fresh_food,branded,Ginsters,,170.0,g,,Cheddar and Onion Slice,,
409,1,1,Tesco,frozen,branded,Discover-in,,414.0,g,,Hoisin Chicken Bao Bun Kit,,
410,1,1,ASDA,drinks,own_brand,,standard,,,,Yellow Fast Boil Textured Kettle GTK101Y-21,,
411,1,1,Tesco,food_cupboard,unbranded,,,100.0,g,,Tony's Chocolonely Littl' Bits Triple chocolate mix,,
412,1,1,Tesco,food_cupboard,branded,Sensations,,150.0,g,,Crushed Sea Salt and Black Peppercorn Flavour Potato Crisps,,
413,1,1,Morrisons,fresh_food,unbranded,,premium,,,,Salad Cress,,
414,1,1,Sains,free-from,branded,Optibac,,,,30.0,Kids Strawberry Gummies,,
415,1,1,Sains,frozen,unbranded,,,427.0,ml,,Ben and Jerry's Sundae Ice Cream Tub Marshmallow and S'more,,
416,1,1,Morrisons,drinks,unbranded,,,700.0,ml,,Jaffa Cake Gin,,
417,1,1,ASDA,food_cupboard,branded,Patak's,,64.1,g,8.0,Plain Pappadums,,
418,1,1,Sains,fresh_food,own_brand,,standard,350.0,g,,British Fresh Chicken Thigh Fillets In a Hot and Spicy Breadcrumb Coating,,
419,1,1,Tesco,food_cupboard,branded,Ambrosia,,500.0,g,,Light 30% Less Sugar and Fat Custard,,
420,1,1,ASDA,food_cupboard,own_brand,,standard,,,,Cake White Paper Cases,,
421,1,1,Sains,free-from,branded,Quorn,,200.0,g,,Totally 10 Fishless Fingers,,
422,1,1,Sains,food_cupboard,branded,Napolina,,1000.0,g,,Spaghetti,,
423,1,1,ASDA,drinks,branded,Kenco,,110.0,g,,Duo Cappuccino Instant Coffee,,
424,1,1,Sains,fresh_food,unbranded,,,280.0,g,,La Famiglia Rana Filled Pan-Fry Gnocchi Spinach and Mozzarella,,
425,1,1,Sains,drinks,branded,San Pellegrino,,330.0,ml,,Orange,,
426,1,1,Morrisons,drinks,unbranded,,,,,,Velo Freeze 11mg Pouch,,
427,1,1,Sains,food_cupboard,branded,Clipper,,30.0,g,20.0,Nettle,,
428,1,1,Tesco,food_cupboard,branded,Cadbury,,120.0,g,6.0,Snack Shortcake Chocolate Biscuits Multipack,,
429,1,1,ASDA,fresh_food,own_brand,,standard,300.0,g,,Pickled Beetroot,,
430,1,1,Sains,drinks,unbranded,,,750.0,ml,,Journeys End Bluegum Merlot,,
431,1,1,Morrisons,drinks,unbranded,,,0.02,g,,Aspire Origin Bar 600 Blue and Raspberry,,
432,1,1,ASDA,free-from,branded,Organix,,90.0,g,,KIDS Cool Choco Mint Mini Flapjack Bites 4x,,
433,1,1,Sains,fresh_food,own_brand,,standard,200.0,g,,Cheese and Garlic Mushrooms,,
434,1,1,Morrisons,drinks,unbranded,,,,,,Ske Crystal Blue Sour Raspberry 20Mg,,
435,1,1,Morrisons,fresh_food,branded,Dairylea,,170.0,g,,Dunkers Nacho Cheese Snacks,,
436,1,1,Morrisons,bakery,branded,Warburtons,,360.0,g,,4 Large White Rolls,,
437,1,1,Tesco,food_cupboard,unbranded,,,480.0,g,6.0,Cocon Assorted Fruit Jelly Pudding,,
438,1,1,Sains,bakery,own_brand,,standard,750.0,g,,Football Crazy Madeira Cake,,
439,1,1,ASDA,drinks,own_brand,,standard,2500.0,ml,10.0,Biere De Luxe,,
440,1,1,ASDA,food_cupboard,unbranded,,,170.0,g,,Butterkist Crunchy Toffee Popcorn,,
441,1,1,Morrisons,frozen,own_brand,,standard,1000.0,g,,Cauliflower Florets,,
442,1,1,ASDA,fresh_food,unbranded,,,200.0,ml,,Disney 8 Encanto Paper Cups,,
443,1,1,Sains,food_cupboard,own_brand,,standard,60.0,ml,,Pink Food Colouring,,
444,1,1,Tesco,food_cupboard,own_brand,,standard,125.0,g,,Mackerel Fillets Sunflower Oil,,
445,1,1,Tesco,fresh_food,own_brand,,premium,500.0,g,,BEEF DRIPPING GRAVY,,
446,1,1,Tesco,food_cupboard,own_brand,,standard,500.0,g,,Prunes,,
447,1,1,ASDA,food_cupboard,unbranded,,,473.0,ml,,Ben and Jerry's Caramel Brownie Party Ice Cream,,
448,1,1,Sains,free-from,branded,Piccolo,,200.0,g,,Cooking Baby Pasta Mini Penne 10+ Months,,
449,1,1,ASDA,food_cupboard,unbranded,,,400.0,g,,Cake Decor Rich Chocolate Frosting,,
450,1,1,Sains,food_cupboard,branded,Whitworths,,130.0,g,,Whole Cranberries,,
451,1,1,ASDA,fresh_food,branded,Young's,,350.0,g,,Gastro Cod Spinach Cheese and Potato Gratin,,
452,1,1,Tesco,food_cupboard,unbranded,,,84.1,g,60.0,Extra Peppermint Sugarfree Chewing Gum Bottle,,
453,1,1,Sains,food_cupboard,branded,Belvita,,250.0,g,250.0,Breakfast Biscuits Soft Bakes Choc Chips g,,
454,1,1,ASDA,food_cupboard,branded,Kellogg's,,100.0,g,,Krave Chocolate Hazelnut Stix,,
455,1,1,ASDA,drinks,branded,Schweppes,,1000.0,ml,,Slimline Bitter Lemon,,
456,1,1,Tesco,fresh_food,unbranded,,,227.0,g,,Finest Strawberries,,
457,1,1,ASDA,bakery,own_brand,,standard,,,,Sid the Sausage Dog Cake,,
458,1,1,Morrisons,drinks,unbranded,,,355.0,ml,,The Famous Grouse Blended Scotch Whisky,,
459,1,1,Sains,fresh_food,own_brand,,standard,425.0,g,,British Extra Lean Diced Pork Leg,,
460,1,1,Sains,fresh_food,own_brand,,dietary,450.0,g,,Chicken Stock,,
461,1,1,Morrisons,food_cupboard,unbranded,,,200.0,ml,,Kingfisher Coconut Milk Light,,
462,1,1,Morrisons,food_cupboard,branded,Ryvita,,125.0,g,,Thins Rosemary and Sea S…,,
463,1,1,Sains,fresh_food,own_brand,,premium,160.0,g,,Unsmoked Dry Cured British Bacon Medallions,,
464,1,1,Sains,free-from,branded,Heinz,,435.0,g,,Tomato Ketchup 50% Less Sugar,,
465,1,1,Morrisons,fresh_food,branded,Innocent,,750.0,ml,,Plus Bolt From The Blue Guav…,,
466,1,1,Tesco,drinks,unbranded,,,750.0,ml,,Louis Latour Bourgogne Gamay,,
467,1,1,Morrisons,food_cupboard,branded,Mcvitie's,,94.7,g,,Iced Gems Chocola…,,
468,1,1,Tesco,food_cupboard,own_brand,,standard,300.0,g,,Sliced Carrots In Water,,
469,1,1,Tesco,fresh_food,own_brand,,standard,600.0,g,,Raspberry Trifle,,
470,1,1,ASDA,fresh_food,branded,Peperami,,100.0,g,5.0,Firestick,,
471,1,1,Tesco,fresh_food,own_brand,,premium,460.0,g,,Moroccan Inspired Lamb Kebabs,,
472,1,1,ASDA,food_cupboard,own_brand,,standard,400.0,g,,Sweet Pickled Silverskin Onions,,
473,1,1,ASDA,food_cupboard,own_brand,,premium,340.0,g,,Bolognese Sauce,,
474,1,1,Sains,drinks,branded,Starbucks,,800.0,ml,4.0,Doubleshot Espresso Iced Coffee Drink,,
475,1,1,Morrisons,fresh_food,unbranded,,,160.0,g,,The Butcher Chic…,,
476,1,1,ASDA,fresh_food,own_brand,,premium,225.0,g,,Aberdeen Angus Ribeye Steak 30 Day Matured,,
477,1,1,Tesco,bakery,own_brand,,standard,,,,Angel Layer Cake,,
478,1,1,Tesco,food_cupboard,branded,Maldon,,250.0,g,,Sea Salt,,
479,1,1,Tesco,food_cupboard,own_brand,,standard,200.0,g,,Dark Chocolate Bar,,
480,1,1,Tesco,food_cupboard,branded,Kohinoor,,375.0,g,,Mumbai Kolhapuri Masala Cooking Sauce,,
481,1,1,Morrisons,food_cupboard,branded,Batchelors,,90.0,g,4.0,Cup A Soup Hot and Sour,,
482,1,1,Tesco,fresh_food,own_brand,,standard,1000.0,ml,,Banana Flavoured Milk,,
483,1,1,Sains,food_cupboard,unbranded,,,300.0,g,,Lowicz Cascaval Cheese,,
484,1,1,ASDA,food_cupboard,unbranded,,,200.0,g,,LU Le Petit Biscotte Crunchy Cinnamon and Brown Sugar Biscuits,,
485,1,1,Morrisons,food_cupboard,branded,Bonne Maman,,270.0,g,,Caramelised Apple Spread,,
486,1,1,Tesco,fresh_food,own_brand,,premium,110.0,g,,PORK LIVER PATE WITH PEAR GLAZE,,
487,1,1,Sains,free-from,branded,Unearthed,,500.0,g,,Spanish Potato Omelette,,
488,1,1,Sains,drinks,unbranded,,,750.0,ml,,Dada Art 391 Malbec,,
489,1,1,Morrisons,fresh_food,own_brand,,standard,80.0,g,,Tapas Cheddar And Chorizo Rollitos,,
490,1,1,Morrisons,food_cupboard,branded,Taylors,,200.0,g,,Hot Lava Java Coffee Beans,,
491,1,1,ASDA,drinks,branded,Lavazza,,500.0,g,,Decaffeinated Coffee Beans,,
492,1,1,Tesco,frozen,unbranded,,,204.0,g,,Snacksters Big Stack Burger,,
493,1,1,ASDA,fresh_food,unbranded,,,,,,Widdop 70 Flute,,
494,1,1,Tesco,food_cupboard,branded,Schwartz,,35.0,g,,Chicken and Leek Bake Recipe Mix,,
495,1,1,Morrisons,food_cupboard,branded,Haribo,,175.0,g,,Sour Sparks Vegeta…,,
496,1,1,Sains,drinks,unbranded,,,700.0,ml,,Toki Suntory Whisky Blended Japanese Whisky,,
497,1,1,Morrisons,frozen,branded,Quorn,,500.0,g,,Sausages,,
498,1,1,Sains,drinks,branded,Jam Shed,,187.0,ml,,Shiraz,,
499,1,1,ASDA,food_cupboard,branded,Werthers,,125.0,g,,Original Creamy Filling Sweets,,
500,1,1,Tesco,food_cupboard,unbranded,,,630.0,g,,Nestlé Shreddies Original Cereal,,
501,1,1,Sains,fresh_food,own_brand,,premium,,,,Spiced Butternut and Whipped Feta Wrap,,
502,1,1,Sains,food_cupboard,branded,Heinz,,400.0,g,,Chicken and Leek Chunky Big Soup,,
503,1,1,Sains,food_cupboard,own_brand,,standard,440.0,g,,Hot and Spicy Pickled Onions in Malt Vinegar,,
504,1,1,ASDA,fresh_food,own_brand,,standard,200.0,g,,Crisp and Tender Rainbow Chard,,
505,1,1,ASDA,bakery,own_brand,,standard,,,5.0,Strawberry Popdot,,
506,1,1,Tesco,fresh_food,branded,Pilgrims Choice,,550.0,g,,Mature Cheddar Cheese,,
507,1,1,Sains,food_cupboard,branded,Lindt,,125.0,g,,Classic Recipe Crispy Milk Chocolate Bar,,
508,1,1,ASDA,food_cupboard,branded,Simply Cook,,60.0,g,,Cajun Jambalaya Recipe Kit,,
509,1,1,Sains,food_cupboard,unbranded,,,190.0,g,,Wholecreations Dairy and Garlic Bread Baguette,,
510,1,1,Sains,fresh_food,branded,Galbani,,250.0,g,,Mozzarella Cheese Maxi Bag,,
511,1,1,Morrisons,food_cupboard,branded,Heinz,,400.0,g,,Mulligatawny Soup,,
512,1,1,Tesco,food_cupboard,branded,Kohinoor,,300.0,g,,Dal Tarka,,
513,1,1,Tesco,frozen,own_brand,,standard,500.0,g,,Oriental Style Takeaway with Vegetable Spring Roll,,
514,1,1,ASDA,drinks,branded,John Smith's,,440.0,ml,,18 Extra Smooth Cans,,
515,1,1,ASDA,drinks,unbranded,,,275.0,ml,,The Mocktail Company Pino Colada,,
516,1,1,Sains,fresh_food,own_brand,,premium,510.0,g,,Slow Cooked Smoky Gammon Shanks with A Blossom Honey and Wholegrain Mustard Glaze,,
517,1,1,ASDA,food_cupboard,unbranded,,,164.8,g,,Penn State Baked Pretzels Roasted Chilli Flavour,,
518,1,1,ASDA,frozen,own_brand,,standard,280.0,ml,8.0,Assorted Milk Lollies,,
519,1,1,Sains,food_cupboard,branded,Rubicon,,1980.0,ml,6.0,Sparkling Passionfruit Juice Soft Drink,,
520,1,1,Sains,food_cupboard,branded,Heinz,,400.0,g,,Cream of Chicken Soup,,
521,1,1,Morrisons,food_cupboard,own_brand,,standard,25.0,g,,Flower Modelling Paste,,
522,1,1,ASDA,food_cupboard,branded,Kellogg's,,375.0,g,,Crunchy Nut Bites Honey and Nut,,
523,1,1,Sains,fresh_food,own_brand,,standard,300.0,g,,Deli-Style Coleslaw,,
524,1,1,Tesco,food_cupboard,branded,Blue Dragon,,500.0,g,,Sushi Rice,,
525,1,1,Morrisons,food_cupboard,branded,Tassimo,,116.3,g,14.0,L'OR Americano Classique Coffee Pods,,
526,1,1,Sains,fresh_food,own_brand,,standard,210.0,g,,On the Go Greek Style Yogurt with Mixed Berry Compote and Crispy Granola,,
527,1,1,Tesco,fresh_food,branded,Ginsters,,227.0,g,,Original Cornish Pasty,,
528,1,1,Morrisons,frozen,own_brand,,premium,1500.0,g,,Chunky Chips,,
529,1,1,Morrisons,food_cupboard,branded,Mcvitie's,,125.0,g,,Mini BN Strawberry Flavour,,
530,1,1,Tesco,food_cupboard,branded,Bisto,,450.0,g,,Reduced Salt Gravy Granules,,
531,1,1,Morrisons,fresh_food,branded,Pizza Express,,400.0,g,,Dough Ready to Roll,,
532,1,1,ASDA,drinks,branded,Silver Spoon,,1000.0,g,,Demerara Sugar,,
533,1,1,Morrisons,bakery,branded,Warburtons,,530.0,g,,Multi Seeded Artisan Bread,,
534,1,1,Sains,drinks,branded,Fruit Shoot,,4800.0,ml,24.0,Orange Kids Juice Drink,,
535,1,1,Tesco,fresh_food,own_brand,,standard,350.0,g,,Cauliflower Cheese,,
536,1,1,Tesco,fresh_food,own_brand,,standard,255.0,g,30.0,Bitesize Pork Cocktail Sausages,,
537,1,1,Tesco,food_cupboard,unbranded,,,1000.0,ml,,Dr Witt Multivitamins Metabolism Drink,,
