cluster_id,cluster_size,n_supermarkets,supermarkets_present,category,match_type,known_brand,tier_type,unit_value,unit_type,pack_quantity,core_product_name_consensus,avg_pairwise_score,min_pairwise_score
879,1,1,Tesco,food_cupboard,unbranded,,,250.0,g,,Riso Gallo Risotto Pronto Mushroom,,
880,1,1,Sains,food_cupboard,branded,Lindt,,100.0,g,,Excellence Dark 90% Cocoa Chocolate Bar,,
881,1,1,ASDA,fresh_food,branded,Scoville,,,,,Neverstick 30cm Pizza Tray,,
882,1,1,Morrisons,drinks,own_brand,,standard,946.0,ml,,Orange High Juice Squash,,
883,1,1,Tesco,drinks,branded,Blossom Hill,,187.5,ml,,Soft and Fruity,,
884,1,1,Sains,food_cupboard,own_brand,,standard,250.0,g,,Ready to Roll Yellow Icing,,
885,1,1,ASDA,food_cupboard,own_brand,,standard,200.0,g,,Shortcake Biscuits,,
886,1,1,Sains,drinks,unbranded,,,500.0,ml,,Fentimans Connoisseurs Tonic Water,,
887,1,1,ASDA,fresh_food,branded,Pukka,,210.0,g,,All Steak Pie,,
888,1,1,ASDA,fresh_food,unbranded,,,60.0,ml,,MOJU Turmeric Shots,,
889,1,1,Tesco,food_cupboard,branded,Paxo,,170.0,g,,Pork Sausages Meat Flavour Stuffing Mix,,
890,1,1,ASDA,frozen,own_brand,,standard,1134.2,g,,Beef Quarter Pound Burgers,,
891,1,1,Sains,food_cupboard,branded,Itsu,,240.0,g,,Chicken Gyoza 12 Dinner Dumplings,,
892,1,1,ASDA,fresh_food,branded,Warburtons,,400.0,g,,Fruit Loaf with Cinnamon and Raisin,,
893,1,1,Morrisons,fresh_food,own_brand,,premium,200.0,g,,Chicken Parfait Wi…,,
894,1,1,Sains,fresh_food,own_brand,,standard,500.0,g,2.0,Unsmoked Back Bacon Rashers x16,,
895,1,1,Tesco,fresh_food,own_brand,,standard,1000.0,ml,,Strawberry Flavoured Milk,,
896,1,1,Morrisons,fresh_food,own_brand,,standard,,,,Cooking Apples,,
897,1,1,Tesco,food_cupboard,branded,Walkers,,300.0,g,12.0,Classic Variety Multipack Crisps,,
898,1,1,Sains,food_cupboard,own_brand,,standard,200.0,g,,Fruit and Nut Dark Chocolate,,
899,1,1,Tesco,fresh_food,own_brand,,premium,500.0,g,,5% Aberdeen Angus Steak Mince,,
900,1,1,ASDA,bakery,own_brand,,standard,,,,Pink Glitter Rosette,,
901,1,1,Sains,food_cupboard,branded,Oreo,,132.0,g,6.0,Lunchbox Vanilla Cookies Multipack,,
902,1,1,Tesco,drinks,branded,Gordon's,,250.0,ml,,Gin and Tonic Can,,
903,1,1,Sains,food_cupboard,branded,Squares,,36.0,g,,Chocolatey Rice Krispies,,
904,1,1,Sains,bakery,own_brand,,premium,,,,Mixed Fruit Bloomer,,
905,1,1,Tesco,drinks,unbranded,,,750.0,ml,,Turner Road Reserve Chardonnay,,
906,1,1,Sains,drinks,unbranded,,,250.0,ml,,Riddles Lemon Ice Tea Blended with Tequila,,
907,1,1,Sains,food_cupboard,branded,Batchelors,,81.0,g,,Super Noodles Chilli Chicken Flavour,,
908,1,1,ASDA,fresh_food,own_brand,,standard,,,,Football Paper Napkins,,
909,1,1,Tesco,food_cupboard,branded,Bonne Maman,,250.0,g,,Hazelnut Chocolate Spread,,
910,1,1,ASDA,drinks,unbranded,,,750.0,ml,,Graham's 10 Years Old Tawny Port,,
911,1,1,ASDA,fresh_food,branded,Getpro,,18.0,g,,Protein Pudding Chocolate Hazelnut Flavour,,
912,1,1,ASDA,fresh_food,own_brand,,standard,150.0,g,,Sea Salt and Black Pepper Cashews,,
913,1,1,Morrisons,fresh_food,own_brand,,standard,120.0,g,,German Salami And Cheese Selection,,
914,1,1,ASDA,drinks,own_brand,,standard,2000.0,ml,4.0,Charge Zero Sugar Energy Drink,,
915,1,1,Morrisons,fresh_food,branded,Peperami,,100.0,g,,Pep'd Up Chicken Bites,,
916,1,1,Tesco,food_cupboard,branded,Pataks,,450.0,g,,Medium Balti Sauce,,
917,1,1,Morrisons,drinks,unbranded,,,10.0,ml,,Vampire Vape Heisenberg 12mg,,
918,1,1,Morrisons,fresh_food,own_brand,,premium,250.0,g,,Roast Garlic and Herb Flatbread,,
919,1,1,Sains,food_cupboard,branded,Heinz,,400.0,g,,Oxtail Soup,,
920,1,1,Tesco,food_cupboard,branded,Pot Noodle,,360.0,g,4.0,Chicken and Mushroom Instant Noodles Multipack,,
921,1,1,Morrisons,food_cupboard,branded,Hartley's,,125.0,g,,Raspberry Jelly Pot,,
922,1,1,Sains,food_cupboard,own_brand,,standard,227.0,g,,"Italian Style Coffee, Strength 4",,
923,1,1,Tesco,food_cupboard,branded,Walkers,,50.0,g,,Max Pizza Hut Texan Bbq Crisps,,
924,1,1,Tesco,food_cupboard,unbranded,,,100.0,g,,Gran Luchito Chipotle Chilli Paste,,
925,1,1,Tesco,bakery,own_brand,,standard,,,4.0,Multiseed Deli Rolls,,
926,1,1,Tesco,drinks,unbranded,,,700.0,ml,,Abstrakt Watermelon Strawberry Vodka,,
927,1,1,ASDA,food_cupboard,own_brand,,standard,100.0,g,,Chopped Almonds,,
928,1,1,Sains,free-from,branded,Phd,,500.0,g,,Diet Plant High Protein Lean Matrix Salted Caramel,,
929,1,1,Tesco,drinks,branded,Robinsons,,500.0,ml,,"Raspberry, Rhubarb and Orange Blossom Fruit Cordial",,
930,1,1,Sains,food_cupboard,unbranded,,,36.0,g,,Bird's Dream Topping,,
931,1,1,Sains,food_cupboard,unbranded,,,100.0,g,,Butterkist Popcorn Sweet and Salted,,
932,1,1,Tesco,food_cupboard,own_brand,,standard,454.0,g,,Fine Cut Orange Marmalade,,
933,1,1,ASDA,fresh_food,branded,Tenderstem,standard,160.0,g,,"Broccoli, Carrot and Sugar Snap",,
934,1,1,ASDA,food_cupboard,branded,Weetabix,,,,,Chocolate Cereal,,
935,1,1,ASDA,drinks,own_brand,,standard,,,,Pig Sipper Bottle,,
936,1,1,Sains,food_cupboard,own_brand,,standard,152.0,g,80.0,Green Tea Tea Bags,,
937,1,1,ASDA,drinks,branded,Red Bull,,1000.0,ml,4.0,Energy Drink Zero Cans,,
938,1,1,ASDA,food_cupboard,branded,Terry's,,90.0,g,,Chocolate Orange Mini Eggs Bar,,
939,1,1,Tesco,food_cupboard,branded,Homepride,,485.0,g,,Chilli Cooking Sauce,,
940,1,1,Morrisons,food_cupboard,own_brand,,premium,200.0,g,,Quadru…,,
941,1,1,ASDA,free-from,branded,Vivera,,175.0,g,,Plant Spicy Chicken Kebab Style,,
942,1,1,Morrisons,frozen,branded,Goodfella's,,340.0,g,,Stonebaked Thin Pepperoni Pizza,,
943,1,1,Tesco,drinks,branded,Birra Moretti,,1320.0,ml,4.0,Premium Lager Beer Bottle,,
944,1,1,Tesco,frozen,own_brand,,standard,140.0,g,,Frozen 12 Mini Eclairs,,
945,1,1,Morrisons,fresh_food,own_brand,,standard,450.0,g,,Butcher's Style Pork Sausages,,
946,1,1,Tesco,food_cupboard,unbranded,,,700.0,g,,Nature's Finest Tropical Fruits In Juice,,
947,1,1,Tesco,frozen,unbranded,,,650.0,ml,,Viennetta Mint Ice Cream Dessert,,
948,1,1,Morrisons,fresh_food,branded,Oasis,,500.0,ml,,Zero Exotic Fruit,,
949,1,1,Sains,food_cupboard,branded,Nissin,,90.0,g,,Soba Japanese Curry Wok Style Instant Cup Noodles Pot,,
950,1,1,Morrisons,fresh_food,branded,Richmond,,,,,6 Thick Pork Sausages,,
951,1,1,ASDA,bakery,unbranded,,,,,,MAD Party Silver Number Sparklers 6,,
952,1,1,ASDA,fresh_food,branded,Walkers,,37.5,g,,Baked Prawn Cocktail Snacks Crisps,,
953,1,1,Tesco,food_cupboard,unbranded,,,90.0,g,,Urban Fruit Dried Strawberries,,
954,1,1,Morrisons,food_cupboard,unbranded,,,300.0,g,,Hilal Chicken Sausages,,
955,1,1,ASDA,drinks,own_brand,,standard,,,,Red Alphabet Glass Mug - L,,
956,1,1,Tesco,fresh_food,own_brand,,standard,320.0,g,,Vegetable Stir Fry,,
957,1,1,ASDA,fresh_food,own_brand,,standard,,,,Smooth and Sweet Flat Peaches,,
958,1,1,Morrisons,food_cupboard,branded,Oshee,,250.0,ml,,Magnesium Vitamin Energy Drink,,
959,1,1,Morrisons,food_cupboard,own_brand,,standard,500.0,g,,Wholewheat Spaghetti,,
960,1,1,Morrisons,food_cupboard,branded,Silver Spoon,,1000.0,g,,Icing Sugar,,
961,1,1,Morrisons,drinks,branded,Diet Coke,,2000.0,ml,,No Caffeine,,
962,1,1,Morrisons,food_cupboard,branded,Whitworths,,100.0,g,,Berry and White Ch…,,
963,1,1,Morrisons,food_cupboard,branded,Oxo,,70.9,g,,Reduced Salt Beef Stock 12 Cubes,,
964,1,1,Sains,drinks,unbranded,,,700.0,ml,,The Kraken Black Spiced Rum Roast Coffee,,
965,1,1,Tesco,food_cupboard,unbranded,,,90.0,g,5.0,Fruit Bowl Unicorn Fruit Flakes,,
966,1,1,Tesco,food_cupboard,unbranded,,,300.0,g,,Dunns River Jamaican Jerk Seasoning,,
967,1,1,Sains,frozen,own_brand,,standard,379.0,g,,Deep Pan Meat Feast Pizza,,
968,1,1,Sains,food_cupboard,branded,Go Ahead,,142.0,g,4.0,Yogurt Breaks Strawberry Snack Bars,,
969,1,1,ASDA,fresh_food,own_brand,,standard,110.0,g,,Finely Sliced Cured Pastrami,,
970,1,1,Sains,drinks,own_brand,,premium,52.0,g,,Lungo Decaff Pods,,
971,1,1,Sains,frozen,own_brand,,standard,600.0,g,,Triple Chocolate Gateau Dessert,,
972,1,1,Tesco,food_cupboard,branded,Eat Real,,113.0,g,,Lentil Chips Sea Salt,,
973,1,1,Morrisons,fresh_food,own_brand,,standard,200.0,g,,Cold Water Prawns,,
974,1,1,Morrisons,food_cupboard,branded,Cadbury,,120.0,g,,Dairy Milk Caramel Nibbles Chocolate Bag,,
975,1,1,Sains,fresh_food,own_brand,,standard,250.0,g,,Sliced White Mushrooms,,
976,1,1,Sains,fresh_food,own_brand,,standard,900.0,g,6.0,British Pork Shoulder Steaks,,
977,1,1,Tesco,food_cupboard,branded,Vifon,,60.0,g,,Beef Flavour Instant Noodle Soup,,
978,1,1,Sains,food_cupboard,branded,Heinz,,400.0,g,,French Onion Soup,,
